parent stop id;nr of child stop facilities
gtfs_tw_v5_KHH103623184281;1
gtfs_tw_v5_KHH103623192402;1
gtfs_tw_v5_KHH103623192412;1
gtfs_tw_v5_KHH10362344831;1
gtfs_tw_v5_KHH10362344842;1
gtfs_tw_v5_KHH10362356271;1
gtfs_tw_v5_KHH10362356292;1
gtfs_tw_v5_KHH10362359591;1
gtfs_tw_v5_KHH10362359611;1
gtfs_tw_v5_KHH10362359621;1
gtfs_tw_v5_KHH10362359631;1
gtfs_tw_v5_KHH10362359641;1
gtfs_tw_v5_KHH10362359651;1
gtfs_tw_v5_KHH10362359661;1
gtfs_tw_v5_KHH10362359671;1
gtfs_tw_v5_KHH10362359681;1
gtfs_tw_v5_KHH10362359691;1
gtfs_tw_v5_KHH10362359701;1
gtfs_tw_v5_KHH10362359711;1
gtfs_tw_v5_KHH10362359721;1
gtfs_tw_v5_KHH10362359731;1
gtfs_tw_v5_KHH10362359741;1
gtfs_tw_v5_KHH10362359751;1
gtfs_tw_v5_KHH10362359762;1
gtfs_tw_v5_KHH10362359782;1
gtfs_tw_v5_KHH10362359802;1
gtfs_tw_v5_KHH10362359812;1
gtfs_tw_v5_KHH10362359822;1
gtfs_tw_v5_KHH10362359842;1
gtfs_tw_v5_KHH10362359852;1
gtfs_tw_v5_KHH10362359862;1
gtfs_tw_v5_KHH10362359872;1
gtfs_tw_v5_KHH10362359882;1
gtfs_tw_v5_KHH10362359892;1
gtfs_tw_v5_KHH10362359902;1
gtfs_tw_v5_KHH10362359912;1
gtfs_tw_v5_KHH10362359922;1
gtfs_tw_v5_KHH10362359932;1
gtfs_tw_v5_KHH10362359942;1
gtfs_tw_v5_KHH10362362711;1
gtfs_tw_v5_KHH10362362722;1
gtfs_tw_v5_KHH10362363642;1
gtfs_tw_v5_KHH10362375121;1
gtfs_tw_v5_KHH10362387051;1
gtfs_tw_v5_KHH10362387252;1
gtfs_tw_v5_KHH1036239492;1
gtfs_tw_v5_KHH1036239601;1
gtfs_tw_v5_KHH10362396741;1
gtfs_tw_v5_KHH10362396742;1
gtfs_tw_v5_KHH1036239721;1
gtfs_tw_v5_KHH1036239902;1
gtfs_tw_v5_KHH1036239951;1
gtfs_tw_v5_KHH10362410082;1
gtfs_tw_v5_KHH103624111762;1
gtfs_tw_v5_KHH103624111772;1
gtfs_tw_v5_KHH103624111782;1
gtfs_tw_v5_KHH103624111792;1
gtfs_tw_v5_KHH103624111802;1
gtfs_tw_v5_KHH103624111812;1
gtfs_tw_v5_KHH103624111832;1
gtfs_tw_v5_KHH103624111842;1
gtfs_tw_v5_KHH103624111852;1
gtfs_tw_v5_KHH103624111862;1
gtfs_tw_v5_KHH103624114611;1
gtfs_tw_v5_KHH103624114621;1
gtfs_tw_v5_KHH103624114742;1
gtfs_tw_v5_KHH103624114752;1
gtfs_tw_v5_KHH103624114762;1
gtfs_tw_v5_KHH103624114912;1
gtfs_tw_v5_KHH103624114922;1
gtfs_tw_v5_KHH10362411802;1
gtfs_tw_v5_KHH10362411812;1
gtfs_tw_v5_KHH10362411841;1
gtfs_tw_v5_KHH10362411891;1
gtfs_tw_v5_KHH10362411901;1
gtfs_tw_v5_KHH10362411961;1
gtfs_tw_v5_KHH10362412032;1
gtfs_tw_v5_KHH10362414301;1
gtfs_tw_v5_KHH10362414341;1
gtfs_tw_v5_KHH10362414461;1
gtfs_tw_v5_KHH10362414511;1
gtfs_tw_v5_KHH10362414631;1
gtfs_tw_v5_KHH10362414681;1
gtfs_tw_v5_KHH10362414922;1
gtfs_tw_v5_KHH10362414932;1
gtfs_tw_v5_KHH10362415132;1
gtfs_tw_v5_KHH10362415212;1
gtfs_tw_v5_KHH10362415242;1
gtfs_tw_v5_KHH10362415342;1
gtfs_tw_v5_KHH10362416121;1
gtfs_tw_v5_KHH10362416962;1
gtfs_tw_v5_KHH10362417211;1
gtfs_tw_v5_KHH10362417251;1
gtfs_tw_v5_KHH10362417281;1
gtfs_tw_v5_KHH10362418012;1
gtfs_tw_v5_KHH10362418062;1
gtfs_tw_v5_KHH10362418092;1
gtfs_tw_v5_KHH10362444831;1
gtfs_tw_v5_KHH10362444842;1
gtfs_tw_v5_KHH10362456271;1
gtfs_tw_v5_KHH10362456292;1
gtfs_tw_v5_KHH10362459591;1
gtfs_tw_v5_KHH10362459611;1
gtfs_tw_v5_KHH10362459621;1
gtfs_tw_v5_KHH10362459631;1
gtfs_tw_v5_KHH10362459912;1
gtfs_tw_v5_KHH10362459922;1
gtfs_tw_v5_KHH10362459932;1
gtfs_tw_v5_KHH10362459942;1
gtfs_tw_v5_KHH10362463312;1
gtfs_tw_v5_KHH1036249492;1
gtfs_tw_v5_KHH1036249601;1
gtfs_tw_v5_KHH10362496741;1
gtfs_tw_v5_KHH10362496742;1
gtfs_tw_v5_KHH1036249721;1
gtfs_tw_v5_KHH1036249902;1
gtfs_tw_v5_KHH1036249951;1
gtfs_tw_v5_KHH104134101061;1
gtfs_tw_v5_KHH104134105431;1
gtfs_tw_v5_KHH10413411301;1
gtfs_tw_v5_KHH104134116751;1
gtfs_tw_v5_KHH104134117391;1
gtfs_tw_v5_KHH104134118292;1
gtfs_tw_v5_KHH104134118541;1
gtfs_tw_v5_KHH10413412262;1
gtfs_tw_v5_KHH104134131571;1
gtfs_tw_v5_KHH104134132512;1
gtfs_tw_v5_KHH104134137661;1
gtfs_tw_v5_KHH104134137902;1
gtfs_tw_v5_KHH104134138291;1
gtfs_tw_v5_KHH104134138571;1
gtfs_tw_v5_KHH104134138881;1
gtfs_tw_v5_KHH104134139152;1
gtfs_tw_v5_KHH104134139462;1
gtfs_tw_v5_KHH104134139472;1
gtfs_tw_v5_KHH104134140052;1
gtfs_tw_v5_KHH104134140122;1
gtfs_tw_v5_KHH104134140562;1
gtfs_tw_v5_KHH104134140721;1
gtfs_tw_v5_KHH104134141192;1
gtfs_tw_v5_KHH104134141622;1
gtfs_tw_v5_KHH104134142182;1
gtfs_tw_v5_KHH104134142202;1
gtfs_tw_v5_KHH104134143362;1
gtfs_tw_v5_KHH104134143681;1
gtfs_tw_v5_KHH104134144052;1
gtfs_tw_v5_KHH104134144151;1
gtfs_tw_v5_KHH104134144172;1
gtfs_tw_v5_KHH104134144221;1
gtfs_tw_v5_KHH104134144642;1
gtfs_tw_v5_KHH104134144762;1
gtfs_tw_v5_KHH104134144782;1
gtfs_tw_v5_KHH104134144922;1
gtfs_tw_v5_KHH104134145112;1
gtfs_tw_v5_KHH104134145131;1
gtfs_tw_v5_KHH104134145201;1
gtfs_tw_v5_KHH104134145302;1
gtfs_tw_v5_KHH104134145971;1
gtfs_tw_v5_KHH104134146072;1
gtfs_tw_v5_KHH104134146161;1
gtfs_tw_v5_KHH104134146351;1
gtfs_tw_v5_KHH104134153282;1
gtfs_tw_v5_KHH104134154562;1
gtfs_tw_v5_KHH104134155072;1
gtfs_tw_v5_KHH104134156291;1
gtfs_tw_v5_KHH104134156301;1
gtfs_tw_v5_KHH104134156311;1
gtfs_tw_v5_KHH104134156321;1
gtfs_tw_v5_KHH104134156331;1
gtfs_tw_v5_KHH104134156341;1
gtfs_tw_v5_KHH104134156351;1
gtfs_tw_v5_KHH104134156361;1
gtfs_tw_v5_KHH104134156371;1
gtfs_tw_v5_KHH104134156381;1
gtfs_tw_v5_KHH104134156391;1
gtfs_tw_v5_KHH104134156401;1
gtfs_tw_v5_KHH104134156421;1
gtfs_tw_v5_KHH104134157012;1
gtfs_tw_v5_KHH104134157032;1
gtfs_tw_v5_KHH104134157042;1
gtfs_tw_v5_KHH104134157052;1
gtfs_tw_v5_KHH104134157062;1
gtfs_tw_v5_KHH104134157072;1
gtfs_tw_v5_KHH104134157082;1
gtfs_tw_v5_KHH104134157092;1
gtfs_tw_v5_KHH104134157102;1
gtfs_tw_v5_KHH104134157112;1
gtfs_tw_v5_KHH104134157122;1
gtfs_tw_v5_KHH104134157132;1
gtfs_tw_v5_KHH104134157142;1
gtfs_tw_v5_KHH104134158782;1
gtfs_tw_v5_KHH104134159492;1
gtfs_tw_v5_KHH104134160442;1
gtfs_tw_v5_KHH104134161162;1
gtfs_tw_v5_KHH104134168552;1
gtfs_tw_v5_KHH104134173171;1
gtfs_tw_v5_KHH104134173622;1
gtfs_tw_v5_KHH104134173852;1
gtfs_tw_v5_KHH104134174301;1
gtfs_tw_v5_KHH104134180022;1
gtfs_tw_v5_KHH104134182742;1
gtfs_tw_v5_KHH104134182922;1
gtfs_tw_v5_KHH1041342331;1
gtfs_tw_v5_KHH1041342572;1
gtfs_tw_v5_KHH10413426911;1
gtfs_tw_v5_KHH10413431061;1
gtfs_tw_v5_KHH10413431071;1
gtfs_tw_v5_KHH10413431121;1
gtfs_tw_v5_KHH10413431131;1
gtfs_tw_v5_KHH10413432651;1
gtfs_tw_v5_KHH10413432722;1
gtfs_tw_v5_KHH1041343922;1
gtfs_tw_v5_KHH1041343942;1
gtfs_tw_v5_KHH1041344121;1
gtfs_tw_v5_KHH10413443171;1
gtfs_tw_v5_KHH10413443181;1
gtfs_tw_v5_KHH10413449861;1
gtfs_tw_v5_KHH10413455631;1
gtfs_tw_v5_KHH10413461892;1
gtfs_tw_v5_KHH10413466102;1
gtfs_tw_v5_KHH10413466111;1
gtfs_tw_v5_KHH10413466132;1
gtfs_tw_v5_KHH10413466362;1
gtfs_tw_v5_KHH10413466371;1
gtfs_tw_v5_KHH10413466391;1
gtfs_tw_v5_KHH10413466611;1
gtfs_tw_v5_KHH10413466741;1
gtfs_tw_v5_KHH10413466841;1
gtfs_tw_v5_KHH10413466871;1
gtfs_tw_v5_KHH10413467021;1
gtfs_tw_v5_KHH10413467251;1
gtfs_tw_v5_KHH10413467401;1
gtfs_tw_v5_KHH10413467431;1
gtfs_tw_v5_KHH10413467641;1
gtfs_tw_v5_KHH10413467771;1
gtfs_tw_v5_KHH10413467991;1
gtfs_tw_v5_KHH10413468011;1
gtfs_tw_v5_KHH10413468022;1
gtfs_tw_v5_KHH10413468252;1
gtfs_tw_v5_KHH10413468262;1
gtfs_tw_v5_KHH10413468271;1
gtfs_tw_v5_KHH10413468282;1
gtfs_tw_v5_KHH10413475011;1
gtfs_tw_v5_KHH10413475022;1
gtfs_tw_v5_KHH10413478401;1
gtfs_tw_v5_KHH10413478582;1
gtfs_tw_v5_KHH10413480402;1
gtfs_tw_v5_KHH10413481082;1
gtfs_tw_v5_KHH10413484221;1
gtfs_tw_v5_KHH10413486802;1
gtfs_tw_v5_KHH10413486902;1
gtfs_tw_v5_KHH10413490531;1
gtfs_tw_v5_KHH10413492221;1
gtfs_tw_v5_KHH10413492241;1
gtfs_tw_v5_KHH10413492431;1
gtfs_tw_v5_KHH10413492461;1
gtfs_tw_v5_KHH10413492942;1
gtfs_tw_v5_KHH10413492952;1
gtfs_tw_v5_KHH10413492961;1
gtfs_tw_v5_KHH1041349581;1
gtfs_tw_v5_KHH1041349621;1
gtfs_tw_v5_KHH10413497812;1
gtfs_tw_v5_KHH10413498072;1
gtfs_tw_v5_KHH10413498252;1
gtfs_tw_v5_KHH10413498512;1
gtfs_tw_v5_KHH104135159961;1
gtfs_tw_v5_KHH10413574011;1
gtfs_tw_v5_KHH1041357681;1
gtfs_tw_v5_KHH10413578921;1
gtfs_tw_v5_KHH10413580671;1
gtfs_tw_v5_KHH1041358661;1
gtfs_tw_v5_KHH1041358671;1
gtfs_tw_v5_KHH1041358691;1
gtfs_tw_v5_KHH1041358721;1
gtfs_tw_v5_KHH1041358731;1
gtfs_tw_v5_KHH1041358751;1
gtfs_tw_v5_KHH105031123372;1
gtfs_tw_v5_KHH105031123392;1
gtfs_tw_v5_KHH105031123401;1
gtfs_tw_v5_KHH105031123451;1
gtfs_tw_v5_KHH105031123462;1
gtfs_tw_v5_KHH105031125271;1
gtfs_tw_v5_KHH105031133052;1
gtfs_tw_v5_KHH105031191971;1
gtfs_tw_v5_KHH10503184651;1
gtfs_tw_v5_KHH10503184761;1
gtfs_tw_v5_KHH10503185061;1
gtfs_tw_v5_KHH10503185171;1
gtfs_tw_v5_KHH10503185291;1
gtfs_tw_v5_KHH10503185431;1
gtfs_tw_v5_KHH10503185481;1
gtfs_tw_v5_KHH10503185501;1
gtfs_tw_v5_KHH10503185581;1
gtfs_tw_v5_KHH10503185622;1
gtfs_tw_v5_KHH10503185642;1
gtfs_tw_v5_KHH10503185692;1
gtfs_tw_v5_KHH10503185712;1
gtfs_tw_v5_KHH10503185732;1
gtfs_tw_v5_KHH10503185752;1
gtfs_tw_v5_KHH10503185832;1
gtfs_tw_v5_KHH10503185912;1
gtfs_tw_v5_KHH10503186142;1
gtfs_tw_v5_KHH10503188151;1
gtfs_tw_v5_KHH10503192762;1
gtfs_tw_v5_KHH10600111851;1
gtfs_tw_v5_KHH106001133081;1
gtfs_tw_v5_KHH106001133092;1
gtfs_tw_v5_KHH106001138281;1
gtfs_tw_v5_KHH106001139091;1
gtfs_tw_v5_KHH106001139121;1
gtfs_tw_v5_KHH106001139162;1
gtfs_tw_v5_KHH106001139172;1
gtfs_tw_v5_KHH106001139182;1
gtfs_tw_v5_KHH106001142412;1
gtfs_tw_v5_KHH106001143942;1
gtfs_tw_v5_KHH106001158901;1
gtfs_tw_v5_KHH106001158921;1
gtfs_tw_v5_KHH106001158962;1
gtfs_tw_v5_KHH106001190632;1
gtfs_tw_v5_KHH106001190641;1
gtfs_tw_v5_KHH10600120192;1
gtfs_tw_v5_KHH10600121552;1
gtfs_tw_v5_KHH10600121562;1
gtfs_tw_v5_KHH10600121642;1
gtfs_tw_v5_KHH10600121652;1
gtfs_tw_v5_KHH10600121702;1
gtfs_tw_v5_KHH10600123121;1
gtfs_tw_v5_KHH10600123151;1
gtfs_tw_v5_KHH10600123181;1
gtfs_tw_v5_KHH10600123241;1
gtfs_tw_v5_KHH10600123321;1
gtfs_tw_v5_KHH10600125071;1
gtfs_tw_v5_KHH10600125121;1
gtfs_tw_v5_KHH10600125211;1
gtfs_tw_v5_KHH10600125241;1
gtfs_tw_v5_KHH10600125492;1
gtfs_tw_v5_KHH10600125622;1
gtfs_tw_v5_KHH10600125642;1
gtfs_tw_v5_KHH10600125752;1
gtfs_tw_v5_KHH10600125841;1
gtfs_tw_v5_KHH10600126522;1
gtfs_tw_v5_KHH10600126581;1
gtfs_tw_v5_KHH10600127001;1
gtfs_tw_v5_KHH10600127012;1
gtfs_tw_v5_KHH10600128522;1
gtfs_tw_v5_KHH10600128821;1
gtfs_tw_v5_KHH10600129861;1
gtfs_tw_v5_KHH10600129871;1
gtfs_tw_v5_KHH10600129911;1
gtfs_tw_v5_KHH10600130042;1
gtfs_tw_v5_KHH10600130172;1
gtfs_tw_v5_KHH10600139132;1
gtfs_tw_v5_KHH10600139332;1
gtfs_tw_v5_KHH10600139542;1
gtfs_tw_v5_KHH10600139632;1
gtfs_tw_v5_KHH10600140621;1
gtfs_tw_v5_KHH10600140651;1
gtfs_tw_v5_KHH10600140791;1
gtfs_tw_v5_KHH10600140831;1
gtfs_tw_v5_KHH10600143571;1
gtfs_tw_v5_KHH10600143572;1
gtfs_tw_v5_KHH10600159141;1
gtfs_tw_v5_KHH10600159171;1
gtfs_tw_v5_KHH10600159191;1
gtfs_tw_v5_KHH10600159212;1
gtfs_tw_v5_KHH10600159232;1
gtfs_tw_v5_KHH10600159242;1
gtfs_tw_v5_KHH10600164811;1
gtfs_tw_v5_KHH10600164872;1
gtfs_tw_v5_KHH10600178221;1
gtfs_tw_v5_KHH10600178622;1
gtfs_tw_v5_KHH10600192911;1
gtfs_tw_v5_KHH106021100991;1
gtfs_tw_v5_KHH106021119171;1
gtfs_tw_v5_KHH106021119191;1
gtfs_tw_v5_KHH106021120542;1
gtfs_tw_v5_KHH106021120761;1
gtfs_tw_v5_KHH106021121192;1
gtfs_tw_v5_KHH106021121281;1
gtfs_tw_v5_KHH106021121951;1
gtfs_tw_v5_KHH106021122091;1
gtfs_tw_v5_KHH106021123312;1
gtfs_tw_v5_KHH106021123721;1
gtfs_tw_v5_KHH106021124432;1
gtfs_tw_v5_KHH106021132431;1
gtfs_tw_v5_KHH106021132561;1
gtfs_tw_v5_KHH106021132602;1
gtfs_tw_v5_KHH106021132622;1
gtfs_tw_v5_KHH106021132752;1
gtfs_tw_v5_KHH106021132881;1
gtfs_tw_v5_KHH106021132961;1
gtfs_tw_v5_KHH106021132972;1
gtfs_tw_v5_KHH106021137731;1
gtfs_tw_v5_KHH106021137931;1
gtfs_tw_v5_KHH106021138411;1
gtfs_tw_v5_KHH106021138451;1
gtfs_tw_v5_KHH106021138501;1
gtfs_tw_v5_KHH106021138952;1
gtfs_tw_v5_KHH106021139041;1
gtfs_tw_v5_KHH106021139512;1
gtfs_tw_v5_KHH106021139711;1
gtfs_tw_v5_KHH106021139741;1
gtfs_tw_v5_KHH106021139852;1
gtfs_tw_v5_KHH106021140231;1
gtfs_tw_v5_KHH106021141512;1
gtfs_tw_v5_KHH106021146761;1
gtfs_tw_v5_KHH106021159251;1
gtfs_tw_v5_KHH106021159591;1
gtfs_tw_v5_KHH106021160342;1
gtfs_tw_v5_KHH106021160591;1
gtfs_tw_v5_KHH106021173521;1
gtfs_tw_v5_KHH106021173952;1
gtfs_tw_v5_KHH106021179611;1
gtfs_tw_v5_KHH106021182201;1
gtfs_tw_v5_KHH106021182432;1
gtfs_tw_v5_KHH106021183421;1
gtfs_tw_v5_KHH106021183611;1
gtfs_tw_v5_KHH106021184122;1
gtfs_tw_v5_KHH10602120621;1
gtfs_tw_v5_KHH10602122541;1
gtfs_tw_v5_KHH10602122552;1
gtfs_tw_v5_KHH10602124931;1
gtfs_tw_v5_KHH10602125081;1
gtfs_tw_v5_KHH10602125092;1
gtfs_tw_v5_KHH10602125101;1
gtfs_tw_v5_KHH10602125112;1
gtfs_tw_v5_KHH10602125792;1
gtfs_tw_v5_KHH10602129361;1
gtfs_tw_v5_KHH10602129392;1
gtfs_tw_v5_KHH10602131162;1
gtfs_tw_v5_KHH10602139661;1
gtfs_tw_v5_KHH10602139672;1
gtfs_tw_v5_KHH10602140561;1
gtfs_tw_v5_KHH10602140572;1
gtfs_tw_v5_KHH10602176131;1
gtfs_tw_v5_KHH10602176142;1
gtfs_tw_v5_KHH10602178881;1
gtfs_tw_v5_KHH10602180491;1
gtfs_tw_v5_KHH10602180712;1
gtfs_tw_v5_KHH10602180972;1
gtfs_tw_v5_KHH10602186101;1
gtfs_tw_v5_KHH1060218621;1
gtfs_tw_v5_KHH10602186572;1
gtfs_tw_v5_KHH1060218802;1
gtfs_tw_v5_KHH10602192381;1
gtfs_tw_v5_KHH10602193191;1
gtfs_tw_v5_KHH10602196722;1
gtfs_tw_v5_KHH10602197261;1
gtfs_tw_v5_KHH10602197392;1
gtfs_tw_v5_KHH10602197751;1
gtfs_tw_v5_KHH10602198571;1
gtfs_tw_v5_KHH106022119171;1
gtfs_tw_v5_KHH106022119191;1
gtfs_tw_v5_KHH106022119492;1
gtfs_tw_v5_KHH106022120542;1
gtfs_tw_v5_KHH106022120761;1
gtfs_tw_v5_KHH106022121192;1
gtfs_tw_v5_KHH106022121281;1
gtfs_tw_v5_KHH106022122091;1
gtfs_tw_v5_KHH106022123312;1
gtfs_tw_v5_KHH106022123721;1
gtfs_tw_v5_KHH106022124432;1
gtfs_tw_v5_KHH106022132431;1
gtfs_tw_v5_KHH106022132561;1
gtfs_tw_v5_KHH106022132602;1
gtfs_tw_v5_KHH106022132622;1
gtfs_tw_v5_KHH106022132752;1
gtfs_tw_v5_KHH106022132961;1
gtfs_tw_v5_KHH106022132972;1
gtfs_tw_v5_KHH106022137931;1
gtfs_tw_v5_KHH106022138451;1
gtfs_tw_v5_KHH106022138501;1
gtfs_tw_v5_KHH106022138952;1
gtfs_tw_v5_KHH106022139512;1
gtfs_tw_v5_KHH106022139741;1
gtfs_tw_v5_KHH106022139812;1
gtfs_tw_v5_KHH106022139852;1
gtfs_tw_v5_KHH106022140231;1
gtfs_tw_v5_KHH106022141512;1
gtfs_tw_v5_KHH106022141902;1
gtfs_tw_v5_KHH106022159342;1
gtfs_tw_v5_KHH106022159591;1
gtfs_tw_v5_KHH106022160342;1
gtfs_tw_v5_KHH106022173521;1
gtfs_tw_v5_KHH106022173952;1
gtfs_tw_v5_KHH106022179611;1
gtfs_tw_v5_KHH106022182201;1
gtfs_tw_v5_KHH106022182432;1
gtfs_tw_v5_KHH106022182962;1
gtfs_tw_v5_KHH106022183592;1
gtfs_tw_v5_KHH106022184122;1
gtfs_tw_v5_KHH10602220621;1
gtfs_tw_v5_KHH10602222541;1
gtfs_tw_v5_KHH10602222552;1
gtfs_tw_v5_KHH10602224931;1
gtfs_tw_v5_KHH10602225081;1
gtfs_tw_v5_KHH10602225092;1
gtfs_tw_v5_KHH10602225101;1
gtfs_tw_v5_KHH10602225112;1
gtfs_tw_v5_KHH10602225792;1
gtfs_tw_v5_KHH10602229361;1
gtfs_tw_v5_KHH10602229392;1
gtfs_tw_v5_KHH10602231162;1
gtfs_tw_v5_KHH1060223292;1
gtfs_tw_v5_KHH1060223312;1
gtfs_tw_v5_KHH1060223342;1
gtfs_tw_v5_KHH1060223352;1
gtfs_tw_v5_KHH1060223362;1
gtfs_tw_v5_KHH1060223372;1
gtfs_tw_v5_KHH1060223912;1
gtfs_tw_v5_KHH10602239661;1
gtfs_tw_v5_KHH10602239672;1
gtfs_tw_v5_KHH10602240561;1
gtfs_tw_v5_KHH10602240572;1
gtfs_tw_v5_KHH10602276131;1
gtfs_tw_v5_KHH10602276142;1
gtfs_tw_v5_KHH10602278881;1
gtfs_tw_v5_KHH10602280491;1
gtfs_tw_v5_KHH10602280712;1
gtfs_tw_v5_KHH10602280972;1
gtfs_tw_v5_KHH10602286101;1
gtfs_tw_v5_KHH1060228621;1
gtfs_tw_v5_KHH10602286572;1
gtfs_tw_v5_KHH1060228802;1
gtfs_tw_v5_KHH10602293191;1
gtfs_tw_v5_KHH10602296722;1
gtfs_tw_v5_KHH10602297261;1
gtfs_tw_v5_KHH10602297392;1
gtfs_tw_v5_KHH10602297672;1
gtfs_tw_v5_KHH10602298652;1
gtfs_tw_v5_KHH10631110082;1
gtfs_tw_v5_KHH106311120101;1
gtfs_tw_v5_KHH106311120171;1
gtfs_tw_v5_KHH106311120241;1
gtfs_tw_v5_KHH106311120301;1
gtfs_tw_v5_KHH106311138121;1
gtfs_tw_v5_KHH106311141391;1
gtfs_tw_v5_KHH106311141431;1
gtfs_tw_v5_KHH106311141671;1
gtfs_tw_v5_KHH106311141711;1
gtfs_tw_v5_KHH106311142911;1
gtfs_tw_v5_KHH10631114301;1
gtfs_tw_v5_KHH10631114341;1
gtfs_tw_v5_KHH106311143441;1
gtfs_tw_v5_KHH10631114461;1
gtfs_tw_v5_KHH10631114511;1
gtfs_tw_v5_KHH106311152381;1
gtfs_tw_v5_KHH106311152881;1
gtfs_tw_v5_KHH10631115342;1
gtfs_tw_v5_KHH106311153961;1
gtfs_tw_v5_KHH10631115881;1
gtfs_tw_v5_KHH10631116001;1
gtfs_tw_v5_KHH10631116451;1
gtfs_tw_v5_KHH10631116581;1
gtfs_tw_v5_KHH10631116641;1
gtfs_tw_v5_KHH10631116661;1
gtfs_tw_v5_KHH10631116712;1
gtfs_tw_v5_KHH10631116732;1
gtfs_tw_v5_KHH10631116862;1
gtfs_tw_v5_KHH10631116882;1
gtfs_tw_v5_KHH10631117462;1
gtfs_tw_v5_KHH10631117792;1
gtfs_tw_v5_KHH10631117862;1
gtfs_tw_v5_KHH10631117942;1
gtfs_tw_v5_KHH10631118112;1
gtfs_tw_v5_KHH10631118252;1
gtfs_tw_v5_KHH10631118282;1
gtfs_tw_v5_KHH10631118451;1
gtfs_tw_v5_KHH10631118891;1
gtfs_tw_v5_KHH10631118981;1
gtfs_tw_v5_KHH10631127622;1
gtfs_tw_v5_KHH10631141132;1
gtfs_tw_v5_KHH10631141212;1
gtfs_tw_v5_KHH10631141302;1
gtfs_tw_v5_KHH10631141332;1
gtfs_tw_v5_KHH10631144831;1
gtfs_tw_v5_KHH1063119492;1
gtfs_tw_v5_KHH1063119601;1
gtfs_tw_v5_KHH1063119721;1
gtfs_tw_v5_KHH107001121141;1
gtfs_tw_v5_KHH107001121211;1
gtfs_tw_v5_KHH107001121221;1
gtfs_tw_v5_KHH107001121231;1
gtfs_tw_v5_KHH107001121341;1
gtfs_tw_v5_KHH107001121361;1
gtfs_tw_v5_KHH107001121441;1
gtfs_tw_v5_KHH107001121451;1
gtfs_tw_v5_KHH107001121461;1
gtfs_tw_v5_KHH107001121481;1
gtfs_tw_v5_KHH107001121541;1
gtfs_tw_v5_KHH107001121562;1
gtfs_tw_v5_KHH107001121602;1
gtfs_tw_v5_KHH107001121652;1
gtfs_tw_v5_KHH107001121742;1
gtfs_tw_v5_KHH107001121752;1
gtfs_tw_v5_KHH107001121782;1
gtfs_tw_v5_KHH107001121822;1
gtfs_tw_v5_KHH107001121852;1
gtfs_tw_v5_KHH107001121872;1
gtfs_tw_v5_KHH107001121882;1
gtfs_tw_v5_KHH107001121892;1
gtfs_tw_v5_KHH107001121922;1
gtfs_tw_v5_KHH107001142961;1
gtfs_tw_v5_KHH107001144791;1
gtfs_tw_v5_KHH10700120731;1
gtfs_tw_v5_KHH10700120771;1
gtfs_tw_v5_KHH10700183591;1
gtfs_tw_v5_KHH10700197312;1
gtfs_tw_v5_KHH10700197342;1
gtfs_tw_v5_KHH10700197362;1
gtfs_tw_v5_KHH10700197382;1
gtfs_tw_v5_KHH10700197402;1
gtfs_tw_v5_KHH10700197412;1
gtfs_tw_v5_KHH10700197422;1
gtfs_tw_v5_KHH10700197452;1
gtfs_tw_v5_KHH10700197462;1
gtfs_tw_v5_KHH10700197492;1
gtfs_tw_v5_KHH10700197501;1
gtfs_tw_v5_KHH10700197561;1
gtfs_tw_v5_KHH10700197571;1
gtfs_tw_v5_KHH10700197611;1
gtfs_tw_v5_KHH10700197631;1
gtfs_tw_v5_KHH10700197661;1
gtfs_tw_v5_KHH10700197681;1
gtfs_tw_v5_KHH10700197711;1
gtfs_tw_v5_KHH10700197741;1
gtfs_tw_v5_KHH1080011002;1
gtfs_tw_v5_KHH108001112622;1
gtfs_tw_v5_KHH108001112642;1
gtfs_tw_v5_KHH108001159122;1
gtfs_tw_v5_KHH10800116022;1
gtfs_tw_v5_KHH108001170362;1
gtfs_tw_v5_KHH108001191232;1
gtfs_tw_v5_KHH108001191422;1
gtfs_tw_v5_KHH1080012822;1
gtfs_tw_v5_KHH10800128262;1
gtfs_tw_v5_KHH1080013032;1
gtfs_tw_v5_KHH10800139332;1
gtfs_tw_v5_KHH10800140622;1
gtfs_tw_v5_KHH10800144142;1
gtfs_tw_v5_KHH1080015592;1
gtfs_tw_v5_KHH1080015682;1
gtfs_tw_v5_KHH1080015862;1
gtfs_tw_v5_KHH10800163472;1
gtfs_tw_v5_KHH10800163482;1
gtfs_tw_v5_KHH10800163502;1
gtfs_tw_v5_KHH10800163512;1
gtfs_tw_v5_KHH10800163522;1
gtfs_tw_v5_KHH10800163532;1
gtfs_tw_v5_KHH10800163542;1
gtfs_tw_v5_KHH10800163552;1
gtfs_tw_v5_KHH10800163562;1
gtfs_tw_v5_KHH10800163572;1
gtfs_tw_v5_KHH10800163582;1
gtfs_tw_v5_KHH10800163592;1
gtfs_tw_v5_KHH10800163602;1
gtfs_tw_v5_KHH10800163612;1
gtfs_tw_v5_KHH10800163622;1
gtfs_tw_v5_KHH10800163632;1
gtfs_tw_v5_KHH10800163662;1
gtfs_tw_v5_KHH10800163672;1
gtfs_tw_v5_KHH10800163682;1
gtfs_tw_v5_KHH10800163692;1
gtfs_tw_v5_KHH10800163702;1
gtfs_tw_v5_KHH10800163712;1
