pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
car interaction---car interaction	39	24	10	7	1	1	0	0	0	0	0	0	0
car interaction---education	11	0	0	0	0	0	1	0	0	0	0	0	1
car interaction---home	24	0	1	0	0	0	1	0	0	0	0	0	0
car interaction---leisure	13	0	0	2	0	0	0	0	0	0	0	0	0
car interaction---shop	12	0	0	0	0	0	1	0	0	0	0	0	1
car interaction---work	13	0	0	0	0	0	0	0	0	0	0	0	1
education---car interaction	13	0	0	0	0	0	0	0	0	0	0	0	1
education---home	2	0	0	0	0	0	0	0	0	0	0	0	1
education---leisure	0	0	0	0	0	0	0	0	0	0	0	0	1
education---motorcycle interaction	6	0	0	0	0	0	0	0	0	0	0	0	0
education---pt interaction	16	3	0	0	0	0	0	0	0	0	0	0	0
education---work	1	0	0	0	0	0	0	0	0	0	1	0	4
home---car interaction	22	0	1	0	0	0	2	0	0	0	0	0	1
home---education	1	0	0	0	0	0	0	0	0	0	0	0	2
home---leisure	3	0	0	0	0	0	1	0	1	0	1	1	2
home---motorcycle interaction	16	0	1	0	0	2	2	0	0	0	0	0	6
home---pt interaction	39	5	1	0	0	0	0	0	0	0	0	0	0
home---shop	1	0	1	0	0	0	0	0	0	0	0	0	2
home---work	0	0	0	0	0	0	4	2	0	0	0	0	0
leisure---car interaction	15	0	0	2	0	0	0	0	0	0	0	0	1
leisure---education	0	0	0	0	0	0	1	0	0	0	0	0	0
leisure---home	0	0	0	2	0	1	0	0	0	1	0	0	0
leisure---motorcycle interaction	14	0	0	1	0	0	1	0	0	0	0	0	2
leisure---pt interaction	16	5	1	0	0	0	0	0	0	0	0	0	0
leisure---shop	2	0	0	0	1	0	0	0	0	0	0	0	2
leisure---work	0	0	0	2	1	0	1	0	0	0	1	0	2
motorcycle interaction---education	6	0	0	0	0	0	0	0	0	0	0	0	0
motorcycle interaction---home	14	0	1	0	0	2	2	0	0	0	0	0	4
motorcycle interaction---leisure	14	0	0	1	0	0	1	0	0	0	0	0	2
motorcycle interaction---motorcycle interaction	13	38	15	8	3	0	0	0	0	0	0	0	0
motorcycle interaction---shop	8	0	0	0	0	0	1	0	0	0	0	0	1
motorcycle interaction---work	17	2	0	0	0	0	1	0	0	0	0	0	0
pt interaction---education	18	2	2	0	0	0	0	0	0	0	0	0	0
pt interaction---home	36	5	1	0	0	0	0	0	0	0	0	0	0
pt interaction---leisure	17	5	2	1	0	0	0	0	0	0	0	0	0
pt interaction---pt interaction	31	49	94	22	11	12	5	1	4	2	1	0	0
pt interaction---shop	19	2	3	0	0	0	0	0	0	0	0	0	0
pt interaction---work	19	4	1	1	0	0	0	0	0	0	0	0	0
shop---car interaction	13	0	0	0	0	0	1	0	0	0	0	0	0
shop---education	0	0	0	0	0	0	0	0	0	0	0	0	3
shop---home	1	0	0	1	1	0	0	0	0	0	0	0	2
shop---leisure	1	0	0	1	0	0	0	1	0	0	0	1	0
shop---motorcycle interaction	8	0	0	0	0	0	1	0	0	0	0	0	1
shop---pt interaction	20	3	3	0	0	0	0	0	0	0	0	0	0
shop---work	0	0	0	0	0	1	0	0	0	0	0	0	0
work---car interaction	13	0	0	0	0	0	0	0	0	0	0	0	1
work---education	0	0	0	0	0	0	0	0	0	0	0	0	1
work---home	0	0	0	0	0	3	1	2	0	0	0	0	3
work---leisure	0	0	0	0	2	0	0	0	0	0	0	0	1
work---motorcycle interaction	17	2	0	0	0	0	1	0	0	0	0	0	0
work---pt interaction	22	4	0	0	0	0	0	0	0	0	0	0	0
work---shop	2	1	0	1	0	0	0	0	0	1	0	0	1

average leg duration: 714.4944134078212 seconds = 00:11:54
