iteration;BEGIN iteration;BEGIN iterationStartsListeners;END iterationStartsListeners;BEGIN replanning;END replanning;BEGIN beforeMobsimListeners;BEGIN dump all plans;END dump all plans;END beforeMobsimListeners;BEGIN prepareForMobsim;END prepareForMobsim;BEGIN mobsim;END mobsim;BEGIN afterMobsimListeners;END afterMobsimListeners;BEGIN scoring;END scoring;BEGIN iterationEndsListeners;END iterationEndsListeners;END iteration;;iterationStartsListeners;replanning;dump all plans;beforeMobsimListeners;prepareForMobsim;mobsim;afterMobsimListeners;scoring;iterationEndsListeners;iteration
0;15:46:12;15:46:12;15:46:12;;;15:46:12;15:46:12;15:46:12;15:46:12;15:46:12;15:46:12;15:46:12;15:46:21;15:46:21;15:46:21;15:46:21;15:46:21;15:46:21;15:46:23;15:46:23;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:08;00:00:00;00:00:00;00:00:02;00:00:11
1;15:46:23;15:46:23;15:46:23;15:46:23;15:46:23;15:46:23;15:46:23;15:46:23;15:46:23;15:46:23;15:46:24;15:46:24;15:46:30;15:46:30;15:46:30;15:46:30;15:46:30;15:46:30;15:46:31;15:46:31;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:06;00:00:00;00:00:00;00:00:01;00:00:07
2;15:46:31;15:46:31;15:46:31;15:46:31;15:46:31;15:46:31;;;15:46:31;15:46:31;15:46:32;15:46:32;15:46:38;15:46:38;15:46:38;15:46:38;15:46:38;15:46:38;15:46:39;15:46:39;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:06;00:00:00;00:00:00;00:00:00;00:00:07
3;15:46:39;15:46:39;15:46:39;15:46:39;15:46:39;15:46:39;;;15:46:39;15:46:39;15:46:39;15:46:39;15:46:46;15:46:46;15:46:46;15:46:46;15:46:46;15:46:46;15:46:47;15:46:47;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:06;00:00:00;00:00:00;00:00:01;00:00:08
4;15:46:47;15:46:47;15:46:47;15:46:47;15:46:47;15:46:47;;;15:46:47;15:46:47;15:46:47;15:46:47;15:46:53;15:46:53;15:46:53;15:46:53;15:46:53;15:46:53;15:46:54;15:46:54;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:05;00:00:00;00:00:00;00:00:01;00:00:07
5;15:46:54;15:46:54;15:46:54;15:46:54;15:46:54;15:46:54;;;15:46:55;15:46:55;15:46:55;15:46:55;15:47:01;15:47:01;15:47:01;15:47:01;15:47:01;15:47:01;15:47:02;15:47:02;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:06;00:00:00;00:00:00;00:00:01;00:00:07
