pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
car interaction---car interaction	26	36	15	11	5	0	0	0	0	0	0	0	0
car interaction---education	11	0	0	0	0	0	0	0	0	0	0	0	1
car interaction---home	24	0	0	0	0	0	3	0	0	0	0	0	2
car interaction---leisure	14	0	0	1	0	0	2	0	0	0	0	0	1
car interaction---shop	16	0	0	0	0	0	2	0	0	0	0	0	3
car interaction---work	12	0	0	0	0	0	1	0	0	0	0	0	0
education---car interaction	12	0	0	0	0	0	0	0	0	0	0	0	1
education---home	1	0	0	0	0	0	1	0	0	0	0	0	2
education---motorcycle interaction	6	0	0	0	0	0	1	0	0	0	0	0	0
education---pt interaction	15	2	3	0	0	0	0	0	0	0	0	0	0
education---shop	0	0	0	0	0	0	1	0	1	0	0	0	1
education---work	2	0	0	0	0	0	0	0	1	0	0	0	1
home---car interaction	25	0	0	0	0	0	3	0	0	0	0	0	2
home---education	2	1	0	1	0	0	0	0	0	0	0	0	1
home---leisure	3	0	0	0	0	1	0	0	1	0	0	0	2
home---motorcycle interaction	14	0	2	0	0	1	1	0	0	0	0	0	3
home---pt interaction	36	5	1	0	0	0	0	1	0	0	0	0	0
home---shop	0	0	0	0	1	0	0	0	0	0	0	0	3
home---work	0	0	0	0	0	1	2	1	0	0	1	1	4
leisure---car interaction	15	0	0	1	0	0	2	0	0	0	0	0	2
leisure---education	0	0	0	0	0	0	0	0	0	0	1	0	1
leisure---home	0	0	0	2	1	0	0	0	1	1	0	0	3
leisure---motorcycle interaction	15	0	0	2	0	0	0	0	0	0	0	0	1
leisure---pt interaction	19	3	4	0	0	0	0	0	0	0	0	0	0
leisure---shop	2	0	0	0	1	0	0	0	0	0	0	0	0
leisure---work	0	0	0	0	0	0	1	0	0	0	0	0	0
motorcycle interaction---education	5	0	0	0	0	0	0	0	0	0	0	0	0
motorcycle interaction---home	12	0	2	0	0	1	2	0	0	0	0	0	3
motorcycle interaction---leisure	14	0	0	2	0	0	0	0	0	0	0	0	1
motorcycle interaction---motorcycle interaction	24	21	9	12	1	0	0	0	0	0	0	0	0
motorcycle interaction---shop	7	0	0	0	0	0	1	0	0	0	0	0	0
motorcycle interaction---work	14	1	0	0	0	0	0	0	0	0	0	0	2
pt interaction---education	19	3	1	0	0	0	0	0	0	0	0	0	0
pt interaction---home	32	6	2	0	0	0	0	1	0	0	0	0	0
pt interaction---leisure	20	4	2	1	0	0	0	0	0	0	0	0	0
pt interaction---pt interaction	39	52	83	12	11	11	8	4	4	1	1	0	0
pt interaction---shop	20	3	2	0	0	0	0	0	0	0	0	0	0
pt interaction---work	25	3	3	1	0	0	0	0	0	0	0	0	0
shop---car interaction	18	0	0	0	0	0	2	0	0	0	0	0	2
shop---education	1	0	0	0	0	0	0	0	0	0	0	0	2
shop---home	0	0	0	1	0	1	0	0	0	0	0	0	2
shop---leisure	1	0	0	0	0	0	0	1	0	0	0	0	0
shop---motorcycle interaction	6	0	0	0	0	0	1	0	0	0	0	0	0
shop---pt interaction	19	6	3	0	0	0	0	0	0	0	0	0	0
work---car interaction	13	0	0	0	0	0	1	0	0	0	0	0	0
work---education	0	0	0	0	0	0	0	0	0	0	0	0	1
work---home	0	0	0	0	0	1	1	0	0	1	1	0	1
work---leisure	0	0	1	0	2	0	1	0	0	0	1	0	2
work---motorcycle interaction	14	1	0	0	0	0	0	0	0	0	0	0	2
work---pt interaction	28	3	0	0	0	0	0	0	0	0	0	0	0
work---shop	1	1	0	0	0	0	0	0	0	0	0	0	0

average leg duration: 698.5552486187845 seconds = 00:11:38
