pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
car interaction---car interaction	39	33	15	9	3	1	0	0	0	0	0	0	0
car interaction---education	17	0	0	0	0	0	0	0	0	0	0	0	1
car interaction---home	24	0	1	0	0	0	0	0	0	0	0	0	5
car interaction---leisure	14	0	0	1	0	0	1	0	0	0	0	0	2
car interaction---shop	19	0	0	0	0	0	1	0	0	0	0	0	0
car interaction---work	13	0	0	0	0	0	1	0	0	0	0	0	0
education---car interaction	17	0	0	0	0	0	0	0	0	0	0	0	1
education---home	2	0	0	0	0	0	1	1	0	0	1	0	2
education---leisure	0	0	0	0	0	0	0	0	0	0	0	0	1
education---motorcycle interaction	8	0	0	0	0	0	1	0	0	0	0	0	0
education---pt interaction	12	1	0	0	0	0	0	0	0	0	0	0	0
education---shop	0	0	0	0	0	0	0	0	0	0	1	0	0
education---work	1	0	0	0	0	0	0	0	0	0	0	0	1
home---car interaction	30	0	1	0	0	0	0	0	0	0	0	0	5
home---education	1	0	0	0	0	0	0	0	0	0	0	0	3
home---leisure	3	0	0	0	0	1	1	0	1	0	0	1	2
home---motorcycle interaction	15	0	1	0	0	0	3	0	0	0	0	0	1
home---pt interaction	33	3	3	0	0	0	0	2	0	0	0	0	0
home---shop	1	0	1	0	1	0	0	0	0	0	0	1	2
home---work	0	0	0	0	0	0	0	0	0	0	0	1	3
leisure---car interaction	13	0	0	1	0	0	1	0	0	0	0	0	2
leisure---education	0	0	0	0	0	0	0	0	0	0	1	0	1
leisure---home	0	0	0	2	0	0	0	0	1	0	0	0	2
leisure---motorcycle interaction	14	0	0	2	0	0	0	0	0	0	0	0	1
leisure---pt interaction	19	4	2	0	0	0	0	0	0	0	0	0	0
leisure---shop	2	0	0	0	1	0	0	0	0	0	0	0	2
leisure---work	0	0	0	2	0	0	0	0	0	0	1	0	0
motorcycle interaction---education	7	0	0	0	0	0	0	0	0	0	0	0	0
motorcycle interaction---home	17	0	1	0	0	0	4	0	0	0	0	0	1
motorcycle interaction---leisure	13	0	0	2	0	0	0	0	0	0	0	0	1
motorcycle interaction---motorcycle interaction	25	25	7	12	1	0	0	0	0	0	0	0	0
motorcycle interaction---shop	4	0	0	0	0	0	1	0	0	0	0	0	3
motorcycle interaction---work	16	0	0	0	0	0	0	0	0	0	0	0	0
pt interaction---education	15	1	0	0	0	0	0	0	0	0	0	0	0
pt interaction---home	30	5	2	0	0	0	0	2	0	0	0	0	0
pt interaction---leisure	17	5	2	0	0	0	0	0	0	0	0	0	0
pt interaction---pt interaction	27	51	90	17	10	11	6	9	3	1	0	0	0
pt interaction---shop	18	5	1	0	0	0	0	0	0	0	0	0	0
pt interaction---work	24	12	0	2	0	0	0	0	0	0	0	0	0
shop---car interaction	20	0	0	0	0	0	1	0	0	0	0	0	0
shop---education	0	0	0	1	0	0	0	0	0	0	0	0	2
shop---home	0	0	0	0	0	1	0	0	0	0	0	0	2
shop---leisure	1	0	0	0	0	0	0	0	0	1	0	0	1
shop---motorcycle interaction	5	0	0	0	0	0	1	0	0	0	0	0	3
shop---pt interaction	19	6	2	0	0	0	0	0	0	0	0	0	0
shop---work	0	0	0	0	0	1	0	0	0	0	0	0	0
work---car interaction	14	0	0	0	0	0	1	0	0	0	0	0	0
work---education	0	0	0	0	0	0	0	0	0	0	0	1	0
work---home	0	1	0	0	0	1	0	1	1	0	0	0	1
work---leisure	0	0	1	0	0	0	1	0	0	0	0	0	1
work---motorcycle interaction	16	0	0	0	0	0	0	0	0	0	0	0	0
work---pt interaction	24	11	0	0	0	0	0	0	0	0	0	0	0
work---shop	1	1	0	0	0	1	0	0	0	0	0	0	0

average leg duration: 693.9434306569343 seconds = 00:11:33
