stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
G09O05_Exit 7,G09O05,7,松山新店線/中和新蘆線,25.02742,121.521937,,,2,041,Asia/Taipei,0,
G09O05_Exit 8,G09O05,8,松山新店線/中和新蘆線,25.027056,121.521894,,,2,041,Asia/Taipei,0,
G09O05_Exit 9,G09O05,9,松山新店線/中和新蘆線,25.026798,121.522404,,,2,041,Asia/Taipei,0,
042,G10R08,中正紀念堂,松山新店線/淡水信義線,25.032767,121.518273,,,1,,Asia/Taipei,1,
G10_UP,G10,中正紀念堂-上行月臺(松山新店線),松山新店線,25.032767,121.518273,,,0,042,Asia/Taipei,1,二
G10_DN,G10,中正紀念堂-下行月臺(松山新店線),松山新店線,25.032767,121.518273,,,0,042,Asia/Taipei,1,四
R08_UP,R08,中正紀念堂-上行月臺(淡水信義線),淡水信義線,25.032767,121.518273,,,0,042,Asia/Taipei,1,一
R08_DN,R08,中正紀念堂-下行月臺(淡水信義線),淡水信義線,25.032767,121.518273,,,0,042,Asia/Taipei,1,三
G10R08_Exit 1,G10R08,1,松山新店線/淡水信義線,25.033034,121.517764,,,2,042,Asia/Taipei,1,
G10R08_Exit 2,G10R08,2,松山新店線/淡水信義線,25.032406,121.518261,,,2,042,Asia/Taipei,0,
G10R08_Exit 3,G10R08,3,松山新店線/淡水信義線,25.032281,121.519,,,2,042,Asia/Taipei,0,
G10R08_Exit 4,G10R08,4,松山新店線/淡水信義線,25.033525,121.51796,,,2,042,Asia/Taipei,0,
G10R08_Exit 5,G10R08,5,松山新店線/淡水信義線,25.035148,121.517109,,,2,042,Asia/Taipei,1,
G10R08_Exit 6,G10R08,6,松山新店線/淡水信義線,25.03588,121.516543,,,2,042,Asia/Taipei,0,
G10R08_Exit 7,G10R08,7,松山新店線/淡水信義線,25.034565,121.515983,,,2,042,Asia/Taipei,0,
043,G11,小南門,松山新店線,25.035585,121.51088,,,1,,Asia/Taipei,1,
G11_UP,G11,小南門-上行月臺(松山新店線),松山新店線,25.035585,121.51088,,,0,043,Asia/Taipei,1,一
G11_DN,G11,小南門-下行月臺(松山新店線),松山新店線,25.035585,121.51088,,,0,043,Asia/Taipei,1,二
G11_Exit 1,G11,1,松山新店線,25.036434,121.509752,,,2,043,Asia/Taipei,0,
G11_Exit 2,G11,2,松山新店線,25.035736,121.509865,,,2,043,Asia/Taipei,0,
G11_Exit 3,G11,3,松山新店線,25.035309,121.510988,,,2,043,Asia/Taipei,1,
G11_Exit 4,G11,4,松山新店線,25.035226,121.511455,,,2,043,Asia/Taipei,0,
105,G13,北門,松山新店線,25.049554,121.510184,,,1,,Asia/Taipei,1,
G13_UP,G13,北門-上行月臺(松山新店線),松山新店線,25.049554,121.510184,,,0,105,Asia/Taipei,1,一
G13_DN,G13,北門-下行月臺(松山新店線),松山新店線,25.049554,121.510184,,,0,105,Asia/Taipei,1,二
G13_Exit 1,G13,1,松山新店線,25.048737,121.509862,,,2,105,Asia/Taipei,0,
G13_Exit 2,G13,2,松山新店線,25.049583,121.510506,,,2,105,Asia/Taipei,1,
G13_Exit 3,G13,3,松山新店線,25.049943,121.510227,,,2,105,Asia/Taipei,1,
053,R11G14,中山,松山新店線/淡水信義線,25.052621,121.520364,,,1,,Asia/Taipei,1,
G14_UP,G14,中山-上行月臺(松山新店線),松山新店線,25.052621,121.520364,,,0,053,Asia/Taipei,1,三
G14_DN,G14,中山-下行月臺(松山新店線),松山新店線,25.052621,121.520364,,,0,053,Asia/Taipei,1,四
R11_UP,R11,中山-上行月臺(淡水信義線),淡水信義線,25.052621,121.520364,,,0,053,Asia/Taipei,1,一
R11_DN,R11,中山-下行月臺(淡水信義線),淡水信義線,25.052621,121.520364,,,0,053,Asia/Taipei,1,二
R11G14_Exit 1,R11G14,1,松山新店線/淡水信義線,25.052414,121.520303,,,2,053,Asia/Taipei,0,
R11G14_Exit 2,R11G14,2,松山新店線/淡水信義線,25.052382,121.521063,,,2,053,Asia/Taipei,0,
R11G14_Exit 3,R11G14,3,松山新店線/淡水信義線,25.052611,121.521154,,,2,053,Asia/Taipei,0,
R11G14_Exit 4,R11G14,4,松山新店線/淡水信義線,25.052858,121.520306,,,2,053,Asia/Taipei,1,
R11G14_Exit 5,R11G14,5,松山新店線/淡水信義線,25.053037,121.519329,,,2,053,Asia/Taipei,1,
R11G14_Exit 6,R11G14,6,松山新店線/淡水信義線,25.052833,121.519007,,,2,053,Asia/Taipei,1,
132,G15O08,松江南京,松山新店線/中和新蘆線,25.052693,121.53285,,,1,,Asia/Taipei,1,
G15_UP,G15,松江南京-上行月臺(松山新店線),松山新店線,25.052693,121.53285,,,0,132,Asia/Taipei,1,一
G15_DN,G15,松江南京-下行月臺(松山新店線),松山新店線,25.052693,121.53285,,,0,132,Asia/Taipei,1,二
O08_UP,O08,松江南京-上行月臺(中和新蘆線),中和新蘆線,25.052693,121.53285,,,0,132,Asia/Taipei,1,一
O08_DN,O08,松江南京-下行月臺(中和新蘆線),中和新蘆線,25.052693,121.53285,,,0,132,Asia/Taipei,1,二
G15O08_Exit 1,G15O08,1,松山新店線/中和新蘆線,25.051842,121.532388,,,2,132,Asia/Taipei,1,
G15O08_Exit 2,G15O08,2,松山新店線/中和新蘆線,25.051342,121.532875,,,2,132,Asia/Taipei,1,
G15O08_Exit 3,G15O08,3,松山新店線/中和新蘆線,25.051085,121.53287,,,2,132,Asia/Taipei,0,
G15O08_Exit 4,G15O08,4,松山新店線/中和新蘆線,25.051624,121.53324,,,2,132,Asia/Taipei,0,
G15O08_Exit 5,G15O08,5,松山新店線/中和新蘆線,25.051882,121.534081,,,2,132,Asia/Taipei,0,
G15O08_Exit 6,G15O08,6,松山新店線/中和新蘆線,25.052095,121.533727,,,2,132,Asia/Taipei,0,
G15O08_Exit 7,G15O08,7,松山新店線/中和新蘆線,25.05247,121.533195,,,2,132,Asia/Taipei,1,
G15O08_Exit 8,G15O08,8,松山新店線/中和新蘆線,25.05257,121.532826,,,2,132,Asia/Taipei,0,
009,BR11G16,南京復興,文湖線/松山新店線,25.052044,121.544303,,,1,,Asia/Taipei,1,
G16_UP,G16,南京復興-上行月臺(松山新店線),松山新店線,25.052044,121.544303,,,0,009,Asia/Taipei,1,一
G16_DN,G16,南京復興-下行月臺(松山新店線),松山新店線,25.052044,121.544303,,,0,009,Asia/Taipei,1,二
BR11_UP,BR11,南京復興-上行月臺(文湖線),文湖線,25.052044,121.544303,,,0,009,Asia/Taipei,1,一
BR11_DN,BR11,南京復興-下行月臺(文湖線),文湖線,25.052044,121.544303,,,0,009,Asia/Taipei,1,二
BR11G16 _Exit 1,BR11G16,1,文湖線/松山新店線,25.052625,121.542121,,,2,009,Asia/Taipei,1,
BR11G16 _Exit 2,BR11G16,2,文湖線/松山新店線,25.051748,121.541863,,,2,009,Asia/Taipei,1,
BR11G16 _Exit 3,BR11G16,3,文湖線/松山新店線,25.051719,121.543237,,,2,009,Asia/Taipei,0,
BR11G16 _Exit 4,BR11G16,4,文湖線/松山新店線,25.051719,121.543237,,,2,009,Asia/Taipei,0,
BR11G16 _Exit 5,BR11G16,5,文湖線/松山新店線,25.051727,121.544338,,,2,009,Asia/Taipei,0,
BR11G16 _Exit 6,BR11G16,6,文湖線/松山新店線,25.052057,121.544908,,,2,009,Asia/Taipei,0,
BR11G16 _Exit 7,BR11G16,7,文湖線/松山新店線,25.052329,121.54447,,,2,009,Asia/Taipei,1,
BR11G16 _Exit 8,BR11G16,8,文湖線/松山新店線,25.052018,121.543819,,,2,009,Asia/Taipei,0,
109,G17,台北小巨蛋,松山新店線,25.05152,121.552549,,,1,,Asia/Taipei,1,
G17_UP,G17,台北小巨蛋-上行月臺(松山新店線),松山新店線,25.05152,121.552549,,,0,109,Asia/Taipei,1,一
G17_DN,G17,台北小巨蛋-下行月臺(松山新店線),松山新店線,25.05152,121.552549,,,0,109,Asia/Taipei,1,二
G17_Exit 1,G17,1,松山新店線,25.051836,121.55153,,,2,109,Asia/Taipei,1,
G17_Exit 2,G17,2,松山新店線,25.051571,121.550715,,,2,109,Asia/Taipei,1,
G17_Exit 3,G17,3,松山新店線,25.05152,121.552549,,,2,109,Asia/Taipei,1,
G17_Exit 4,G17,4,松山新店線,25.051534,121.552898,,,2,109,Asia/Taipei,0,
G17_Exit 5,G17,5,松山新店線,25.051838,121.552069,,,2,109,Asia/Taipei,0,
110,G18,南京三民,松山新店線,25.051588,121.56471,,,1,,Asia/Taipei,1,
G18_UP,G18,南京三民-上行月臺(松山新店線),松山新店線,25.051588,121.56471,,,0,110,Asia/Taipei,1,一
G18_DN,G18,南京三民-下行月臺(松山新店線),松山新店線,25.051588,121.56471,,,0,110,Asia/Taipei,1,二
G18_Exit 1,G18,1,松山新店線,25.051517,121.563643,,,2,110,Asia/Taipei,1,
G18_Exit 2,G18,2,松山新店線,25.051215,121.563073,,,2,110,Asia/Taipei,1,
G18_Exit 3,G18,3,松山新店線,25.051328,121.564595,,,2,110,Asia/Taipei,0,
G18_Exit 4,G18,4,松山新店線,25.051588,121.56471,,,2,110,Asia/Taipei,0,
111,G19,松山,松山新店線,25.050118,121.577706,,,1,,Asia/Taipei,1,
G19_UP,G19,松山-上行月臺(松山新店線),松山新店線,25.050118,121.577706,,,0,111,Asia/Taipei,1,一
G19_DN,G19,松山-下行月臺(松山新店線),松山新店線,25.050118,121.577706,,,0,111,Asia/Taipei,1,二
G19_Exit 1,G19,1,松山新店線,25.050171,121.577022,,,2,111,Asia/Taipei,0,
G19_Exit 2,G19,2,松山新店線,25.050171,121.576244,,,2,111,Asia/Taipei,0,
G19_Exit 3,G19,3,松山新店線,25.049799,121.577464,,,2,111,Asia/Taipei,1,
G19_Exit 4,G19,4,松山新店線,25.049799,121.577971,,,2,111,Asia/Taipei,0,
G19_Exit 5,G19,5,松山新店線,25.050557,121.57813,,,2,111,Asia/Taipei,1,
048,O01,南勢角,中和新蘆線,24.990065,121.509237,,,1,,Asia/Taipei,1,
O01_UP,O01,南勢角-上行月臺(中和新蘆線),中和新蘆線,24.990065,121.509237,,,0,048,Asia/Taipei,1,一
O01_DN,O01,南勢角-下行月臺(中和新蘆線),中和新蘆線,24.990065,121.509237,,,0,048,Asia/Taipei,1,二
O01_Exit 1,O01,1,中和新蘆線,24.990016,121.508639,,,2,048,Asia/Taipei,0,
O01_Exit 2,O01,2,中和新蘆線,24.989919,121.508853,,,2,048,Asia/Taipei,0,
O01_Exit 3,O01,3,中和新蘆線,24.989651,121.509395,,,2,048,Asia/Taipei,1,
O01_Exit 4,O01,4,中和新蘆線,24.989486,121.509776,,,2,048,Asia/Taipei,0,
047,Y11O02,景安,環狀線/中和新蘆線,24.99392,121.505114,,,1,,Asia/Taipei,1,
O02_UP,O02,景安-上行月臺(中和新蘆線),中和新蘆線,24.99392,121.505114,,,0,047,Asia/Taipei,1,一
O02_DN,O02,景安-下行月臺(中和新蘆線),中和新蘆線,24.99392,121.505114,,,0,047,Asia/Taipei,1,二
Y11O02_Single Exit,Y11O02,單一,環狀線/中和新蘆線,24.993731,121.504632,,,2,047,Asia/Taipei,1,
046,O03,永安市場,中和新蘆線,25.002895,121.511225,,,1,,Asia/Taipei,1,
O03_UP,O03,永安市場-上行月臺(中和新蘆線),中和新蘆線,25.002895,121.511225,,,0,046,Asia/Taipei,1,一
O03_DN,O03,永安市場-下行月臺(中和新蘆線),中和新蘆線,25.002895,121.511225,,,0,046,Asia/Taipei,1,二
O03_Single Exit,O03,單一,中和新蘆線,25.002375,121.510962,,,2,046,Asia/Taipei,1,
045,O04,頂溪,中和新蘆線,25.013858,121.515462,,,1,,Asia/Taipei,1,
O04_UP,O04,頂溪-上行月臺(中和新蘆線),中和新蘆線,25.013858,121.515462,,,0,045,Asia/Taipei,1,一
O04_DN,O04,頂溪-下行月臺(中和新蘆線),中和新蘆線,25.013858,121.515462,,,0,045,Asia/Taipei,1,二
O04_Exit 1,O04,1,中和新蘆線,25.012895,121.515414,,,2,045,Asia/Taipei,1,
O04_Exit 2,O04,2,中和新蘆線,25.014222,121.515446,,,2,045,Asia/Taipei,0,
134,R07O06,東門,淡水信義線/中和新蘆線,25.033894,121.528766,,,1,,Asia/Taipei,1,
O06_UP,O06,東門-上行月臺(中和新蘆線),中和新蘆線,25.033894,121.528766,,,0,134,Asia/Taipei,1,一
O06_DN,O06,東門-下行月臺(中和新蘆線),中和新蘆線,25.033894,121.528766,,,0,134,Asia/Taipei,1,三
R07_UP,R07,東門-上行月臺(淡水信義線),淡水信義線,25.033894,121.528766,,,0,134,Asia/Taipei,1,二
R07_DN,R07,東門-下行月臺(淡水信義線),淡水信義線,25.033894,121.528766,,,0,134,Asia/Taipei,1,四
R07O06_Exit 1,R07O06,1,淡水信義線/中和新蘆線,25.034157,121.527994,,,2,134,Asia/Taipei,0,
R07O06_Exit 2,R07O06,2,淡水信義線/中和新蘆線,25.03422,121.527565,,,2,134,Asia/Taipei,0,
R07O06_Exit 3,R07O06,3,淡水信義線/中和新蘆線,25.033676,121.527854,,,2,134,Asia/Taipei,0,
R07O06_Exit 4,R07O06,4,淡水信義線/中和新蘆線,25.033646,121.528879,,,2,134,Asia/Taipei,0,
R07O06_Exit 5,R07O06,5,淡水信義線/中和新蘆線,25.033564,121.529506,,,2,134,Asia/Taipei,0,
R07O06_Exit 6,R07O06,6,淡水信義線/中和新蘆線,25.033924,121.529957,,,2,134,Asia/Taipei,0,
R07O06_Exit 7,R07O06,7,淡水信義線/中和新蘆線,25.033962,121.529678,,,2,134,Asia/Taipei,0,
R07O06_Exit 8,R07O06,8,淡水信義線/中和新蘆線,25.034074,121.528965,,,2,134,Asia/Taipei,1,
131,O09,行天宮,中和新蘆線,25.05924,121.53315,,,1,,Asia/Taipei,1,
O09_UP,O09,行天宮-上行月臺(中和新蘆線),中和新蘆線,25.05924,121.53315,,,0,131,Asia/Taipei,1,一
O09_DN,O09,行天宮-下行月臺(中和新蘆線),中和新蘆線,25.05924,121.53315,,,0,131,Asia/Taipei,1,二
O09_Exit 1,O09,1,中和新蘆線,25.058316,121.533004,,,2,131,Asia/Taipei,0,
O09_Exit 2,O09,2,中和新蘆線,25.058792,121.533342,,,2,131,Asia/Taipei,1,
O09_Exit 3,O09,3,中和新蘆線,25.059868,121.533393,,,2,131,Asia/Taipei,0,
O09_Exit 4,O09,4,中和新蘆線,25.060365,121.532991,,,2,131,Asia/Taipei,0,
130,O10,中山國小,中和新蘆線,25.062665,121.526609,,,1,,Asia/Taipei,1,
O10_UP,O10,中山國小-上行月臺(中和新蘆線),中和新蘆線,25.062665,121.526609,,,0,130,Asia/Taipei,1,一
O10_DN,O10,中山國小-下行月臺(中和新蘆線),中和新蘆線,25.062665,121.526609,,,0,130,Asia/Taipei,1,二
O10_Exit 1,O10,1,中和新蘆線,25.06284,121.526095,,,2,130,Asia/Taipei,0,
O10_Exit 2,O10,2,中和新蘆線,25.062461,121.526148,,,2,130,Asia/Taipei,0,
O10_Exit 3,O10,3,中和新蘆線,25.062476,121.527114,,,2,130,Asia/Taipei,0,
O10_Exit 4,O10,4,中和新蘆線,25.062835,121.526835,,,2,130,Asia/Taipei,1,
055,R13O11,民權西路,淡水信義線/中和新蘆線,25.06235,121.519585,,,1,,Asia/Taipei,1,
O11_UP,O11,民權西路-上行月臺(中和新蘆線),中和新蘆線,25.06235,121.519585,,,0,055,Asia/Taipei,1,三
O11_DN,O11,民權西路-下行月臺(中和新蘆線),中和新蘆線,25.06235,121.519585,,,0,055,Asia/Taipei,1,四
R13_UP,R13,民權西路-上行月臺(淡水信義線),淡水信義線,25.06235,121.519585,,,0,055,Asia/Taipei,1,一
R13_DN,R13,民權西路-下行月臺(淡水信義線),淡水信義線,25.06235,121.519585,,,0,055,Asia/Taipei,1,二
R13O11_Exit 1,R13O11,1,淡水信義線/中和新蘆線,25.062641,121.519454,,,2,055,Asia/Taipei,1,
R13O11_Exit 2,R13O11,2,淡水信義線/中和新蘆線,25.061878,121.519614,,,2,055,Asia/Taipei,0,
R13O11_Exit 3,R13O11,3,淡水信義線/中和新蘆線,25.061766,121.519786,,,2,055,Asia/Taipei,0,
R13O11_Exit 4,R13O11,4,淡水信義線/中和新蘆線,25.061936,121.519867,,,2,055,Asia/Taipei,0,
R13O11_Exit 5,R13O11,5,淡水信義線/中和新蘆線,25.063122,121.518558,,,2,055,Asia/Taipei,0,
R13O11_Exit 6,R13O11,6,淡水信義線/中和新蘆線,25.062693,121.51853,,,2,055,Asia/Taipei,0,
R13O11_Exit 7,R13O11,7,淡水信義線/中和新蘆線,25.06267,121.520092,,,2,055,Asia/Taipei,0,
R13O11_Exit 8,R13O11,8,淡水信義線/中和新蘆線,25.06266,121.520602,,,2,055,Asia/Taipei,0,
R13O11_Exit 9,R13O11,9,淡水信義線/中和新蘆線,25.063027,121.520744,,,2,055,Asia/Taipei,0,
R13O11_Exit 10,R13O11,10,淡水信義線/中和新蘆線,25.063063,121.519791,,,2,055,Asia/Taipei,1,
128,O12,大橋頭,中和新蘆線,25.06322,121.5130035,,,1,,Asia/Taipei,1,
O12_UP,O12,大橋頭-上行月臺(中和新蘆線),中和新蘆線,25.06322,121.5130035,,,0,128,Asia/Taipei,1,一
O12_DN,O12,大橋頭-下行月臺(中和新蘆線),中和新蘆線,25.06322,121.5130035,,,0,128,Asia/Taipei,1,二
O12_Exit 1,O12,1,中和新蘆線,25.06318,121.512319,,,2,128,Asia/Taipei,1,
O12_Exit 1A,O12,1A,中和新蘆線,25.063367,121.511543,,,2,128,Asia/Taipei,0,
O12_Exit 2,O12,2,中和新蘆線,25.063195,121.513258,,,2,128,Asia/Taipei,0,
O12_Exit 3,O12,3,中和新蘆線,25.063739,121.51344,,,2,128,Asia/Taipei,0,
127,O13,台北橋,中和新蘆線,25.063075,121.500575,,,1,,Asia/Taipei,1,
O13_UP,O13,台北橋-上行月臺(中和新蘆線),中和新蘆線,25.063075,121.500575,,,0,127,Asia/Taipei,1,一
O13_DN,O13,台北橋-下行月臺(中和新蘆線),中和新蘆線,25.063075,121.500575,,,0,127,Asia/Taipei,1,二
O13_Single Exit,O13,單一,中和新蘆線,25.062966,121.500281,,,2,127,Asia/Taipei,1,
126,O14,菜寮,中和新蘆線,25.059451,121.491421,,,1,,Asia/Taipei,1,
O14_UP,O14,菜寮-上行月臺(中和新蘆線),中和新蘆線,25.059451,121.491421,,,0,126,Asia/Taipei,1,一
O14_DN,O14,菜寮-下行月臺(中和新蘆線),中和新蘆線,25.059451,121.491421,,,0,126,Asia/Taipei,1,二
O14_Exit 1,O14,1,中和新蘆線,25.05971,121.490673,,,2,126,Asia/Taipei,0,
O14_Exit 2,O14,2,中和新蘆線,25.059287,121.491106,,,2,126,Asia/Taipei,1,
O14_Exit 3,O14,3,中和新蘆線,25.060556,121.492111,,,2,126,Asia/Taipei,0,
125,O15,三重,中和新蘆線,25.05571,121.48422,,,1,,Asia/Taipei,1,
O15_UP,O15,三重-上行月臺(中和新蘆線),中和新蘆線,25.05571,121.48422,,,0,125,Asia/Taipei,1,一
O15_DN,O15,三重-下行月臺(中和新蘆線),中和新蘆線,25.05571,121.48422,,,0,125,Asia/Taipei,1,二
O15_Exit 1,O15,1,中和新蘆線,25.055303,121.483748,,,2,125,Asia/Taipei,1,
O15_Exit 2,O15,2,中和新蘆線,25.055429,121.484451,,,2,125,Asia/Taipei,0,
O15_Exit 3,O15,3,中和新蘆線,25.056134,121.485282,,,2,125,Asia/Taipei,0,
124,O16,先嗇宮,中和新蘆線,25.04632,121.47165,,,1,,Asia/Taipei,1,
O16_UP,O16,先嗇宮-上行月臺(中和新蘆線),中和新蘆線,25.04632,121.47165,,,0,124,Asia/Taipei,1,一
O16_DN,O16,先嗇宮-下行月臺(中和新蘆線),中和新蘆線,25.04632,121.47165,,,0,124,Asia/Taipei,1,二
O16_Exit 1,O16,1,中和新蘆線,25.046497,121.471319,,,2,124,Asia/Taipei,1,
O16_Exit 2,O16,2,中和新蘆線,25.046094,121.471372,,,2,124,Asia/Taipei,0,
O16_Exit 3,O16,3,中和新蘆線,25.046239,121.471801,,,2,124,Asia/Taipei,0,
123,Y18O17,頭前庄,環狀線/中和新蘆線,25.039735,121.461655,,,1,,Asia/Taipei,1,
O17_UP,O17,頭前庄-上行月臺(中和新蘆線),中和新蘆線,25.039735,121.461655,,,0,123,Asia/Taipei,1,一
O17_DN,O17,頭前庄-下行月臺(中和新蘆線),中和新蘆線,25.039735,121.461655,,,0,123,Asia/Taipei,1,二
Y18O17_Exit 1,Y18O17,1,環狀線/中和新蘆線,25.039844,121.460303,,,2,123,Asia/Taipei,1,
Y18O17_Exit 2,Y18O17,2,環狀線/中和新蘆線,25.039068,121.460931,,,2,123,Asia/Taipei,0,
Y18O17_Exit 3,Y18O17,3,環狀線/中和新蘆線,25.039853,121.462247,,,2,123,Asia/Taipei,0,
Y18O17_Exit 4,Y18O17,4,環狀線/中和新蘆線,25.040485,121.462242,,,2,123,Asia/Taipei,0,
122,O18,新莊,中和新蘆線,25.03608,121.45218,,,1,,Asia/Taipei,1,
O18_UP,O18,新莊-上行月臺(中和新蘆線),中和新蘆線,25.03608,121.45218,,,0,122,Asia/Taipei,1,一
O18_DN,O18,新莊-下行月臺(中和新蘆線),中和新蘆線,25.03608,121.45218,,,0,122,Asia/Taipei,1,二
O18_Exit 1,O18,1,中和新蘆線,25.03615,121.452168,,,2,122,Asia/Taipei,1,
O18_Exit 2,O18,2,中和新蘆線,25.036014,121.4525,,,2,122,Asia/Taipei,1,
121,O19,輔大,中和新蘆線,25.03279,121.435735,,,1,,Asia/Taipei,1,
O19_UP,O19,輔大-上行月臺(中和新蘆線),中和新蘆線,25.03279,121.435735,,,0,121,Asia/Taipei,1,一
O19_DN,O19,輔大-下行月臺(中和新蘆線),中和新蘆線,25.03279,121.435735,,,0,121,Asia/Taipei,1,二
O19_Exit 1,O19,1,中和新蘆線,25.032932,121.435264,,,2,121,Asia/Taipei,1,
O19_Exit 2,O19,2,中和新蘆線,25.032315,121.435277,,,2,121,Asia/Taipei,1,
O19_Exit 3,O19,3,中和新蘆線,25.032776,121.436541,,,2,121,Asia/Taipei,0,
O19_Exit 4,O19,4,中和新蘆線,25.033175,121.43652,,,2,121,Asia/Taipei,0,
180,O20,丹鳳,中和新蘆線,25.029073,121.422422,,,1,,Asia/Taipei,1,
O20_UP,O20,丹鳳-上行月臺(中和新蘆線),中和新蘆線,25.029073,121.422422,,,0,180,Asia/Taipei,1,一
O20_DN,O20,丹鳳-下行月臺(中和新蘆線),中和新蘆線,25.029073,121.422422,,,0,180,Asia/Taipei,1,二
O20_Exit 1,O20,1,中和新蘆線,25.029048,121.422282,,,2,180,Asia/Taipei,0,
O20_Exit 2,O20,2,中和新蘆線,25.028742,121.422615,,,2,180,Asia/Taipei,1,
179,O21,迴龍,中和新蘆線,25.022107,121.411757,,,1,,Asia/Taipei,1,
O21_UP,O21,迴龍-上行月臺(中和新蘆線),中和新蘆線,25.022107,121.411757,,,0,179,Asia/Taipei,1,一
O21_DN,O21,迴龍-下行月臺(中和新蘆線),中和新蘆線,25.022107,121.411757,,,0,179,Asia/Taipei,1,二
O21_Exit 1,O21,1,中和新蘆線,25.021864,121.411264,,,2,179,Asia/Taipei,1,
O21_Exit 2,O21,2,中和新蘆線,25.02118,121.41077,,,2,179,Asia/Taipei,0,
O21_Exit 3,O21,3,中和新蘆線,25.022637,121.412482,,,2,179,Asia/Taipei,0,
178,O50,三重國小,中和新蘆線,25.070275,121.49701,,,1,,Asia/Taipei,1,
O50_UP,O50,三重國小-上行月臺(中和新蘆線),中和新蘆線,25.070275,121.49701,,,0,178,Asia/Taipei,1,一
O50_DN,O50,三重國小-下行月臺(中和新蘆線),中和新蘆線,25.070275,121.49701,,,0,178,Asia/Taipei,1,二
O50_Single Exit,O50,單一,中和新蘆線,25.070536,121.496656,,,2,178,Asia/Taipei,1,
177,O51,三和國中,中和新蘆線,25.07646,121.486795,,,1,,Asia/Taipei,1,
O51_UP,O51,三和國中-上行月臺(中和新蘆線),中和新蘆線,25.07646,121.486795,,,0,177,Asia/Taipei,1,一
O51_DN,O51,三和國中-下行月臺(中和新蘆線),中和新蘆線,25.07646,121.486795,,,0,177,Asia/Taipei,1,二
O51_Exit 1,O51,1,中和新蘆線,25.076586,121.486398,,,2,177,Asia/Taipei,1,
O51_Exit 2,O51,2,中和新蘆線,25.076946,121.486752,,,2,177,Asia/Taipei,0,
176,O52,徐匯中學,中和新蘆線,25.080485,121.479945,,,1,,Asia/Taipei,1,
O52_UP,O52,徐匯中學-上行月臺(中和新蘆線),中和新蘆線,25.080485,121.479945,,,0,176,Asia/Taipei,1,一
O52_DN,O52,徐匯中學-下行月臺(中和新蘆線),中和新蘆線,25.080485,121.479945,,,0,176,Asia/Taipei,1,二
O52_Exit 1,O52,1,中和新蘆線,25.080303,121.47988,,,2,176,Asia/Taipei,0,
O52_Exit 2,O52,2,中和新蘆線,25.080332,121.480583,,,2,176,Asia/Taipei,1,
175,O53,三民高中,中和新蘆線,25.085425,121.473365,,,1,,Asia/Taipei,1,
O53_UP,O53,三民高中-上行月臺(中和新蘆線),中和新蘆線,25.085425,121.473365,,,0,175,Asia/Taipei,1,一
O53_DN,O53,三民高中-下行月臺(中和新蘆線),中和新蘆線,25.085425,121.473365,,,0,175,Asia/Taipei,1,二
O53_Exit 1,O53,1,中和新蘆線,25.085494,121.472542,,,2,175,Asia/Taipei,1,
O53_Exit 2,O53,2,中和新蘆線,25.085791,121.473739,,,2,175,Asia/Taipei,0,
174,O54,蘆洲,中和新蘆線,25.09152,121.46471,,,1,,Asia/Taipei,1,
O54_UP,O54,蘆洲-上行月臺(中和新蘆線),中和新蘆線,25.09152,121.46471,,,0,174,Asia/Taipei,1,一
O54_DN,O54,蘆洲-下行月臺(中和新蘆線),中和新蘆線,25.09152,121.46471,,,0,174,Asia/Taipei,1,二
O54_Exit 1,O54,1,中和新蘆線,25.091463,121.464565,,,2,174,Asia/Taipei,0,
O54_Exit 2,O54,2,中和新蘆線,25.091609,121.464597,,,2,174,Asia/Taipei,1,
O54_Exit 3,O54,3,中和新蘆線,25.091618,121.464425,,,2,174,Asia/Taipei,0,
099,R02,象山,淡水信義線,25.032395,121.570116,,,1,,Asia/Taipei,1,
R02_UP,R02,象山-上行月臺(淡水信義線),淡水信義線,25.032395,121.570116,,,0,099,Asia/Taipei,1,一
R02_DN,R02,象山-下行月臺(淡水信義線),淡水信義線,25.032395,121.570116,,,0,099,Asia/Taipei,1,二
R02_Exit 1,R02,1,淡水信義線,25.033025,121.569394,,,2,099,Asia/Taipei,1,
R02_Exit 2,R02,2,淡水信義線,25.032366,121.569809,,,2,099,Asia/Taipei,1,
R02_Exit 3,R02,3,淡水信義線,25.03302,121.570408,,,2,099,Asia/Taipei,0,
100,R03,台北101/世貿,淡水信義線,25.032865,121.563667,,,1,,Asia/Taipei,1,
R03_UP,R03,台北101/世貿-上行月臺(淡水信義線),淡水信義線,25.032865,121.563667,,,0,100,Asia/Taipei,1,一
R03_DN,R03,台北101/世貿-下行月臺(淡水信義線),淡水信義線,25.032865,121.563667,,,0,100,Asia/Taipei,1,二
R03_Exit 1,R03,1,淡水信義線,25.033107,121.561671,,,2,100,Asia/Taipei,0,
R03_Exit 2,R03,2,淡水信義線,25.032733,121.561564,,,2,100,Asia/Taipei,0,
R03_Exit 3,R03,3,淡水信義線,25.032742,121.563646,,,2,100,Asia/Taipei,1,
R03_Exit 4,R03,4,淡水信義線,25.033034,121.564112,,,2,100,Asia/Taipei,1,
R03_Exit 5,R03,5,淡水信義線,25.033102,121.563292,,,2,100,Asia/Taipei,1,
