route_id,service_id,trip_id,shape_id,direction_id,bikes_allowed,trip_headsign,trip_short_name,block_id,wheelchair_accessible
Orange,389,389_1142_UP,,,,迴龍站,,,1
Orange,389,389_1145_DN,,,,南勢角站,,,1
Orange,389,389_1147_DN,,,,南勢角站,,,1
Orange,389,389_1161_DN,,,,南勢角站,,,1
Orange,389,389_1176_UP,,,,迴龍站,,,1
Orange,389,389_1178_UP,,,,迴龍站,,,1
Orange,389,389_1179_DN,,,,南勢角站,,,1
Orange,389,389_1183_DN,,,,南勢角站,,,1
Orange,389,389_1198_UP,,,,迴龍站,,,1
Orange,389,389_2004_UP,,,,蘆洲站,,,1
Orange,389,389_2018_UP,,,,蘆洲站,,,1
Orange,389,389_2024_UP,,,,蘆洲站,,,1
Orange,389,389_2057_DN,,,,南勢角站,,,1
Orange,389,389_2065_DN,,,,南勢角站,,,1
Orange,389,389_2074_UP,,,,迴龍站,,,1
Orange,389,389_2077_DN,,,,南勢角站,,,1
Orange,389,389_2104_UP,,,,蘆洲站,,,1
Orange,389,389_2128_UP,,,,蘆洲站,,,1
Orange,389,389_2134_UP,,,,蘆洲站,,,1
Orange,389,389_2145_DN,,,,南勢角站,,,1
Orange,389,389_2150_UP,,,,蘆洲站,,,1
Orange,389,389_2169_DN,,,,南勢角站,,,1
Orange,389,389_2228_UP,,,,蘆洲站,,,1
Orange,389,389_1019_DN,,,,南勢角站,,,1
Orange,389,389_1028_UP,,,,迴龍站,,,1
Orange,389,389_1043_DN,,,,南勢角站,,,1
Orange,389,389_1049_DN,,,,南勢角站,,,1
Orange,389,389_1051_DN,,,,南勢角站,,,1
Orange,389,389_1054_UP,,,,迴龍站,,,1
Orange,389,389_1102_UP,,,,迴龍站,,,1
Orange,389,389_1109_DN,,,,南勢角站,,,1
Orange,389,389_1131_DN,,,,南勢角站,,,1
Orange,389,389_1135_DN,,,,南勢角站,,,1
Orange,389,389_1187_DN,,,,南勢角站,,,1
Orange,389,389_1195_DN,,,,南勢角站,,,1
Orange,389,389_1208_UP,,,,迴龍站,,,1
Orange,389,389_1210_UP,,,,迴龍站,,,1
Orange,389,389_1226_UP,,,,迴龍站,,,1
Orange,389,389_1245_DN,,,,南勢角站,,,1
Orange,389,389_1259_DN,,,,南勢角站,,,1
Orange,389,389_1261_DN,,,,南勢角站,,,1
Orange,389,389_1263_DN,,,,南勢角站,,,1
Orange,389,389_1266_UP,,,,迴龍站,,,1
Orange,389,389_1278_UP,,,,迴龍站,,,1
Orange,389,389_1281_DN,,,,南勢角站,,,1
Orange,389,389_2006_UP,,,,蘆洲站,,,1
Orange,389,389_2039_DN,,,,南勢角站,,,1
Orange,389,389_2058_UP,,,,蘆洲站,,,1
Orange,389,389_2087_DN,,,,南勢角站,,,1
Orange,389,389_2100_UP,,,,蘆洲站,,,1
Orange,389,389_2117_DN,,,,南勢角站,,,1
Orange,389,389_2141_DN,,,,南勢角站,,,1
Orange,389,389_2153_DN,,,,南勢角站,,,1
Orange,389,389_2155_DN,,,,南勢角站,,,1
Orange,389,389_2189_DN,,,,南勢角站,,,1
Orange,389,389_2199_DN,,,,南勢角站,,,1
Orange,389,389_2220_UP,,,,蘆洲站,,,1
Orange,389,389_2224_UP,,,,蘆洲站,,,1
Orange,389,389_2227_DN,,,,南勢角站,,,1
Orange,389,389_2251_DN,,,,南勢角站,,,1
Orange,389,389_2266_UP,,,,蘆洲站,,,1
Orange,389,389_2276_UP,,,,蘆洲站,,,1
Orange,389,389_2279_DN,,,,南勢角站,,,1
Orange,389,389_1010_UP,,,,迴龍站,,,1
Orange,389,389_1012_UP,,,,迴龍站,,,1
Orange,389,389_1020_UP,,,,蘆洲站,,,1
Orange,389,389_1022_UP,,,,迴龍站,,,1
Orange,389,389_1031_DN,,,,南勢角站,,,1
Orange,389,389_1048_UP,,,,迴龍站,,,1
Orange,389,389_1061_DN,,,,南勢角站,,,1
Orange,389,389_1081_DN,,,,南勢角站,,,1
Orange,389,389_1090_UP,,,,迴龍站,,,1
Orange,389,389_1097_DN,,,,南勢角站,,,1
Orange,389,389_1099_DN,,,,南勢角站,,,1
Orange,389,389_1115_DN,,,,南勢角站,,,1
Orange,389,389_1120_UP,,,,迴龍站,,,1
Orange,389,389_1168_UP,,,,蘆洲站,,,1
Orange,389,389_1173_DN,,,,南勢角站,,,1
Orange,389,389_1188_UP,,,,迴龍站,,,1
Orange,389,389_1212_UP,,,,蘆洲站,,,1
Orange,389,389_1216_UP,,,,迴龍站,,,1
Orange,389,389_1220_UP,,,,迴龍站,,,1
Orange,389,389_1262_UP,,,,迴龍站,,,1
Orange,389,389_1271_DN,,,,南勢角站,,,1
Orange,389,389_2003_DN,,,,南勢角站,,,1
Orange,389,389_2011_DN,,,,南勢角站,,,1
Orange,389,389_2055_DN,,,,南勢角站,,,1
Orange,389,389_2066_UP,,,,蘆洲站,,,1
Orange,389,389_2102_UP,,,,蘆洲站,,,1
Orange,389,389_2103_DN,,,,南勢角站,,,1
Orange,389,389_2109_DN,,,,南勢角站,,,1
Orange,389,389_2115_DN,,,,南勢角站,,,1
Orange,389,389_2118_UP,,,,蘆洲站,,,1
Orange,389,389_2158_UP,,,,蘆洲站,,,1
Orange,389,389_2161_DN,,,,南勢角站,,,1
Orange,389,389_2174_UP,,,,蘆洲站,,,1
Orange,389,389_2185_DN,,,,南勢角站,,,1
Orange,389,389_2196_UP,,,,蘆洲站,,,1
Orange,389,389_2210_UP,,,,蘆洲站,,,1
Orange,389,389_2218_UP,,,,蘆洲站,,,1
Orange,389,389_2221_DN,,,,南勢角站,,,1
Orange,389,389_2230_UP,,,,蘆洲站,,,1
Orange,389,389_2240_UP,,,,蘆洲站,,,1
Orange,389,389_2257_DN,,,,南勢角站,,,1
Orange,389,389_2270_UP,,,,蘆洲站,,,1
Orange,389,389_1014_UP,,,,迴龍站,,,1
Orange,389,389_1017_DN,,,,南勢角站,,,1
Orange,389,389_1038_UP,,,,迴龍站,,,1
Orange,389,389_1040_UP,,,,迴龍站,,,1
Orange,389,389_1044_UP,,,,迴龍站,,,1
Orange,389,389_1050_UP,,,,迴龍站,,,1
Orange,389,389_1074_UP,,,,迴龍站,,,1
Orange,389,389_1095_DN,,,,南勢角站,,,1
Orange,389,389_1128_UP,,,,迴龍站,,,1
Orange,389,389_1133_DN,,,,南勢角站,,,1
Orange,389,389_1138_UP,,,,迴龍站,,,1
Orange,389,389_1153_DN,,,,南勢角站,,,1
Orange,389,389_1156_UP,,,,迴龍站,,,1
Orange,389,389_1160_UP,,,,迴龍站,,,1
Orange,389,389_1163_DN,,,,南勢角站,,,1
Orange,389,389_1204_UP,,,,迴龍站,,,1
Orange,389,389_1227_DN,,,,南勢角站,,,1
Orange,389,389_1232_UP,,,,迴龍站,,,1
Orange,389,389_1242_UP,,,,迴龍站,,,1
Orange,389,389_1247_DN,,,,南勢角站,,,1
Orange,389,389_1267_DN,,,,南勢角站,,,1
Orange,389,389_1284_UP,,,,迴龍站,,,1
Orange,389,389_2028_UP,,,,迴龍站,,,1
Orange,389,389_2036_UP,,,,蘆洲站,,,1
Orange,389,389_2043_DN,,,,南勢角站,,,1
Orange,389,389_2084_UP,,,,蘆洲站,,,1
Orange,389,389_2085_DN,,,,南勢角站,,,1
Orange,389,389_2107_DN,,,,南勢角站,,,1
Orange,389,389_2116_UP,,,,蘆洲站,,,1
Orange,389,389_2123_DN,,,,南勢角站,,,1
Orange,389,389_2143_DN,,,,南勢角站,,,1
Orange,389,389_2159_DN,,,,南勢角站,,,1
Orange,389,389_2172_UP,,,,蘆洲站,,,1
Orange,389,389_2201_DN,,,,南勢角站,,,1
Orange,389,389_2205_DN,,,,南勢角站,,,1
Orange,389,389_2208_UP,,,,蘆洲站,,,1
Orange,389,389_1008_UP,,,,迴龍站,,,1
Orange,389,389_1015_DN,,,,南勢角站,,,1
Orange,389,389_1026_UP,,,,迴龍站,,,1
Orange,389,389_1055_DN,,,,南勢角站,,,1
Orange,389,389_1058_UP,,,,迴龍站,,,1
Orange,389,389_1063_DN,,,,南勢角站,,,1
Orange,389,389_1068_UP,,,,迴龍站,,,1
Orange,389,389_1076_UP,,,,迴龍站,,,1
Orange,389,389_1077_DN,,,,南勢角站,,,1
Orange,389,389_1079_DN,,,,南勢角站,,,1
Orange,389,389_1101_DN,,,,南勢角站,,,1
Orange,389,389_1104_UP,,,,迴龍站,,,1
Orange,389,389_1140_UP,,,,迴龍站,,,1
Orange,389,389_1177_DN,,,,南勢角站,,,1
Orange,389,389_1193_DN,,,,南勢角站,,,1
Orange,389,389_1229_DN,,,,南勢角站,,,1
Orange,389,389_1230_UP,,,,迴龍站,,,1
Orange,389,389_1286_UP,,,,迴龍站,,,1
Orange,389,389_2002_UP,,,,蘆洲站,,,1
Orange,389,389_2048_UP,,,,蘆洲站,,,1
Orange,389,389_2050_UP,,,,蘆洲站,,,1
Orange,389,389_2051_DN,,,,南勢角站,,,1
Orange,389,389_2054_UP,,,,蘆洲站,,,1
Orange,389,389_2060_UP,,,,蘆洲站,,,1
Orange,389,389_2078_UP,,,,蘆洲站,,,1
Orange,389,389_2124_UP,,,,蘆洲站,,,1
Orange,389,389_2149_DN,,,,南勢角站,,,1
Orange,389,389_2163_DN,,,,南勢角站,,,1
Orange,389,389_2168_UP,,,,蘆洲站,,,1
Orange,389,389_2171_DN,,,,南勢角站,,,1
Orange,389,389_2178_UP,,,,蘆洲站,,,1
Orange,389,389_2209_DN,,,,南勢角站,,,1
Orange,389,389_2213_DN,,,,南勢角站,,,1
Orange,389,389_2217_DN,,,,南勢角站,,,1
Orange,389,389_2231_DN,,,,南勢角站,,,1
Orange,389,389_2238_UP,,,,蘆洲站,,,1
Orange,389,389_2239_DN,,,,南勢角站,,,1
Orange,389,389_2269_DN,,,,南勢角站,,,1
Orange,389,389_2278_UP,,,,蘆洲站,,,1
Orange,389,389_1021_DN,,,,南勢角站,,,1
Orange,389,389_1025_DN,,,,南勢角站,,,1
Orange,389,389_1039_DN,,,,南勢角站,,,1
Orange,389,389_1041_DN,,,,南勢角站,,,1
Orange,389,389_1045_DN,,,,南勢角站,,,1
Orange,389,389_1066_UP,,,,迴龍站,,,1
Orange,389,389_1071_DN,,,,南勢角站,,,1
Orange,389,389_1078_UP,,,,迴龍站,,,1
Orange,389,389_1085_DN,,,,南勢角站,,,1
Orange,389,389_1094_UP,,,,迴龍站,,,1
Orange,389,389_1110_UP,,,,迴龍站,,,1
Orange,389,389_1129_DN,,,,南勢角站,,,1
Orange,389,389_1159_DN,,,,南勢角站,,,1
Orange,389,389_1175_DN,,,,南勢角站,,,1
Orange,389,389_1190_UP,,,,蘆洲站,,,1
Orange,389,389_1225_DN,,,,南勢角站,,,1
Orange,389,389_1241_DN,,,,南勢角站,,,1
Orange,389,389_1255_DN,,,,南勢角站,,,1
Orange,389,389_1275_DN,,,,南勢角站,,,1
Orange,389,389_1291_DN,,,,南勢角站,,,1
Orange,389,389_2020_UP,,,,蘆洲站,,,1
Orange,389,389_2046_UP,,,,蘆洲站,,,1
Orange,389,389_2049_DN,,,,南勢角站,,,1
Orange,389,389_2062_UP,,,,蘆洲站,,,1
Orange,389,389_2113_DN,,,,南勢角站,,,1
Orange,389,389_2135_DN,,,,南勢角站,,,1
Orange,389,389_2156_UP,,,,蘆洲站,,,1
Orange,389,389_2175_DN,,,,南勢角站,,,1
Orange,389,389_2177_DN,,,,南勢角站,,,1
Orange,389,389_2195_DN,,,,南勢角站,,,1
Orange,389,389_2197_DN,,,,南勢角站,,,1
Orange,389,389_2203_DN,,,,南勢角站,,,1
Orange,389,389_2247_DN,,,,南勢角站,,,1
Orange,389,389_2250_UP,,,,蘆洲站,,,1
Orange,389,389_2256_UP,,,,蘆洲站,,,1
Orange,389,389_1013_DN,,,,南勢角站,,,1
Orange,389,389_1029_DN,,,,南勢角站,,,1
Orange,389,389_1034_UP,,,,迴龍站,,,1
Orange,389,389_1037_DN,,,,南勢角站,,,1
Orange,389,389_1053_DN,,,,南勢角站,,,1
Orange,389,389_1056_UP,,,,迴龍站,,,1
Orange,389,389_1070_UP,,,,迴龍站,,,1
Orange,389,389_1080_UP,,,,迴龍站,,,1
Orange,389,389_1114_UP,,,,迴龍站,,,1
Orange,389,389_1116_UP,,,,迴龍站,,,1
Orange,389,389_1124_UP,,,,迴龍站,,,1
Orange,389,389_1126_UP,,,,迴龍站,,,1
Orange,389,389_1127_DN,,,,南勢角站,,,1
Orange,389,389_1165_DN,,,,南勢角站,,,1
Orange,389,389_1182_UP,,,,迴龍站,,,1
Orange,389,389_1207_DN,,,,南勢角站,,,1
Orange,389,389_1217_DN,,,,南勢角站,,,1
Orange,389,389_1238_UP,,,,迴龍站,,,1
Orange,389,389_1289_DN,,,,南勢角站,,,1
Orange,389,389_1290_UP,,,,蘆洲站,,,1
Orange,389,389_2008_UP,,,,蘆洲站,,,1
Orange,389,389_2030_UP,,,,蘆洲站,,,1
Orange,389,389_2059_DN,,,,南勢角站,,,1
Orange,389,389_2072_UP,,,,蘆洲站,,,1
Orange,389,389_2081_DN,,,,南勢角站,,,1
Orange,389,389_2112_UP,,,,蘆洲站,,,1
Orange,389,389_2119_DN,,,,南勢角站,,,1
Orange,389,389_2121_DN,,,,南勢角站,,,1
Orange,389,389_2166_UP,,,,蘆洲站,,,1
Orange,389,389_2202_UP,,,,蘆洲站,,,1
Orange,389,389_2204_UP,,,,蘆洲站,,,1
Orange,389,389_2214_UP,,,,蘆洲站,,,1
Orange,389,389_1030_UP,,,,迴龍站,,,1
Orange,389,389_1035_DN,,,,南勢角站,,,1
Orange,389,389_1047_DN,,,,南勢角站,,,1
Orange,389,389_1057_DN,,,,南勢角站,,,1
Orange,389,389_1060_UP,,,,迴龍站,,,1
Orange,389,389_1082_UP,,,,迴龍站,,,1
Orange,389,389_1117_DN,,,,南勢角站,,,1
Orange,389,389_1152_UP,,,,迴龍站,,,1
Orange,389,389_1154_UP,,,,迴龍站,,,1
Orange,389,389_1162_UP,,,,迴龍站,,,1
Orange,389,389_1200_UP,,,,迴龍站,,,1
Orange,389,389_1202_UP,,,,迴龍站,,,1
Orange,389,389_1211_DN,,,,南勢角站,,,1
Orange,389,389_1214_UP,,,,迴龍站,,,1
Orange,389,389_1223_DN,,,,南勢角站,,,1
Orange,389,389_1251_DN,,,,南勢角站,,,1
Orange,389,389_1254_UP,,,,迴龍站,,,1
Orange,389,389_1268_UP,,,,迴龍站,,,1
Orange,389,389_1269_DN,,,,南勢角站,,,1
Orange,389,389_1280_UP,,,,蘆洲站,,,1
Orange,389,389_2023_DN,,,,南勢角站,,,1
Orange,389,389_2025_DN,,,,南勢角站,,,1
Orange,389,389_2038_UP,,,,蘆洲站,,,1
Orange,389,389_2044_UP,,,,蘆洲站,,,1
Orange,389,389_2095_DN,,,,南勢角站,,,1
Orange,389,389_2097_DN,,,,南勢角站,,,1
Orange,389,389_2098_UP,,,,蘆洲站,,,1
Orange,389,389_2125_DN,,,,南勢角站,,,1
Orange,389,389_2133_DN,,,,南勢角站,,,1
Orange,389,389_2137_DN,,,,南勢角站,,,1
Orange,389,389_2139_DN,,,,南勢角站,,,1
Orange,389,389_2144_UP,,,,蘆洲站,,,1
Orange,389,389_2176_UP,,,,蘆洲站,,,1
Orange,389,389_2193_DN,,,,南勢角站,,,1
Orange,389,389_2194_UP,,,,蘆洲站,,,1
Orange,389,389_2236_UP,,,,蘆洲站,,,1
Orange,389,389_2248_UP,,,,蘆洲站,,,1
Orange,389,389_2253_DN,,,,南勢角站,,,1
Orange,389,389_2261_DN,,,,南勢角站,,,1
Orange,389,389_2267_DN,,,,南勢角站,,,1
Orange,389,389_2280_UP,,,,蘆洲站,,,1
Orange,389,389_1011_DN,,,,南勢角站,,,1
Orange,389,389_1027_DN,,,,南勢角站,,,1
Orange,389,389_1052_UP,,,,迴龍站,,,1
Orange,389,389_1111_DN,,,,南勢角站,,,1
Orange,389,389_1118_UP,,,,迴龍站,,,1
Orange,389,389_1119_DN,,,,南勢角站,,,1
Orange,389,389_1130_UP,,,,迴龍站,,,1
Orange,389,389_1134_UP,,,,迴龍站,,,1
Orange,389,389_1155_DN,,,,南勢角站,,,1
Orange,389,389_1189_DN,,,,南勢角站,,,1
Orange,389,389_1206_UP,,,,迴龍站,,,1
Orange,389,389_1235_DN,,,,南勢角站,,,1
Orange,389,389_1248_UP,,,,迴龍站,,,1
Orange,389,389_2007_DN,,,,南勢角站,,,1
Orange,389,389_2014_UP,,,,蘆洲站,,,1
Orange,389,389_2016_UP,,,,蘆洲站,,,1
Orange,389,389_2017_DN,,,,南勢角站,,,1
Orange,389,389_2021_DN,,,,南勢角站,,,1
Orange,389,389_2040_UP,,,,蘆洲站,,,1
Orange,389,389_2067_DN,,,,南勢角站,,,1
Orange,389,389_2099_DN,,,,南勢角站,,,1
Orange,389,389_2105_DN,,,,南勢角站,,,1
Orange,389,389_2140_UP,,,,蘆洲站,,,1
Orange,389,389_2147_DN,,,,南勢角站,,,1
Orange,389,389_2154_UP,,,,蘆洲站,,,1
Orange,389,389_2160_UP,,,,蘆洲站,,,1
Orange,389,389_2170_UP,,,,蘆洲站,,,1
Orange,389,389_2180_UP,,,,蘆洲站,,,1
Orange,389,389_2184_UP,,,,蘆洲站,,,1
Orange,389,389_2191_DN,,,,南勢角站,,,1
Orange,389,389_2192_UP,,,,蘆洲站,,,1
Orange,389,389_2198_UP,,,,迴龍站,,,1
Orange,389,389_2211_DN,,,,南勢角站,,,1
Orange,389,389_2226_UP,,,,蘆洲站,,,1
Orange,389,389_2237_DN,,,,南勢角站,,,1
Orange,389,389_2254_UP,,,,蘆洲站,,,1
Orange,389,389_2260_UP,,,,蘆洲站,,,1
Orange,389,389_2268_UP,,,,蘆洲站,,,1
Orange,389,389_2277_DN,,,,南勢角站,,,1
Orange,389,389_1002_UP,,,,迴龍站,,,1
Orange,389,389_1006_UP,,,,迴龍站,,,1
Orange,389,389_1009_DN,,,,南勢角站,,,1
Orange,389,389_1033_DN,,,,南勢角站,,,1
Orange,389,389_1064_UP,,,,迴龍站,,,1
Orange,389,389_1088_UP,,,,迴龍站,,,1
Orange,389,389_1144_UP,,,,迴龍站,,,1
Orange,389,389_1149_DN,,,,南勢角站,,,1
Orange,389,389_1166_UP,,,,迴龍站,,,1
Orange,389,389_1170_UP,,,,迴龍站,,,1
Orange,389,389_1180_UP,,,,迴龍站,,,1
Orange,389,389_1222_UP,,,,迴龍站,,,1
Orange,389,389_1246_UP,,,,迴龍站,,,1
Orange,389,389_1256_UP,,,,迴龍站,,,1
Orange,389,389_1276_UP,,,,迴龍站,,,1
Orange,389,389_1287_DN,,,,南勢角站,,,1
Orange,389,389_2005_DN,,,,南勢角站,,,1
Orange,389,389_2009_DN,,,,南勢角站,,,1
Orange,389,389_2022_UP,,,,蘆洲站,,,1
Orange,389,389_2027_DN,,,,南勢角站,,,1
Orange,389,389_2041_DN,,,,南勢角站,,,1
Orange,389,389_2045_DN,,,,南勢角站,,,1
Orange,389,389_2069_DN,,,,南勢角站,,,1
Orange,389,389_2071_DN,,,,南勢角站,,,1
Orange,389,389_2073_DN,,,,南勢角站,,,1
Orange,389,389_2079_DN,,,,南勢角站,,,1
Orange,389,389_2090_UP,,,,蘆洲站,,,1
Orange,389,389_2162_UP,,,,蘆洲站,,,1
Orange,389,389_2173_DN,,,,南勢角站,,,1
Orange,389,389_2179_DN,,,,南勢角站,,,1
Orange,389,389_2187_DN,,,,南勢角站,,,1
Orange,389,389_2235_DN,,,,南勢角站,,,1
Orange,389,389_2242_UP,,,,蘆洲站,,,1
Orange,389,389_2259_DN,,,,南勢角站,,,1
Orange,389,389_1067_DN,,,,南勢角站,,,1
Orange,389,389_1089_DN,,,,南勢角站,,,1
Orange,389,389_1093_DN,,,,南勢角站,,,1
Orange,389,389_1100_UP,,,,迴龍站,,,1
Orange,389,389_1112_UP,,,,迴龍站,,,1
Orange,389,389_1123_DN,,,,南勢角站,,,1
Orange,389,389_1143_DN,,,,南勢角站,,,1
Orange,389,389_1148_UP,,,,迴龍站,,,1
Orange,389,389_1157_DN,,,,南勢角站,,,1
Orange,389,389_1184_UP,,,,迴龍站,,,1
Orange,389,389_1233_DN,,,,南勢角站,,,1
Orange,389,389_1257_DN,,,,南勢角站,,,1
Orange,389,389_1264_UP,,,,迴龍站,,,1
Orange,389,389_1265_DN,,,,南勢角站,,,1
Orange,389,389_2012_UP,,,,蘆洲站,,,1
Orange,389,389_2032_UP,,,,蘆洲站,,,1
Orange,389,389_2033_DN,,,,南勢角站,,,1
Orange,389,389_2042_UP,,,,蘆洲站,,,1
Orange,389,389_2068_UP,,,,蘆洲站,,,1
Orange,389,389_2110_UP,,,,迴龍站,,,1
Orange,389,389_2127_DN,,,,南勢角站,,,1
Orange,389,389_2129_DN,,,,南勢角站,,,1
Orange,389,389_2148_UP,,,,蘆洲站,,,1
Orange,389,389_2151_DN,,,,南勢角站,,,1
Orange,389,389_2164_UP,,,,蘆洲站,,,1
Orange,389,389_2223_DN,,,,南勢角站,,,1
Orange,389,389_2229_DN,,,,南勢角站,,,1
Orange,389,389_2232_UP,,,,蘆洲站,,,1
Orange,389,389_2234_UP,,,,蘆洲站,,,1
Orange,389,389_2249_DN,,,,南勢角站,,,1
Orange,389,389_2271_DN,,,,南勢角站,,,1
Orange,389,389_1036_UP,,,,迴龍站,,,1
Orange,389,389_1042_UP,,,,迴龍站,,,1
Orange,389,389_1150_UP,,,,迴龍站,,,1
Orange,389,389_1192_UP,,,,迴龍站,,,1
Orange,389,389_1224_UP,,,,迴龍站,,,1
Orange,389,389_1231_DN,,,,南勢角站,,,1
Orange,389,389_1239_DN,,,,南勢角站,,,1
Orange,389,389_1240_UP,,,,迴龍站,,,1
Orange,389,389_1277_DN,,,,南勢角站,,,1
Orange,389,389_2026_UP,,,,蘆洲站,,,1
Orange,389,389_2031_DN,,,,南勢角站,,,1
Orange,389,389_2053_DN,,,,南勢角站,,,1
Orange,389,389_2080_UP,,,,蘆洲站,,,1
Orange,389,389_2088_UP,,,,蘆洲站,,,1
Orange,389,389_2094_UP,,,,蘆洲站,,,1
Orange,389,389_2106_UP,,,,蘆洲站,,,1
Orange,389,389_2122_UP,,,,蘆洲站,,,1
Orange,389,389_2126_UP,,,,蘆洲站,,,1
Orange,389,389_2132_UP,,,,蘆洲站,,,1
Orange,389,389_2165_DN,,,,南勢角站,,,1
Orange,389,389_2183_DN,,,,南勢角站,,,1
Orange,389,389_2186_UP,,,,蘆洲站,,,1
Orange,389,389_2188_UP,,,,蘆洲站,,,1
Orange,389,389_2216_UP,,,,蘆洲站,,,1
Orange,389,389_2244_UP,,,,蘆洲站,,,1
Orange,389,389_2255_DN,,,,南勢角站,,,1
Orange,389,389_2262_UP,,,,迴龍站,,,1
Orange,389,389_2281_DN,,,,南勢角站,,,1
Red,377,377_1023_DN,,,,象山站,,,1
Red,377,377_1031_DN,,,,象山站,,,1
Red,377,377_1042_UP,,,,淡水站,,,1
Red,377,377_1083_DN,,,,象山站,,,1
Red,377,377_1106_UP,,,,淡水站,,,1
Red,377,377_1152_UP,,,,淡水站,,,1
Red,377,377_1156_UP,,,,淡水站,,,1
Red,377,377_1159_DN,,,,象山站,,,1
Red,377,377_1163_DN,,,,象山站,,,1
Red,377,377_1167_DN,,,,象山站,,,1
Red,377,377_1173_DN,,,,象山站,,,1
Red,377,377_1251_DN,,,,象山站,,,1
Red,377,377_1306_UP,,,,淡水站,,,1
Red,377,377_1337_DN,,,,象山站,,,1
Red,377,377_1349_DN,,,,象山站,,,1
Red,377,377_1360_UP,,,,淡水站,,,1
Red,377,377_2024_UP,,,,北投站,,,1
Red,377,377_2029_DN,,,,大安站,,,1
Red,377,377_2031_DN,,,,大安站,,,1
Red,377,377_2068_UP,,,,淡水站,,,1
Red,377,377_2098_UP,,,,北投站,,,1
Red,377,377_2102_UP,,,,北投站,,,1
Red,377,377_2112_UP,,,,北投站,,,1
Red,377,377_2132_UP,,,,北投站,,,1
Red,377,377_2164_UP,,,,北投站,,,1
Red,377,377_2178_UP,,,,北投站,,,1
Red,377,377_2210_UP,,,,淡水站,,,1
Red,377,377_2211_DN,,,,象山站,,,1
Red,377,377_2214_UP,,,,淡水站,,,1
Red,377,377_2228_UP,,,,北投站,,,1
Red,377,377_2230_UP,,,,北投站,,,1
Red,377,377_1015_DN,,,,象山站,,,1
Red,377,377_1024_UP,,,,淡水站,,,1
Red,377,377_1046_UP,,,,淡水站,,,1
Red,377,377_1082_UP,,,,淡水站,,,1
Red,377,377_1092_UP,,,,淡水站,,,1
Red,377,377_1107_DN,,,,象山站,,,1
Red,377,377_1114_UP,,,,淡水站,,,1
Red,377,377_1172_UP,,,,淡水站,,,1
Red,377,377_1193_DN,,,,象山站,,,1
Red,377,377_1200_UP,,,,北投站,,,1
Red,377,377_1206_UP,,,,北投站,,,1
Red,377,377_1227_DN,,,,象山站,,,1
Red,377,377_1235_DN,,,,象山站,,,1
Red,377,377_1280_UP,,,,淡水站,,,1
Red,377,377_1321_DN,,,,象山站,,,1
Red,377,377_1327_DN,,,,象山站,,,1
Red,377,377_1328_UP,,,,淡水站,,,1
Red,377,377_2047_DN,,,,大安站,,,1
Red,377,377_2054_UP,,,,北投站,,,1
Red,377,377_2094_UP,,,,北投站,,,1
Red,377,377_2128_UP,,,,北投站,,,1
Red,377,377_2156_UP,,,,北投站,,,1
Red,377,377_2219_DN,,,,象山站,,,1
Red,377,377_1003_DN,,,,象山站,,,1
Red,377,377_1010_UP,,,,淡水站,,,1
Red,377,377_1012_UP,,,,淡水站,,,1
Red,377,377_1052_UP,,,,淡水站,,,1
Red,377,377_1065_DN,,,,象山站,,,1
Red,377,377_1098_UP,,,,淡水站,,,1
Red,377,377_1112_UP,,,,淡水站,,,1
Red,377,377_1117_DN,,,,象山站,,,1
Red,377,377_1134_UP,,,,淡水站,,,1
Red,377,377_1142_UP,,,,淡水站,,,1
Red,377,377_1148_UP,,,,淡水站,,,1
Red,377,377_1161_DN,,,,象山站,,,1
Red,377,377_1162_UP,,,,淡水站,,,1
Red,377,377_1166_UP,,,,淡水站,,,1
Red,377,377_1183_DN,,,,象山站,,,1
Red,377,377_1205_DN,,,,大安站,,,1
Red,377,377_1208_UP,,,,北投站,,,1
Red,377,377_1238_UP,,,,淡水站,,,1
Red,377,377_1242_UP,,,,淡水站,,,1
Red,377,377_1244_UP,,,,淡水站,,,1
Red,377,377_1256_UP,,,,淡水站,,,1
Red,377,377_1335_DN,,,,象山站,,,1
Red,377,377_1354_UP,,,,淡水站,,,1
Red,377,377_2023_DN,,,,象山站,,,1
Red,377,377_2041_DN,,,,大安站,,,1
Red,377,377_2056_UP,,,,北投站,,,1
Red,377,377_2059_DN,,,,象山站,,,1
Red,377,377_2075_DN,,,,大安站,,,1
Red,377,377_2107_DN,,,,大安站,,,1
Red,377,377_2119_DN,,,,大安站,,,1
Red,377,377_2124_UP,,,,北投站,,,1
Red,377,377_2129_DN,,,,象山站,,,1
Red,377,377_2141_DN,,,,大安站,,,1
Red,377,377_2143_DN,,,,大安站,,,1
Red,377,377_2183_DN,,,,象山站,,,1
Red,377,377_2200_UP,,,,北投站,,,1
Red,377,377_2205_DN,,,,大安站,,,1
Red,377,377_2225_DN,,,,大安站,,,1
Red,377,377_1014_UP,,,,淡水站,,,1
Red,377,377_1025_DN,,,,象山站,,,1
Red,377,377_1038_UP,,,,淡水站,,,1
Red,377,377_1051_DN,,,,象山站,,,1
Red,377,377_1076_UP,,,,淡水站,,,1
Red,377,377_1100_UP,,,,淡水站,,,1
Red,377,377_1122_UP,,,,淡水站,,,1
Red,377,377_1165_DN,,,,象山站,,,1
Red,377,377_1191_DN,,,,象山站,,,1
Red,377,377_1272_UP,,,,淡水站,,,1
