pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
car interaction---car interaction	28	22	8	10	1	0	0	0	0	0	0	0	0
car interaction---education	9	0	0	0	0	0	0	0	0	0	0	0	0
car interaction---home	19	0	0	0	0	1	1	0	0	0	0	0	2
car interaction---leisure	11	0	0	1	0	0	2	0	0	0	0	0	0
car interaction---shop	8	0	0	0	0	0	1	0	0	0	0	0	1
car interaction---work	10	1	0	0	0	0	1	0	0	0	0	0	1
education---car interaction	10	0	0	0	0	0	0	0	0	0	0	0	0
education---home	1	0	0	1	0	0	0	0	0	0	0	0	0
education---leisure	0	0	0	0	0	0	0	0	1	0	0	0	1
education---motorcycle interaction	9	0	0	0	0	0	1	0	0	0	0	0	0
education---pt interaction	19	1	1	0	0	0	0	0	0	0	0	0	0
education---shop	0	0	0	0	0	0	1	0	1	0	0	0	0
education---work	1	0	0	0	0	0	0	0	1	0	0	0	2
home---car interaction	21	0	0	0	0	1	1	0	0	0	0	0	2
home---education	0	1	0	1	0	0	0	0	0	0	0	0	1
home---leisure	2	0	0	0	0	0	0	1	0	0	0	0	1
home---motorcycle interaction	22	0	1	0	0	1	2	0	0	0	0	0	2
home---pt interaction	43	4	2	0	0	0	0	0	0	0	0	0	0
home---shop	1	0	1	0	1	0	0	0	0	0	1	0	2
home---work	0	0	0	1	0	0	1	1	0	0	0	0	2
leisure---car interaction	12	0	0	1	0	0	2	0	0	0	0	0	0
leisure---home	0	0	0	3	0	1	0	0	0	0	1	0	2
leisure---motorcycle interaction	13	0	0	2	0	0	0	0	0	0	0	0	0
leisure---pt interaction	22	7	3	0	0	0	0	0	0	0	0	0	0
leisure---shop	3	0	0	0	1	0	1	0	0	0	0	0	0
leisure---work	0	0	0	0	0	0	0	0	0	0	0	0	2
motorcycle interaction---education	9	0	0	0	0	0	1	0	0	0	0	0	0
motorcycle interaction---home	19	0	1	0	0	1	2	0	0	0	0	0	2
motorcycle interaction---leisure	16	0	0	2	0	0	0	0	0	0	0	0	0
motorcycle interaction---motorcycle interaction	34	31	13	7	2	0	0	0	0	0	0	0	0
motorcycle interaction---shop	13	0	0	0	0	0	1	0	0	0	0	0	2
motorcycle interaction---work	16	1	0	0	0	0	0	0	0	0	0	0	1
pt interaction---education	23	2	0	0	0	0	0	0	0	0	0	0	0
pt interaction---home	40	5	3	0	0	0	0	0	0	0	0	0	0
pt interaction---leisure	18	7	4	1	0	0	0	0	0	0	0	0	0
pt interaction---pt interaction	43	50	92	20	19	10	11	7	4	2	1	0	0
pt interaction---shop	19	6	1	0	0	0	0	0	0	0	0	0	0
pt interaction---work	28	4	2	2	0	0	0	0	0	0	0	0	0
shop---car interaction	8	0	0	0	0	0	1	0	0	0	0	0	1
shop---education	1	0	0	0	0	0	0	0	0	0	1	0	2
shop---home	0	0	0	0	0	1	0	0	0	0	0	0	1
shop---leisure	1	0	0	0	0	0	0	1	0	0	0	1	0
shop---motorcycle interaction	14	0	0	0	0	0	1	0	0	0	0	0	2
shop---pt interaction	22	6	2	0	0	0	0	0	0	0	0	0	0
shop---work	0	0	0	0	0	0	0	0	0	0	0	0	1
work---car interaction	11	1	0	0	0	0	1	0	0	0	0	0	1
work---home	0	1	0	0	0	0	0	0	0	1	0	0	4
work---leisure	0	0	0	0	1	0	2	0	0	0	0	0	2
work---motorcycle interaction	17	1	0	0	0	0	0	0	0	0	0	0	1
work---pt interaction	29	4	0	0	0	0	0	0	0	0	0	0	0
work---shop	1	1	0	0	0	0	0	0	0	0	0	0	0

average leg duration: 617.8122232063773 seconds = 00:10:17
