stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code,stop_x_EPSG3826,stop_y_EPSG3826
BR01_Exit 2,BR01,2,文湖線,24.997948,121.579417,,,2,019,Asia/Taipei,1,,308487.966,2765675.26
018,BR02,木柵,文湖線,24.99824,121.573127,,,1,,Asia/Taipei,1,,307852.885,2765704.904
BR02_UP,BR02,木柵-上行月臺(文湖線),文湖線,24.99824,121.573127,,,0,018,Asia/Taipei,1,一,307852.885,2765704.904
BR02_DN,BR02,木柵-下行月臺(文湖線),文湖線,24.99824,121.573127,,,0,018,Asia/Taipei,1,二,307852.885,2765704.904
BR02_Single Exit,BR02,單一,文湖線,24.998174,121.573417,,,2,018,Asia/Taipei,1,,307882.19,2765697.718
017,BR03,萬芳社區,文湖線,24.99857,121.568088,,,1,,Asia/Taipei,1,,307344.072,2765739.316
BR03_UP,BR03,萬芳社區-上行月臺(文湖線),文湖線,24.99857,121.568088,,,0,017,Asia/Taipei,1,一,307344.072,2765739.316
BR03_DN,BR03,萬芳社區-下行月臺(文湖線),文湖線,24.99857,121.568088,,,0,017,Asia/Taipei,1,二,307344.072,2765739.316
BR03_Single Exit,BR03,單一,文湖線,24.99858,121.568409,,,2,017,Asia/Taipei,1,,307376.47,2765740.559
016,BR04,萬芳醫院,文湖線,24.99932,121.558092,,,1,,Asia/Taipei,1,,306334.691,2765818.199
BR04_UP,BR04,萬芳醫院-上行月臺(文湖線),文湖線,24.99932,121.558092,,,0,016,Asia/Taipei,1,一,306334.691,2765818.199
BR04_DN,BR04,萬芳醫院-下行月臺(文湖線),文湖線,24.99932,121.558092,,,0,016,Asia/Taipei,1,二,306334.691,2765818.199
BR04_Single Exit,BR04,單一,文湖線,24.999383,121.557737,,,2,016,Asia/Taipei,1,,306298.827,2765825.03
015,BR05,辛亥,文湖線,25.005455,121.5570455,,,1,,Asia/Taipei,1,,306226.261,2766497.309
BR05_UP,BR05,辛亥-上行月臺(文湖線),文湖線,25.005455,121.5570455,,,0,015,Asia/Taipei,1,一,306226.261,2766497.309
BR05_DN,BR05,辛亥-下行月臺(文湖線),文湖線,25.005455,121.5570455,,,0,015,Asia/Taipei,1,二,306226.261,2766497.309
BR05_Single Exit,BR05,單一,文湖線,25.005119,121.557021,,,2,015,Asia/Taipei,1,,306223.941,2766460.082
014,BR06,麟光,文湖線,25.018495,121.5588335,,,1,,Asia/Taipei,1,,306400.782,2767942.433
BR06_UP,BR06,麟光-上行月臺(文湖線),文湖線,25.018495,121.5588335,,,0,014,Asia/Taipei,1,一,306400.782,2767942.433
BR06_DN,BR06,麟光-下行月臺(文湖線),文湖線,25.018495,121.5588335,,,0,014,Asia/Taipei,1,二,306400.782,2767942.433
BR06_Single Exit,BR06,單一,文湖線,25.018554,121.558606,,,2,014,Asia/Taipei,1,,306377.794,2767948.873
013,BR07,六張犁,文湖線,25.02381,121.55302,,,1,,Asia/Taipei,1,,305811.634,2768528.744
BR07_UP,BR07,六張犁-上行月臺(文湖線),文湖線,25.02381,121.55302,,,0,013,Asia/Taipei,1,一,305811.634,2768528.744
BR07_DN,BR07,六張犁-下行月臺(文湖線),文湖線,25.02381,121.55302,,,0,013,Asia/Taipei,1,二,305811.634,2768528.744
BR07_Single Exit,BR07,單一,文湖線,25.023852,121.552737,,,2,013,Asia/Taipei,1,,305783.054,2768533.279
012,BR08,科技大樓,文湖線,25.02612,121.5434615,,,1,,Asia/Taipei,1,,304845.93,2768780.707
BR08_UP,BR08,科技大樓-上行月臺(文湖線),文湖線,25.02612,121.5434615,,,0,012,Asia/Taipei,1,一,304845.93,2768780.707
BR08_DN,BR08,科技大樓-下行月臺(文湖線),文湖線,25.02612,121.5434615,,,0,012,Asia/Taipei,1,二,304845.93,2768780.707
BR08_Single Exit,BR08,單一,文湖線,25.026154,121.543636,,,2,012,Asia/Taipei,1,,304863.526,2768784.544
008,BR12,中山國中,文湖線,25.06085,121.544215,,,1,,Asia/Taipei,1,,304906.507,2772627.905
BR12_UP,BR12,中山國中-上行月臺(文湖線),文湖線,25.06085,121.544215,,,0,008,Asia/Taipei,1,一,304906.507,2772627.905
BR12_DN,BR12,中山國中-下行月臺(文湖線),文湖線,25.06085,121.544215,,,0,008,Asia/Taipei,1,二,304906.507,2772627.905
BR12_Single Exit,BR12,單一,文湖線,25.060889,121.544031,,,2,008,Asia/Taipei,1,,304887.925,2772632.15
007,BR13,松山機場,文湖線,25.0629075,121.55201,,,1,,Asia/Taipei,1,,305692.039,2772858.993
BR13_UP,BR13,松山機場-上行月臺(文湖線),文湖線,25.0629075,121.55201,,,0,007,Asia/Taipei,1,一,305692.039,2772858.993
BR13_DN,BR13,松山機場-下行月臺(文湖線),文湖線,25.0629075,121.55201,,,0,007,Asia/Taipei,1,二,305692.039,2772858.993
BR13_Exit 1,BR13,1,文湖線,25.063717,121.552335,,,2,007,Asia/Taipei,1,,305724.463,2772948.792
BR13_Exit 2,BR13,2,文湖線,25.063673,121.551294,,,2,007,Asia/Taipei,1,,305619.455,2772943.49
BR13_Exit 3,BR13,3,文湖線,25.062923,121.552241,,,2,007,Asia/Taipei,1,,305715.338,2772860.805
021,BR14,大直,文湖線,25.07943,121.54679,,,1,,Asia/Taipei,1,,305157.984,2774686.987
BR14_UP,BR14,大直-上行月臺(文湖線),文湖線,25.07943,121.54679,,,0,021,Asia/Taipei,1,一,305157.984,2774686.987
BR14_DN,BR14,大直-下行月臺(文湖線),文湖線,25.07943,121.54679,,,0,021,Asia/Taipei,1,二,305157.984,2774686.987
BR14_Exit 1,BR14,1,文湖線,25.080118,121.547104,,,2,021,Asia/Taipei,1,,305189.351,2774763.322
BR14_Exit 2,BR14,2,文湖線,25.079584,121.546823,,,2,021,Asia/Taipei,0,,305161.244,2774704.058
BR14_Exit 3,BR14,3,文湖線,25.07931,121.546901,,,2,021,Asia/Taipei,1,,305169.235,2774673.74
022,BR15,劍南路,文湖線,25.08483,121.5555825,,,1,,Asia/Taipei,1,,306042.495,2775288.742
BR15_UP,BR15,劍南路-上行月臺(文湖線),文湖線,25.08483,121.5555825,,,0,022,Asia/Taipei,1,一,306042.495,2775288.742
BR15_DN,BR15,劍南路-下行月臺(文湖線),文湖線,25.08483,121.5555825,,,0,022,Asia/Taipei,1,二,306042.495,2775288.742
BR15_Exit 1,BR15,1,文湖線,25.085174,121.555226,,,2,022,Asia/Taipei,1,,306006.377,2775326.698
BR15_Exit 2,BR15,2,文湖線,25.084754,121.555097,,,2,022,Asia/Taipei,1,,305993.556,2775280.123
BR15_Exit 3,BR15,3,文湖線,25.084484,121.556098,,,2,022,Asia/Taipei,0,,306094.653,2775250.631
023,BR16,西湖,文湖線,25.08216,121.567227,,,1,,Asia/Taipei,1,,307218.361,2774997.875
BR16_UP,BR16,西湖-上行月臺(文湖線),文湖線,25.08216,121.567227,,,0,023,Asia/Taipei,1,一,307218.361,2774997.875
BR16_DN,BR16,西湖-下行月臺(文湖線),文湖線,25.08216,121.567227,,,0,023,Asia/Taipei,1,二,307218.361,2774997.875
BR16_Exit 1,BR16,1,文湖線,25.082339,121.566647,,,2,023,Asia/Taipei,1,,307159.769,2775017.457
BR16_Exit 2,BR16,2,文湖線,25.082023,121.567141,,,2,023,Asia/Taipei,1,,307209.749,2774982.664
024,BR17,港墘,文湖線,25.08007,121.57516,,,1,,Asia/Taipei,1,,308019.595,2774769.755
BR17_UP,BR17,港墘-上行月臺(文湖線),文湖線,25.08007,121.57516,,,0,024,Asia/Taipei,1,一,308019.595,2774769.755
BR17_DN,BR17,港墘-下行月臺(文湖線),文湖線,25.08007,121.57516,,,0,024,Asia/Taipei,1,二,308019.595,2774769.755
BR17_Exit 1,BR17,1,文湖線,25.080152,121.57556,,,2,024,Asia/Taipei,1,,308059.907,2774779.01
BR17_Exit 2,BR17,2,文湖線,25.080065,121.574704,,,2,024,Asia/Taipei,1,,307973.597,2774769.006
025,BR18,文德,文湖線,25.078455,121.5849995,,,1,,Asia/Taipei,1,,309012.956,2774595.127
BR18_UP,BR18,文德-上行月臺(文湖線),文湖線,25.078455,121.5849995,,,0,025,Asia/Taipei,1,一,309012.956,2774595.127
BR18_DN,BR18,文德-下行月臺(文湖線),文湖線,25.078455,121.5849995,,,0,025,Asia/Taipei,1,二,309012.956,2774595.127
BR18_Exit 1,BR18,1,文湖線,25.078671,121.58564,,,2,025,Asia/Taipei,1,,309077.466,2774619.332
BR18_Exit 2,BR18,2,文湖線,25.078408,121.58447,,,2,025,Asia/Taipei,1,,308959.563,2774589.69
026,BR19,內湖,文湖線,25.083675,121.594363,,,1,,Asia/Taipei,1,,309954.997,2775177.45
BR19_UP,BR19,內湖-上行月臺(文湖線),文湖線,25.083675,121.594363,,,0,026,Asia/Taipei,1,一,309954.997,2775177.45
BR19_DN,BR19,內湖-下行月臺(文湖線),文湖線,25.083675,121.594363,,,0,026,Asia/Taipei,1,二,309954.997,2775177.45
BR19_Exit 1,BR19,1,文湖線,25.083745,121.594266,,,2,026,Asia/Taipei,1,,309945.178,2775185.161
BR19_Exit 2,BR19,2,文湖線,25.083636,121.594612,,,2,026,Asia/Taipei,1,,309980.134,2775173.241
027,BR20,大湖公園,文湖線,25.083805,121.602214,,,1,,Asia/Taipei,1,,310746.903,2775195.356
BR20_UP,BR20,大湖公園-上行月臺(文湖線),文湖線,25.083805,121.602214,,,0,027,Asia/Taipei,1,一,310746.903,2775195.356
BR20_DN,BR20,大湖公園-下行月臺(文湖線),文湖線,25.083805,121.602214,,,0,027,Asia/Taipei,1,二,310746.903,2775195.356
BR20_Exit 1,BR20,1,文湖線,25.083894,121.602377,,,2,027,Asia/Taipei,1,,310763.301,2775205.288
BR20_Exit 2,BR20,2,文湖線,25.083675,121.60221,,,2,027,Asia/Taipei,1,,310746.563,2775180.955
028,BR21,葫洲,文湖線,25.07271,121.6071455,,,1,,Asia/Taipei,1,,311249.888,2773968.622
BR21_UP,BR21,葫洲-上行月臺(文湖線),文湖線,25.07271,121.6071455,,,0,028,Asia/Taipei,1,一,311249.888,2773968.622
BR21_DN,BR21,葫洲-下行月臺(文湖線),文湖線,25.07271,121.6071455,,,0,028,Asia/Taipei,1,二,311249.888,2773968.622
BR21_Exit 1,BR21,1,文湖線,25.072638,121.608047,,,2,028,Asia/Taipei,1,,311340.871,2773961.056
BR21_Exit 2,BR21,2,文湖線,25.072534,121.607197,,,2,028,Asia/Taipei,1,,311255.171,2773949.151
029,BR22,東湖,文湖線,25.067455,121.611535,,,1,,Asia/Taipei,1,,311695.352,2773388.538
BR22_UP,BR22,東湖-上行月臺(文湖線),文湖線,25.067455,121.611535,,,0,029,Asia/Taipei,1,一,311695.352,2773388.538
BR22_DN,BR22,東湖-下行月臺(文湖線),文湖線,25.067455,121.611535,,,0,029,Asia/Taipei,1,二,311695.352,2773388.538
BR22_Exit 1,BR22,1,文湖線,25.067218,121.611129,,,2,029,Asia/Taipei,1,,311654.51,2773362.101
BR22_Exit 2,BR22,2,文湖線,25.067111,121.611239,,,2,029,Asia/Taipei,1,,311665.661,2773350.299
BR22_Exit 3,BR22,3,文湖線,25.067053,121.611724,,,2,029,Asia/Taipei,1,,311714.621,2773344.096
030,BR23,南港軟體園區,文湖線,25.05992,121.615,,,1,,Asia/Taipei,1,,312048.726,2772555.495
BR23_UP,BR23,南港軟體園區-上行月臺(文湖線),文湖線,25.05992,121.615,,,0,030,Asia/Taipei,1,一,312048.726,2772555.495
BR23_DN,BR23,南港軟體園區-下行月臺(文湖線),文湖線,25.05992,121.615,,,0,030,Asia/Taipei,1,二,312048.726,2772555.495
BR23_Exit 1,BR23,1,文湖線,25.059995,121.615817,,,2,030,Asia/Taipei,1,,312131.119,2772564.177
BR23_Exit 2,BR23,2,文湖線,25.059883,121.616091,,,2,030,Asia/Taipei,1,,312158.821,2772551.897
