table_name,field_name,language,translation,record_id,record_sub_id,field_value
trips,trip_headsign,en,Far Eastern Hospital,430_1003_DN,,
trips,trip_headsign,en,Exhibition Center,430_1004_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1005_DN,,
trips,trip_headsign,en,Exhibition Center,430_1006_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1007_DN,,
trips,trip_headsign,en,Exhibition Center,430_1008_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1009_DN,,
trips,trip_headsign,en,Exhibition Center,430_1010_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1011_DN,,
trips,trip_headsign,en,Exhibition Center,430_1012_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1013_DN,,
trips,trip_headsign,en,Exhibition Center,430_1014_UP,,
trips,trip_headsign,en,Dingpu,430_1015_DN,,
trips,trip_headsign,en,Exhibition Center,430_1016_UP,,
trips,trip_headsign,en,Dingpu,430_1017_DN,,
trips,trip_headsign,en,Exhibition Center,430_1018_UP,,
trips,trip_headsign,en,Dingpu,430_1019_DN,,
trips,trip_headsign,en,Exhibition Center,430_1020_UP,,
trips,trip_headsign,en,Dingpu,430_1021_DN,,
trips,trip_headsign,en,Exhibition Center,430_1022_UP,,
trips,trip_headsign,en,Dingpu,430_1023_DN,,
trips,trip_headsign,en,Far Eastern Hospital,430_1025_DN,,
trips,trip_headsign,en,Exhibition Center,430_1026_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1027_DN,,
trips,trip_headsign,en,Exhibition Center,430_1028_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1029_DN,,
trips,trip_headsign,en,Exhibition Center,430_1030_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1031_DN,,
trips,trip_headsign,en,Exhibition Center,430_1032_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1033_DN,,
trips,trip_headsign,en,Exhibition Center,430_1034_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1035_DN,,
trips,trip_headsign,en,Exhibition Center,430_1036_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1037_DN,,
trips,trip_headsign,en,Exhibition Center,430_1038_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1039_DN,,
trips,trip_headsign,en,Exhibition Center,430_1040_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1041_DN,,
trips,trip_headsign,en,Kunyang,430_1042_UP,,
trips,trip_headsign,en,Dingpu,430_1043_DN,,
trips,trip_headsign,en,Exhibition Center,430_1044_UP,,
trips,trip_headsign,en,Dingpu,430_1045_DN,,
trips,trip_headsign,en,Exhibition Center,430_1046_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1047_DN,,
trips,trip_headsign,en,Exhibition Center,430_1048_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1049_DN,,
trips,trip_headsign,en,Exhibition Center,430_1050_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1051_DN,,
trips,trip_headsign,en,Exhibition Center,430_1052_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1053_DN,,
trips,trip_headsign,en,Exhibition Center,430_1054_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1055_DN,,
trips,trip_headsign,en,Exhibition Center,430_1056_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1057_DN,,
trips,trip_headsign,en,Exhibition Center,430_1058_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1059_DN,,
trips,trip_headsign,en,Exhibition Center,430_1060_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1061_DN,,
trips,trip_headsign,en,Exhibition Center,430_1064_UP,,
trips,trip_headsign,en,Dingpu,430_1065_DN,,
trips,trip_headsign,en,Exhibition Center,430_1066_UP,,
trips,trip_headsign,en,Dingpu,430_1067_DN,,
trips,trip_headsign,en,Exhibition Center,430_1068_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1069_DN,,
trips,trip_headsign,en,Exhibition Center,430_1070_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1071_DN,,
trips,trip_headsign,en,Exhibition Center,430_1072_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1073_DN,,
trips,trip_headsign,en,Exhibition Center,430_1074_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1075_DN,,
trips,trip_headsign,en,Exhibition Center,430_1076_UP,,
trips,trip_headsign,en,Dingpu,430_1077_DN,,
trips,trip_headsign,en,Exhibition Center,430_1078_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1079_DN,,
trips,trip_headsign,en,Exhibition Center,430_1080_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1081_DN,,
trips,trip_headsign,en,Exhibition Center,430_1084_UP,,
trips,trip_headsign,en,Dingpu,430_1085_DN,,
trips,trip_headsign,en,Exhibition Center,430_1086_UP,,
trips,trip_headsign,en,Dingpu,430_1087_DN,,
trips,trip_headsign,en,Exhibition Center,430_1088_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1089_DN,,
trips,trip_headsign,en,Exhibition Center,430_1090_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1091_DN,,
trips,trip_headsign,en,Exhibition Center,430_1092_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1093_DN,,
trips,trip_headsign,en,Exhibition Center,430_1094_UP,,
trips,trip_headsign,en,Dingpu,430_1095_DN,,
trips,trip_headsign,en,Exhibition Center,430_1096_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1097_DN,,
trips,trip_headsign,en,Exhibition Center,430_1098_UP,,
trips,trip_headsign,en,Dingpu,430_1099_DN,,
trips,trip_headsign,en,Exhibition Center,430_1100_UP,,
trips,trip_headsign,en,Dingpu,430_1101_DN,,
trips,trip_headsign,en,Exhibition Center,430_1102_UP,,
trips,trip_headsign,en,Dingpu,430_1103_DN,,
trips,trip_headsign,en,Exhibition Center,430_1104_UP,,
trips,trip_headsign,en,Dingpu,430_1105_DN,,
trips,trip_headsign,en,Exhibition Center,430_1108_UP,,
trips,trip_headsign,en,Dingpu,430_1109_DN,,
trips,trip_headsign,en,Exhibition Center,430_1110_UP,,
trips,trip_headsign,en,Dingpu,430_1111_DN,,
trips,trip_headsign,en,Exhibition Center,430_1112_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1113_DN,,
trips,trip_headsign,en,Exhibition Center,430_1114_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1115_DN,,
trips,trip_headsign,en,Exhibition Center,430_1116_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1117_DN,,
trips,trip_headsign,en,Exhibition Center,430_1118_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1119_DN,,
trips,trip_headsign,en,Exhibition Center,430_1120_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1121_DN,,
trips,trip_headsign,en,Exhibition Center,430_1122_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1123_DN,,
trips,trip_headsign,en,Exhibition Center,430_1126_UP,,
trips,trip_headsign,en,Dingpu,430_1127_DN,,
trips,trip_headsign,en,Exhibition Center,430_1128_UP,,
trips,trip_headsign,en,Dingpu,430_1129_DN,,
trips,trip_headsign,en,Exhibition Center,430_1130_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1131_DN,,
trips,trip_headsign,en,Exhibition Center,430_1132_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1133_DN,,
trips,trip_headsign,en,Exhibition Center,430_1134_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1135_DN,,
trips,trip_headsign,en,Exhibition Center,430_1136_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1137_DN,,
trips,trip_headsign,en,Exhibition Center,430_1138_UP,,
trips,trip_headsign,en,Dingpu,430_1139_DN,,
trips,trip_headsign,en,Exhibition Center,430_1140_UP,,
trips,trip_headsign,en,Dingpu,430_1141_DN,,
trips,trip_headsign,en,Exhibition Center,430_1142_UP,,
trips,trip_headsign,en,Dingpu,430_1143_DN,,
trips,trip_headsign,en,Exhibition Center,430_1144_UP,,
trips,trip_headsign,en,Dingpu,430_1145_DN,,
trips,trip_headsign,en,Exhibition Center,430_1146_UP,,
trips,trip_headsign,en,Dingpu,430_1147_DN,,
trips,trip_headsign,en,Exhibition Center,430_1150_UP,,
trips,trip_headsign,en,Dingpu,430_1151_DN,,
trips,trip_headsign,en,Exhibition Center,430_1152_UP,,
trips,trip_headsign,en,Dingpu,430_1153_DN,,
trips,trip_headsign,en,Exhibition Center,430_1154_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1155_DN,,
trips,trip_headsign,en,Exhibition Center,430_1156_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1157_DN,,
trips,trip_headsign,en,Exhibition Center,430_1158_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1159_DN,,
trips,trip_headsign,en,Exhibition Center,430_1160_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1161_DN,,
trips,trip_headsign,en,Exhibition Center,430_1162_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1163_DN,,
trips,trip_headsign,en,Exhibition Center,430_1164_UP,,
trips,trip_headsign,en,Dingpu,430_1165_DN,,
trips,trip_headsign,en,Exhibition Center,430_1166_UP,,
trips,trip_headsign,en,Dingpu,430_1167_DN,,
trips,trip_headsign,en,Exhibition Center,430_1168_UP,,
trips,trip_headsign,en,Dingpu,430_1169_DN,,
trips,trip_headsign,en,Exhibition Center,430_1170_UP,,
trips,trip_headsign,en,Dingpu,430_1171_DN,,
trips,trip_headsign,en,Exhibition Center,430_1172_UP,,
trips,trip_headsign,en,Dingpu,430_1173_DN,,
trips,trip_headsign,en,Exhibition Center,430_1176_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1177_DN,,
trips,trip_headsign,en,Exhibition Center,430_1178_UP,,
trips,trip_headsign,en,Dingpu,430_1179_DN,,
trips,trip_headsign,en,Exhibition Center,430_1180_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1181_DN,,
trips,trip_headsign,en,Exhibition Center,430_1182_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1183_DN,,
trips,trip_headsign,en,Exhibition Center,430_1184_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1185_DN,,
trips,trip_headsign,en,Exhibition Center,430_1186_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1187_DN,,
trips,trip_headsign,en,Exhibition Center,430_1188_UP,,
trips,trip_headsign,en,Dingpu,430_1189_DN,,
trips,trip_headsign,en,Exhibition Center,430_1190_UP,,
trips,trip_headsign,en,Dingpu,430_1191_DN,,
trips,trip_headsign,en,Exhibition Center,430_1192_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1193_DN,,
trips,trip_headsign,en,Exhibition Center,430_1194_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1195_DN,,
trips,trip_headsign,en,Exhibition Center,430_1198_UP,,
trips,trip_headsign,en,Dingpu,430_1199_DN,,
trips,trip_headsign,en,Exhibition Center,430_1200_UP,,
trips,trip_headsign,en,Dingpu,430_1201_DN,,
trips,trip_headsign,en,Exhibition Center,430_1202_UP,,
trips,trip_headsign,en,Dingpu,430_1203_DN,,
trips,trip_headsign,en,Exhibition Center,430_1204_UP,,
trips,trip_headsign,en,Dingpu,430_1205_DN,,
trips,trip_headsign,en,Exhibition Center,430_1206_UP,,
trips,trip_headsign,en,Dingpu,430_1207_DN,,
trips,trip_headsign,en,Exhibition Center,430_1208_UP,,
trips,trip_headsign,en,Dingpu,430_1209_DN,,
trips,trip_headsign,en,Exhibition Center,430_1210_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1211_DN,,
trips,trip_headsign,en,Exhibition Center,430_1212_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1213_DN,,
trips,trip_headsign,en,Exhibition Center,430_1214_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1215_DN,,
trips,trip_headsign,en,Exhibition Center,430_1216_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1217_DN,,
trips,trip_headsign,en,Exhibition Center,430_1220_UP,,
trips,trip_headsign,en,Dingpu,430_1221_DN,,
trips,trip_headsign,en,Exhibition Center,430_1222_UP,,
trips,trip_headsign,en,Dingpu,430_1223_DN,,
trips,trip_headsign,en,Exhibition Center,430_1224_UP,,
trips,trip_headsign,en,Dingpu,430_1225_DN,,
trips,trip_headsign,en,Exhibition Center,430_1226_UP,,
trips,trip_headsign,en,Dingpu,430_1227_DN,,
trips,trip_headsign,en,Exhibition Center,430_1228_UP,,
trips,trip_headsign,en,Dingpu,430_1229_DN,,
trips,trip_headsign,en,Exhibition Center,430_1230_UP,,
trips,trip_headsign,en,Dingpu,430_1231_DN,,
trips,trip_headsign,en,Exhibition Center,430_1232_UP,,
trips,trip_headsign,en,Dingpu,430_1233_DN,,
trips,trip_headsign,en,Exhibition Center,430_1234_UP,,
trips,trip_headsign,en,Dingpu,430_1235_DN,,
trips,trip_headsign,en,Exhibition Center,430_1236_UP,,
trips,trip_headsign,en,Dingpu,430_1237_DN,,
trips,trip_headsign,en,Exhibition Center,430_1238_UP,,
trips,trip_headsign,en,Dingpu,430_1239_DN,,
trips,trip_headsign,en,Exhibition Center,430_1240_UP,,
trips,trip_headsign,en,Dingpu,430_1243_DN,,
trips,trip_headsign,en,Exhibition Center,430_1244_UP,,
trips,trip_headsign,en,Dingpu,430_1245_DN,,
trips,trip_headsign,en,Exhibition Center,430_1246_UP,,
trips,trip_headsign,en,Dingpu,430_1247_DN,,
trips,trip_headsign,en,Exhibition Center,430_1248_UP,,
trips,trip_headsign,en,Dingpu,430_1249_DN,,
trips,trip_headsign,en,Exhibition Center,430_1250_UP,,
trips,trip_headsign,en,Dingpu,430_1251_DN,,
trips,trip_headsign,en,Exhibition Center,430_1252_UP,,
trips,trip_headsign,en,Dingpu,430_1253_DN,,
trips,trip_headsign,en,Exhibition Center,430_1254_UP,,
trips,trip_headsign,en,Dingpu,430_1255_DN,,
trips,trip_headsign,en,Exhibition Center,430_1256_UP,,
trips,trip_headsign,en,Dingpu,430_1257_DN,,
trips,trip_headsign,en,Exhibition Center,430_1258_UP,,
trips,trip_headsign,en,Dingpu,430_1259_DN,,
trips,trip_headsign,en,Exhibition Center,430_1260_UP,,
trips,trip_headsign,en,Dingpu,430_1261_DN,,
trips,trip_headsign,en,Exhibition Center,430_1262_UP,,
trips,trip_headsign,en,Exhibition Center,430_1266_UP,,
trips,trip_headsign,en,Dingpu,430_1267_DN,,
trips,trip_headsign,en,Exhibition Center,430_1268_UP,,
trips,trip_headsign,en,Dingpu,430_1269_DN,,
trips,trip_headsign,en,Exhibition Center,430_1270_UP,,
trips,trip_headsign,en,Dingpu,430_1271_DN,,
trips,trip_headsign,en,Exhibition Center,430_1272_UP,,
trips,trip_headsign,en,Dingpu,430_1273_DN,,
trips,trip_headsign,en,Exhibition Center,430_1274_UP,,
trips,trip_headsign,en,Dingpu,430_1275_DN,,
trips,trip_headsign,en,Exhibition Center,430_1276_UP,,
trips,trip_headsign,en,Dingpu,430_1277_DN,,
trips,trip_headsign,en,Exhibition Center,430_1278_UP,,
trips,trip_headsign,en,Dingpu,430_1279_DN,,
trips,trip_headsign,en,Exhibition Center,430_1280_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1281_DN,,
trips,trip_headsign,en,Exhibition Center,430_1282_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1283_DN,,
trips,trip_headsign,en,Exhibition Center,430_1284_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1285_DN,,
trips,trip_headsign,en,Exhibition Center,430_1288_UP,,
trips,trip_headsign,en,Dingpu,430_1289_DN,,
trips,trip_headsign,en,Exhibition Center,430_1290_UP,,
trips,trip_headsign,en,Dingpu,430_1291_DN,,
trips,trip_headsign,en,Exhibition Center,430_1292_UP,,
trips,trip_headsign,en,Dingpu,430_1293_DN,,
trips,trip_headsign,en,Exhibition Center,430_1294_UP,,
trips,trip_headsign,en,Dingpu,430_1295_DN,,
trips,trip_headsign,en,Exhibition Center,430_1296_UP,,
trips,trip_headsign,en,Dingpu,430_1297_DN,,
trips,trip_headsign,en,Exhibition Center,430_1298_UP,,
trips,trip_headsign,en,Dingpu,430_1299_DN,,
trips,trip_headsign,en,Exhibition Center,430_1300_UP,,
trips,trip_headsign,en,Dingpu,430_1301_DN,,
trips,trip_headsign,en,Exhibition Center,430_1302_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1303_DN,,
trips,trip_headsign,en,Exhibition Center,430_1304_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1305_DN,,
trips,trip_headsign,en,Exhibition Center,430_1306_UP,,
trips,trip_headsign,en,Dingpu,430_1307_DN,,
trips,trip_headsign,en,Exhibition Center,430_1308_UP,,
trips,trip_headsign,en,Exhibition Center,430_1312_UP,,
trips,trip_headsign,en,Dingpu,430_1313_DN,,
trips,trip_headsign,en,Exhibition Center,430_1314_UP,,
trips,trip_headsign,en,Dingpu,430_1315_DN,,
trips,trip_headsign,en,Exhibition Center,430_1316_UP,,
trips,trip_headsign,en,Dingpu,430_1317_DN,,
trips,trip_headsign,en,Exhibition Center,430_1318_UP,,
trips,trip_headsign,en,Dingpu,430_1319_DN,,
trips,trip_headsign,en,Exhibition Center,430_1320_UP,,
trips,trip_headsign,en,Dingpu,430_1321_DN,,
trips,trip_headsign,en,Exhibition Center,430_1322_UP,,
trips,trip_headsign,en,Dingpu,430_1323_DN,,
trips,trip_headsign,en,Exhibition Center,430_1324_UP,,
trips,trip_headsign,en,Dingpu,430_1325_DN,,
trips,trip_headsign,en,Exhibition Center,430_1326_UP,,
trips,trip_headsign,en,Dingpu,430_1327_DN,,
trips,trip_headsign,en,Exhibition Center,430_1328_UP,,
trips,trip_headsign,en,Dingpu,430_1329_DN,,
trips,trip_headsign,en,Exhibition Center,430_1332_UP,,
trips,trip_headsign,en,Dingpu,430_1333_DN,,
trips,trip_headsign,en,Exhibition Center,430_1334_UP,,
trips,trip_headsign,en,Dingpu,430_1335_DN,,
trips,trip_headsign,en,Exhibition Center,430_1336_UP,,
trips,trip_headsign,en,Dingpu,430_1337_DN,,
trips,trip_headsign,en,Exhibition Center,430_1338_UP,,
trips,trip_headsign,en,Dingpu,430_1339_DN,,
trips,trip_headsign,en,Exhibition Center,430_1340_UP,,
trips,trip_headsign,en,Dingpu,430_1341_DN,,
trips,trip_headsign,en,Exhibition Center,430_1342_UP,,
trips,trip_headsign,en,Dingpu,430_1343_DN,,
trips,trip_headsign,en,Exhibition Center,430_1344_UP,,
trips,trip_headsign,en,Dingpu,430_1345_DN,,
trips,trip_headsign,en,Exhibition Center,430_1346_UP,,
trips,trip_headsign,en,Dingpu,430_1347_DN,,
trips,trip_headsign,en,Exhibition Center,430_1348_UP,,
trips,trip_headsign,en,Dingpu,430_1349_DN,,
trips,trip_headsign,en,Exhibition Center,430_1352_UP,,
trips,trip_headsign,en,Dingpu,430_1353_DN,,
trips,trip_headsign,en,Exhibition Center,430_1354_UP,,
trips,trip_headsign,en,Dingpu,430_1355_DN,,
trips,trip_headsign,en,Exhibition Center,430_1356_UP,,
trips,trip_headsign,en,Dingpu,430_1357_DN,,
trips,trip_headsign,en,Exhibition Center,430_1358_UP,,
trips,trip_headsign,en,Dingpu,430_1359_DN,,
trips,trip_headsign,en,Exhibition Center,430_1360_UP,,
trips,trip_headsign,en,Dingpu,430_1361_DN,,
trips,trip_headsign,en,Exhibition Center,430_1362_UP,,
trips,trip_headsign,en,Dingpu,430_1363_DN,,
trips,trip_headsign,en,Exhibition Center,430_1364_UP,,
trips,trip_headsign,en,Dingpu,430_1365_DN,,
trips,trip_headsign,en,Exhibition Center,430_1366_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1367_DN,,
trips,trip_headsign,en,Exhibition Center,430_1368_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1369_DN,,
trips,trip_headsign,en,Kunyang,430_1370_UP,,
trips,trip_headsign,en,Exhibition Center,430_1372_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1373_DN,,
trips,trip_headsign,en,Exhibition Center,430_1374_UP,,
trips,trip_headsign,en,Dingpu,430_1375_DN,,
trips,trip_headsign,en,Exhibition Center,430_1376_UP,,
trips,trip_headsign,en,Dingpu,430_1377_DN,,
trips,trip_headsign,en,Exhibition Center,430_1378_UP,,
trips,trip_headsign,en,Dingpu,430_1379_DN,,
trips,trip_headsign,en,Exhibition Center,430_1380_UP,,
trips,trip_headsign,en,Dingpu,430_1381_DN,,
trips,trip_headsign,en,Exhibition Center,430_1382_UP,,
trips,trip_headsign,en,Dingpu,430_1383_DN,,
trips,trip_headsign,en,Exhibition Center,430_1384_UP,,
trips,trip_headsign,en,Dingpu,430_1385_DN,,
trips,trip_headsign,en,Exhibition Center,430_1386_UP,,
trips,trip_headsign,en,Dingpu,430_1387_DN,,
trips,trip_headsign,en,Exhibition Center,430_1388_UP,,
trips,trip_headsign,en,Dingpu,430_1389_DN,,
trips,trip_headsign,en,Exhibition Center,430_1390_UP,,
trips,trip_headsign,en,Dingpu,430_1391_DN,,
trips,trip_headsign,en,Far Eastern Hospital,430_1393_DN,,
trips,trip_headsign,en,Exhibition Center,430_1394_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1395_DN,,
trips,trip_headsign,en,Exhibition Center,430_1396_UP,,
trips,trip_headsign,en,Dingpu,430_1397_DN,,
trips,trip_headsign,en,Exhibition Center,430_1398_UP,,
trips,trip_headsign,en,Dingpu,430_1399_DN,,
trips,trip_headsign,en,Exhibition Center,430_1400_UP,,
trips,trip_headsign,en,Dingpu,430_1401_DN,,
trips,trip_headsign,en,Exhibition Center,430_1402_UP,,
trips,trip_headsign,en,Dingpu,430_1403_DN,,
trips,trip_headsign,en,Exhibition Center,430_1404_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1405_DN,,
trips,trip_headsign,en,Exhibition Center,430_1406_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1407_DN,,
trips,trip_headsign,en,Exhibition Center,430_1410_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1411_DN,,
trips,trip_headsign,en,Exhibition Center,430_1412_UP,,
trips,trip_headsign,en,Dingpu,430_1413_DN,,
trips,trip_headsign,en,Exhibition Center,430_1414_UP,,
trips,trip_headsign,en,Dingpu,430_1415_DN,,
trips,trip_headsign,en,Exhibition Center,430_1416_UP,,
trips,trip_headsign,en,Dingpu,430_1417_DN,,
trips,trip_headsign,en,Exhibition Center,430_1418_UP,,
trips,trip_headsign,en,Dingpu,430_1419_DN,,
trips,trip_headsign,en,Exhibition Center,430_1420_UP,,
trips,trip_headsign,en,Dingpu,430_1421_DN,,
trips,trip_headsign,en,Exhibition Center,430_1422_UP,,
trips,trip_headsign,en,Dingpu,430_1423_DN,,
trips,trip_headsign,en,Exhibition Center,430_1424_UP,,
trips,trip_headsign,en,Dingpu,430_1425_DN,,
trips,trip_headsign,en,Exhibition Center,430_1426_UP,,
trips,trip_headsign,en,Dingpu,430_1427_DN,,
trips,trip_headsign,en,Exhibition Center,430_1428_UP,,
trips,trip_headsign,en,Dingpu,430_1429_DN,,
trips,trip_headsign,en,Far Eastern Hospital,430_1431_DN,,
trips,trip_headsign,en,Exhibition Center,430_1432_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1433_DN,,
trips,trip_headsign,en,Exhibition Center,430_1434_UP,,
trips,trip_headsign,en,Dingpu,430_1435_DN,,
trips,trip_headsign,en,Exhibition Center,430_1436_UP,,
trips,trip_headsign,en,Dingpu,430_1437_DN,,
trips,trip_headsign,en,Exhibition Center,430_1438_UP,,
trips,trip_headsign,en,Dingpu,430_1439_DN,,
trips,trip_headsign,en,Exhibition Center,430_1440_UP,,
trips,trip_headsign,en,Dingpu,430_1441_DN,,
trips,trip_headsign,en,Exhibition Center,430_1442_UP,,
trips,trip_headsign,en,Dingpu,430_1443_DN,,
trips,trip_headsign,en,Exhibition Center,430_1444_UP,,
trips,trip_headsign,en,Dingpu,430_1445_DN,,
trips,trip_headsign,en,Exhibition Center,430_1446_UP,,
trips,trip_headsign,en,Dingpu,430_1447_DN,,
trips,trip_headsign,en,Exhibition Center,430_1448_UP,,
trips,trip_headsign,en,Dingpu,430_1449_DN,,
trips,trip_headsign,en,Exhibition Center,430_1450_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1453_DN,,
trips,trip_headsign,en,Exhibition Center,430_1454_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1455_DN,,
trips,trip_headsign,en,Dingpu,430_1457_DN,,
trips,trip_headsign,en,Exhibition Center,430_1458_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1459_DN,,
trips,trip_headsign,en,Exhibition Center,430_1460_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1461_DN,,
trips,trip_headsign,en,Dingpu,430_1463_DN,,
trips,trip_headsign,en,Exhibition Center,430_1464_UP,,
trips,trip_headsign,en,Dingpu,430_1465_DN,,
trips,trip_headsign,en,Exhibition Center,430_1466_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1467_DN,,
trips,trip_headsign,en,Exhibition Center,430_1470_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1471_DN,,
trips,trip_headsign,en,Exhibition Center,430_1472_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1473_DN,,
trips,trip_headsign,en,Exhibition Center,430_1476_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1477_DN,,
trips,trip_headsign,en,Far Eastern Hospital,430_1479_DN,,
trips,trip_headsign,en,Exhibition Center,430_1480_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1481_DN,,
trips,trip_headsign,en,Exhibition Center,430_1482_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1483_DN,,
trips,trip_headsign,en,Dingpu,430_1485_DN,,
trips,trip_headsign,en,Exhibition Center,430_1486_UP,,
trips,trip_headsign,en,Dingpu,430_1487_DN,,
trips,trip_headsign,en,Exhibition Center,430_1488_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_1489_DN,,
trips,trip_headsign,en,Dingpu,430_2001_DN,,
trips,trip_headsign,en,Exhibition Center,430_2002_UP,,
trips,trip_headsign,en,Dingpu,430_2003_DN,,
trips,trip_headsign,en,Exhibition Center,430_2004_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_2005_DN,,
trips,trip_headsign,en,Dingpu,430_2007_DN,,
trips,trip_headsign,en,Exhibition Center,430_2008_UP,,
trips,trip_headsign,en,Dingpu,430_2009_DN,,
trips,trip_headsign,en,Exhibition Center,430_2010_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_2011_DN,,
trips,trip_headsign,en,Dingpu,430_2013_DN,,
trips,trip_headsign,en,Exhibition Center,430_2014_UP,,
trips,trip_headsign,en,Dingpu,430_2015_DN,,
trips,trip_headsign,en,Exhibition Center,430_2016_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_2017_DN,,
trips,trip_headsign,en,Exhibition Center,430_2020_UP,,
trips,trip_headsign,en,Dingpu,430_2021_DN,,
trips,trip_headsign,en,Exhibition Center,430_2022_UP,,
trips,trip_headsign,en,Dingpu,430_2023_DN,,
trips,trip_headsign,en,Exhibition Center,430_2024_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_2025_DN,,
trips,trip_headsign,en,Exhibition Center,430_2028_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_2029_DN,,
trips,trip_headsign,en,Exhibition Center,430_2030_UP,,
trips,trip_headsign,en,Far Eastern Hospital,430_2031_DN,,
