table_name,field_name,language,translation,record_id,record_sub_id,field_value
stops,platform_code,en,1,G04_UP,,
stops,platform_code,en,2,G05_DN,,
stops,platform_code,en,1,G05_UP,,
stops,platform_code,en,2,G06_DN,,
stops,platform_code,en,1,G06_UP,,
stops,platform_code,en,2,G07_DN,,
stops,platform_code,en,1,G07_UP,,
stops,platform_code,en,2,G08_DN,,
stops,platform_code,en,1,G08_UP,,
stops,platform_code,en,3,G09_DN,,
stops,platform_code,en,1,G09_UP,,
stops,platform_code,en,4,G10_DN,,
stops,platform_code,en,2,G10_UP,,
stops,platform_code,en,2,G11_DN,,
stops,platform_code,en,1,G11_UP,,
stops,platform_code,en,4,G12_DN,,
stops,platform_code,en,2,G12_UP,,
stops,platform_code,en,2,G13_DN,,
stops,platform_code,en,1,G13_UP,,
stops,platform_code,en,4,G14_DN,,
stops,platform_code,en,3,G14_UP,,
stops,platform_code,en,2,G15_DN,,
stops,platform_code,en,1,G15_UP,,
stops,platform_code,en,2,G16_DN,,
stops,platform_code,en,1,G16_UP,,
stops,platform_code,en,2,G17_DN,,
stops,platform_code,en,1,G17_UP,,
stops,platform_code,en,2,G18_DN,,
stops,platform_code,en,1,G18_UP,,
stops,platform_code,en,2,G19_DN,,
stops,platform_code,en,1,G19_UP,,
stops,platform_code,en,2,O01_DN,,
stops,platform_code,en,1,O01_UP,,
stops,platform_code,en,2,O02_DN,,
stops,platform_code,en,1,O02_UP,,
stops,platform_code,en,2,O03_DN,,
stops,platform_code,en,1,O03_UP,,
stops,platform_code,en,2,O04_DN,,
stops,platform_code,en,1,O04_UP,,
stops,platform_code,en,4,O05_DN,,
stops,platform_code,en,2,O05_UP,,
stops,platform_code,en,3,O06_DN,,
stops,platform_code,en,1,O06_UP,,
stops,platform_code,en,4,O07_DN,,
stops,platform_code,en,3,O07_UP,,
stops,platform_code,en,2,O08_DN,,
stops,platform_code,en,1,O08_UP,,
stops,platform_code,en,2,O09_DN,,
stops,platform_code,en,1,O09_UP,,
stops,platform_code,en,2,O10_DN,,
stops,platform_code,en,1,O10_UP,,
stops,platform_code,en,4,O11_DN,,
stops,platform_code,en,3,O11_UP,,
stops,platform_code,en,2,O12_DN,,
stops,platform_code,en,1,O12_UP,,
stops,platform_code,en,2,O13_DN,,
stops,platform_code,en,1,O13_UP,,
stops,platform_code,en,2,O14_DN,,
stops,platform_code,en,1,O14_UP,,
stops,platform_code,en,2,O15_DN,,
stops,platform_code,en,1,O15_UP,,
stops,platform_code,en,2,O16_DN,,
stops,platform_code,en,1,O16_UP,,
stops,platform_code,en,2,O17_DN,,
stops,platform_code,en,1,O17_UP,,
stops,platform_code,en,2,O18_DN,,
stops,platform_code,en,1,O18_UP,,
stops,platform_code,en,2,O19_DN,,
stops,platform_code,en,1,O19_UP,,
stops,platform_code,en,2,O20_DN,,
stops,platform_code,en,1,O20_UP,,
stops,platform_code,en,2,O21_DN,,
stops,platform_code,en,1,O21_UP,,
stops,platform_code,en,2,O50_DN,,
stops,platform_code,en,1,O50_UP,,
stops,platform_code,en,2,O51_DN,,
stops,platform_code,en,1,O51_UP,,
stops,platform_code,en,2,O52_DN,,
stops,platform_code,en,1,O52_UP,,
stops,platform_code,en,2,O53_DN,,
stops,platform_code,en,1,O53_UP,,
stops,platform_code,en,2,O54_DN,,
stops,platform_code,en,1,O54_UP,,
stops,platform_code,en,2,R02_DN,,
stops,platform_code,en,1,R02_UP,,
stops,platform_code,en,2,R03_DN,,
stops,platform_code,en,1,R03_UP,,
stops,platform_code,en,2,R04_DN,,
stops,platform_code,en,1,R04_UP,,
stops,platform_code,en,2,R05_DN,,
stops,platform_code,en,1,R05_UP,,
stops,platform_code,en,2,R06_DN,,
stops,platform_code,en,1,R06_UP,,
stops,platform_code,en,4,R07_DN,,
stops,platform_code,en,2,R07_UP,,
stops,platform_code,en,3,R08_DN,,
stops,platform_code,en,1,R08_UP,,
stops,platform_code,en,2,R09_DN,,
stops,platform_code,en,1,R09_UP,,
stops,platform_code,en,2,R10_DN,,
stops,platform_code,en,1,R10_UP,,
stops,platform_code,en,2,R11_DN,,
stops,platform_code,en,1,R11_UP,,
stops,platform_code,en,2,R12_DN,,
stops,platform_code,en,1,R12_UP,,
stops,platform_code,en,2,R13_DN,,
stops,platform_code,en,1,R13_UP,,
stops,platform_code,en,2,R14_DN,,
stops,platform_code,en,1,R14_UP,,
stops,platform_code,en,2,R15_DN,,
stops,platform_code,en,1,R15_UP,,
stops,platform_code,en,2,R16_DN,,
stops,platform_code,en,1,R16_UP,,
stops,platform_code,en,2,R17_DN,,
stops,platform_code,en,1,R17_UP,,
stops,platform_code,en,2,R18_DN,,
stops,platform_code,en,1,R18_UP,,
stops,platform_code,en,2,R19_DN,,
stops,platform_code,en,1,R19_UP,,
stops,platform_code,en,2,R20_DN,,
stops,platform_code,en,1,R20_UP,,
stops,platform_code,en,2,R21_DN,,
stops,platform_code,en,1,R21_UP,,
stops,platform_code,en,"2, 3",R22_DN,,
stops,platform_code,en,1,R22_UP,,
stops,platform_code,en,4,R22_UPA,,
stops,platform_code,en,2,R22A_DN,,
stops,platform_code,en,1,R22A_UP,,
stops,platform_code,en,2,R23_DN,,
stops,platform_code,en,1,R23_UP,,
stops,platform_code,en,2,R24_DN,,
stops,platform_code,en,1,R24_UP,,
stops,platform_code,en,2,R25_DN,,
stops,platform_code,en,1,R25_UP,,
stops,platform_code,en,2,R26_DN,,
stops,platform_code,en,1,R26_UP,,
stops,platform_code,en,2,R27_DN,,
stops,platform_code,en,1,R27_UP,,
stops,platform_code,en,2,R28_DN,,
stops,platform_code,en,1,R28_UP,,
stops,platform_code,en,2,Y07_DN,,
stops,platform_code,en,1,Y07_UP,,
stops,platform_code,en,2,Y08_DN,,
stops,platform_code,en,1,Y08_UP,,
stops,platform_code,en,2,Y09_DN,,
stops,platform_code,en,1,Y09_UP,,
stops,platform_code,en,2,Y10_DN,,
stops,platform_code,en,1,Y10_UP,,
stops,platform_code,en,2,Y11_DN,,
stops,platform_code,en,1,Y11_UP,,
stops,platform_code,en,2,Y12_DN,,
stops,platform_code,en,1,Y12_UP,,
stops,platform_code,en,2,Y13_DN,,
stops,platform_code,en,1,Y13_UP,,
stops,platform_code,en,2,Y14_DN,,
stops,platform_code,en,1,Y14_UP,,
stops,platform_code,en,2,Y15_DN,,
stops,platform_code,en,1,Y15_UP,,
stops,platform_code,en,2,Y16_DN,,
stops,platform_code,en,1,Y16_UP,,
stops,platform_code,en,2,Y17_DN,,
stops,platform_code,en,1,Y17_UP,,
stops,platform_code,en,2,Y18_DN,,
stops,platform_code,en,1,Y18_UP,,
stops,platform_code,en,2,Y19_DN,,
stops,platform_code,en,1,Y19_UP,,
stops,platform_code,en,2,Y20_DN,,
stops,platform_code,en,1,Y20_UP,,
stops,stop_name,en,Dingpu,076,,
stops,stop_name,en,Yongning,077,,
stops,stop_name,en,Tucheng,078,,
stops,stop_name,en,Haishan,079,,
stops,stop_name,en,Far Eastern Hospital,080,,
stops,stop_name,en,Fuzhong,081,,
stops,stop_name,en,Banqiao,082,,
stops,stop_name,en,Xinpu,083,,
stops,stop_name,en,Jiangzicui,084,,
stops,stop_name,en,Longshan Temple,085,,
stops,stop_name,en,Ximen,086,,
stops,stop_name,en,Taipei Main Station,051,,
stops,stop_name,en,Shandao Temple,088,,
stops,stop_name,en,Zhongxiao Xinsheng,089,,
stops,stop_name,en,Zhongxiao Fuxing,010,,
stops,stop_name,en,Zhongxiao Dunhua,091,,
stops,stop_name,en,Sun Yat,092,,
stops,stop_name,en,Taipei City Hall,093,,
stops,stop_name,en,Yongchun,094,,
stops,stop_name,en,Houshanpi,095,,
stops,stop_name,en,Kunyang,096,,
stops,stop_name,en,Nangang,097,,
stops,stop_name,en,Taipei Nangang Exhibition Center,031,,
stops,stop_name,en,Xindian,033,,
stops,stop_name,en,Single,G01_Single Exit,,
stops,stop_name,en,Xindian District Office,034,,
stops,stop_name,en,Qizhang,035,,
stops,stop_name,en,Xiaobitan,032,,
stops,stop_name,en,Dapinglin,036,,
stops,stop_name,en,Jingmei,037,,
stops,stop_name,en,Wanlong,038,,
stops,stop_name,en,Gongguan,039,,
stops,stop_name,en,Taipower Building,040,,
stops,stop_name,en,Guting,041,,
stops,stop_name,en,Chiang Kai,042,,
stops,stop_name,en,Xiaonanmen,043,,
stops,stop_name,en,Beimen,105,,
stops,stop_name,en,Zhongshan,053,,
stops,stop_name,en,Songjiang Nanjing,132,,
stops,stop_name,en,Nanjing Fuxing,009,,
stops,stop_name,en,Taipei Arena,109,,
stops,stop_name,en,Nanjing Sanmin,110,,
stops,stop_name,en,SongShan,111,,
stops,stop_name,en,Nanshijiao,048,,
stops,stop_name,en,Jingan,047,,
stops,stop_name,en,Single,Y11O02_Single Exit,,
stops,stop_name,en,Yongan Market,046,,
stops,stop_name,en,Single,O03_Single Exit,,
stops,stop_name,en,Dingxi,045,,
stops,stop_name,en,Dongmen,134,,
stops,stop_name,en,Xingtian Temple,131,,
stops,stop_name,en,Zhongshan Elementary School,130,,
stops,stop_name,en,Minquan W. Rd.,055,,
stops,stop_name,en,Daqiaotou,128,,
stops,stop_name,en,Taipei Bridge,127,,
stops,stop_name,en,Single,O13_Single Exit,,
stops,stop_name,en,Cailiao,126,,
stops,stop_name,en,Sanchong,125,,
stops,stop_name,en,Xianse Temple,124,,
stops,stop_name,en,Touqianzhuang,123,,
stops,stop_name,en,Xinzhuang,122,,
stops,stop_name,en,Fu Jen University,121,,
stops,stop_name,en,Danfeng,180,,
stops,stop_name,en,Huilong,179,,
stops,stop_name,en,Sanchong Elementary School,178,,
stops,stop_name,en,Single,O50_Single Exit,,
stops,stop_name,en,Sanhe Junior High School,177,,
stops,stop_name,en,St. Ignatius High School,176,,
stops,stop_name,en,Sanmin Senior High School,175,,
stops,stop_name,en,Luzhou,174,,
stops,stop_name,en,Xiangshan,099,,
stops,stop_name,en,Taipei 101/World Trade Center,100,,
stops,stop_name,en,Xinyi Anhe,101,,
stops,stop_name,en,Daan,011,,
stops,stop_name,en,Daan Park,103,,
stops,stop_name,en,NTU Hospital,050,,
stops,stop_name,en,Shuanglian,054,,
stops,stop_name,en,Yuanshan,056,,
stops,stop_name,en,Jiantan,057,,
stops,stop_name,en,Shilin,058,,
stops,stop_name,en,Zhishan,059,,
stops,stop_name,en,Mingde,060,,
stops,stop_name,en,Shipai,061,,
stops,stop_name,en,Qilian,062,,
stops,stop_name,en,Qiyan,063,,
stops,stop_name,en,Single,R21_Single Exit,,
stops,stop_name,en,Beitou,064,,
stops,stop_name,en,Xinbeitou,065,,
stops,stop_name,en,Fuxinggang,066,,
stops,stop_name,en,Zhongyi,067,,
stops,stop_name,en,Guandu,068,,
stops,stop_name,en,Zhuwei,069,,
stops,stop_name,en,Hongshulin,070,,
stops,stop_name,en,Tamsui,071,,
stops,stop_name,en,Taipei Zoo,019,,
stops,stop_name,en,Muzha,018,,
stops,stop_name,en,Single,BR02_Single Exit,,
stops,stop_name,en,Wanfang Community,017,,
stops,stop_name,en,Single,BR03_Single Exit,,
stops,stop_name,en,Wanfang Hospital,016,,
stops,stop_name,en,Single,BR04_Single Exit,,
stops,stop_name,en,Xinhai,015,,
stops,stop_name,en,Single,BR05_Single Exit,,
stops,stop_name,en,Linguang,014,,
stops,stop_name,en,Single,BR06_Single Exit,,
stops,stop_name,en,Liuzhangli,013,,
stops,stop_name,en,Single,BR07_Single Exit,,
stops,stop_name,en,Technology Building,012,,
stops,stop_name,en,Single,BR08_Single Exit,,
stops,stop_name,en,Zhongshan Junior High School,008,,
stops,stop_name,en,Single,BR12_Single Exit,,
stops,stop_name,en,SongShan Airport,007,,
stops,stop_name,en,Dazhi,021,,
stops,stop_name,en,Jiannan Rd.,022,,
stops,stop_name,en,Xihu,023,,
stops,stop_name,en,Gangqian,024,,
stops,stop_name,en,Wende,025,,
stops,stop_name,en,Neihu,026,,
stops,stop_name,en,Dahu Park,027,,
stops,stop_name,en,Huzhou,028,,
stops,stop_name,en,Donghu,029,,
stops,stop_name,en,Nangang Software Park,030,,
stops,stop_name,en,Shisizhang,201,,
stops,stop_name,en,Single,Y08_Single Exit,,
stops,stop_name,en,XiulangBridge,202,,
stops,stop_name,en,Jingping,203,,
stops,stop_name,en,Single,Y10_Single Exit,,
stops,stop_name,en,Zhonghe,205,,
stops,stop_name,en,Single,Y12_Single Exit,,
stops,stop_name,en,Qiaohe,206,,
stops,stop_name,en,Single,Y13_Single Exit,,
stops,stop_name,en,Zhongyuan,207,,
stops,stop_name,en,Single,Y14_Single Exit,,
stops,stop_name,en,Banxin,208,,
stops,stop_name,en,Single,Y15_Single Exit,,
stops,stop_name,en,Banqiao,209,,
stops,stop_name,en,Xinpu Minsheng,210,,
stops,stop_name,en,Single,Y17_Single Exit,,
stops,stop_name,en,Xingfu,212,,
stops,stop_name,en,New Taipei Industrial Park,213,,
stops,stop_name,en,Single,Y20_Single Exit,,
trips,trip_headsign,en,Exhibition Center,403_1002_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1003_DN,,
trips,trip_headsign,en,Exhibition Center,403_1004_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1005_DN,,
trips,trip_headsign,en,Exhibition Center,403_1006_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1007_DN,,
trips,trip_headsign,en,Exhibition Center,403_1008_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1009_DN,,
trips,trip_headsign,en,Exhibition Center,403_1010_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1011_DN,,
trips,trip_headsign,en,Exhibition Center,403_1012_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1013_DN,,
trips,trip_headsign,en,Exhibition Center,403_1014_UP,,
trips,trip_headsign,en,Dingpu,403_1015_DN,,
trips,trip_headsign,en,Exhibition Center,403_1016_UP,,
trips,trip_headsign,en,Dingpu,403_1017_DN,,
trips,trip_headsign,en,Exhibition Center,403_1018_UP,,
trips,trip_headsign,en,Dingpu,403_1019_DN,,
trips,trip_headsign,en,Exhibition Center,403_1020_UP,,
trips,trip_headsign,en,Dingpu,403_1021_DN,,
trips,trip_headsign,en,Exhibition Center,403_1022_UP,,
trips,trip_headsign,en,Dingpu,403_1023_DN,,
trips,trip_headsign,en,Far Eastern Hospital,403_1025_DN,,
trips,trip_headsign,en,Exhibition Center,403_1026_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1027_DN,,
trips,trip_headsign,en,Exhibition Center,403_1028_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1029_DN,,
trips,trip_headsign,en,Exhibition Center,403_1030_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1031_DN,,
trips,trip_headsign,en,Exhibition Center,403_1032_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1033_DN,,
trips,trip_headsign,en,Exhibition Center,403_1034_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1035_DN,,
trips,trip_headsign,en,Exhibition Center,403_1036_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1037_DN,,
trips,trip_headsign,en,Exhibition Center,403_1038_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1039_DN,,
trips,trip_headsign,en,Exhibition Center,403_1040_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1041_DN,,
trips,trip_headsign,en,Kunyang,403_1042_UP,,
trips,trip_headsign,en,Dingpu,403_1043_DN,,
trips,trip_headsign,en,Exhibition Center,403_1044_UP,,
trips,trip_headsign,en,Dingpu,403_1045_DN,,
trips,trip_headsign,en,Exhibition Center,403_1046_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1047_DN,,
trips,trip_headsign,en,Exhibition Center,403_1048_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1049_DN,,
trips,trip_headsign,en,Exhibition Center,403_1050_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1051_DN,,
trips,trip_headsign,en,Exhibition Center,403_1052_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1053_DN,,
trips,trip_headsign,en,Exhibition Center,403_1054_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1055_DN,,
trips,trip_headsign,en,Exhibition Center,403_1056_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1057_DN,,
trips,trip_headsign,en,Exhibition Center,403_1058_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1059_DN,,
trips,trip_headsign,en,Exhibition Center,403_1060_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1061_DN,,
trips,trip_headsign,en,Exhibition Center,403_1064_UP,,
trips,trip_headsign,en,Dingpu,403_1065_DN,,
trips,trip_headsign,en,Exhibition Center,403_1066_UP,,
trips,trip_headsign,en,Dingpu,403_1067_DN,,
trips,trip_headsign,en,Exhibition Center,403_1068_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1069_DN,,
trips,trip_headsign,en,Exhibition Center,403_1070_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1071_DN,,
trips,trip_headsign,en,Exhibition Center,403_1072_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1073_DN,,
trips,trip_headsign,en,Exhibition Center,403_1074_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1075_DN,,
trips,trip_headsign,en,Exhibition Center,403_1076_UP,,
trips,trip_headsign,en,Dingpu,403_1077_DN,,
trips,trip_headsign,en,Exhibition Center,403_1078_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1079_DN,,
trips,trip_headsign,en,Exhibition Center,403_1080_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1081_DN,,
trips,trip_headsign,en,Exhibition Center,403_1084_UP,,
trips,trip_headsign,en,Dingpu,403_1085_DN,,
trips,trip_headsign,en,Exhibition Center,403_1086_UP,,
trips,trip_headsign,en,Dingpu,403_1087_DN,,
trips,trip_headsign,en,Exhibition Center,403_1088_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1089_DN,,
trips,trip_headsign,en,Exhibition Center,403_1090_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1091_DN,,
trips,trip_headsign,en,Exhibition Center,403_1092_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1093_DN,,
trips,trip_headsign,en,Exhibition Center,403_1094_UP,,
trips,trip_headsign,en,Dingpu,403_1095_DN,,
trips,trip_headsign,en,Exhibition Center,403_1096_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1097_DN,,
trips,trip_headsign,en,Exhibition Center,403_1098_UP,,
trips,trip_headsign,en,Dingpu,403_1099_DN,,
trips,trip_headsign,en,Exhibition Center,403_1100_UP,,
trips,trip_headsign,en,Dingpu,403_1101_DN,,
trips,trip_headsign,en,Exhibition Center,403_1102_UP,,
trips,trip_headsign,en,Dingpu,403_1103_DN,,
trips,trip_headsign,en,Exhibition Center,403_1104_UP,,
trips,trip_headsign,en,Dingpu,403_1105_DN,,
trips,trip_headsign,en,Exhibition Center,403_1108_UP,,
trips,trip_headsign,en,Dingpu,403_1109_DN,,
trips,trip_headsign,en,Exhibition Center,403_1110_UP,,
trips,trip_headsign,en,Dingpu,403_1111_DN,,
trips,trip_headsign,en,Exhibition Center,403_1112_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1113_DN,,
trips,trip_headsign,en,Exhibition Center,403_1114_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1115_DN,,
trips,trip_headsign,en,Exhibition Center,403_1116_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1117_DN,,
trips,trip_headsign,en,Exhibition Center,403_1118_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1119_DN,,
trips,trip_headsign,en,Exhibition Center,403_1120_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1121_DN,,
trips,trip_headsign,en,Exhibition Center,403_1122_UP,,
trips,trip_headsign,en,Dingpu,403_1123_DN,,
trips,trip_headsign,en,Exhibition Center,403_1124_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1125_DN,,
trips,trip_headsign,en,Exhibition Center,403_1126_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1127_DN,,
trips,trip_headsign,en,Exhibition Center,403_1128_UP,,
trips,trip_headsign,en,Dingpu,403_1129_DN,,
trips,trip_headsign,en,Exhibition Center,403_1130_UP,,
trips,trip_headsign,en,Exhibition Center,403_1134_UP,,
trips,trip_headsign,en,Dingpu,403_1135_DN,,
trips,trip_headsign,en,Exhibition Center,403_1136_UP,,
trips,trip_headsign,en,Dingpu,403_1137_DN,,
trips,trip_headsign,en,Exhibition Center,403_1138_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1139_DN,,
trips,trip_headsign,en,Exhibition Center,403_1140_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1141_DN,,
trips,trip_headsign,en,Exhibition Center,403_1142_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1143_DN,,
trips,trip_headsign,en,Exhibition Center,403_1144_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1145_DN,,
trips,trip_headsign,en,Exhibition Center,403_1146_UP,,
trips,trip_headsign,en,Dingpu,403_1147_DN,,
trips,trip_headsign,en,Exhibition Center,403_1148_UP,,
trips,trip_headsign,en,Dingpu,403_1149_DN,,
trips,trip_headsign,en,Exhibition Center,403_1150_UP,,
trips,trip_headsign,en,Dingpu,403_1151_DN,,
trips,trip_headsign,en,Exhibition Center,403_1152_UP,,
trips,trip_headsign,en,Dingpu,403_1153_DN,,
trips,trip_headsign,en,Exhibition Center,403_1154_UP,,
trips,trip_headsign,en,Dingpu,403_1155_DN,,
trips,trip_headsign,en,Exhibition Center,403_1158_UP,,
trips,trip_headsign,en,Dingpu,403_1159_DN,,
trips,trip_headsign,en,Exhibition Center,403_1160_UP,,
trips,trip_headsign,en,Dingpu,403_1161_DN,,
trips,trip_headsign,en,Exhibition Center,403_1162_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1163_DN,,
trips,trip_headsign,en,Exhibition Center,403_1164_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1165_DN,,
trips,trip_headsign,en,Exhibition Center,403_1166_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1167_DN,,
trips,trip_headsign,en,Exhibition Center,403_1168_UP,,
