time_s,time,person_id,mode,mode_original,x,y,leg_index,status,vehicleRefId,pt_transitLineId,pt_transitRouteId,pt_transportMode,activity_type,activity_sequence,activity_link,activity_dist_km,activity_match_type,activity_count,activity_types
22641,6:17:21,car_agent_71,walk,walk,305421.56,2772105.34,0,in_leg,,,,,home,0,14990,0.0,spatial,5,"car interaction,home,leisure,shop,work"
22646,6:17:26,car_agent_71,walk,walk,305415.96418649855,2772105.3881622325,0,in_leg,,,,,car interaction,1,14990,0.0,spatial,5,"car interaction,home,leisure,shop,work"
22652,6:17:32,pt_transfer_agent_49,walk,walk,301278.16,2770528.6,0,in_leg,,,,,home,0,110633,0.0,spatial,5,"education,home,leisure,pt interaction,shop"
22653,6:17:33,pt_transfer_agent_21,walk,walk,304996.85,2770512.5,0,in_leg,,,,,home,0,131549,0.0,spatial,4,"education,home,leisure,work"
22653,6:17:33,pt_transfer_agent_49,walk,walk,301278.15512185276,2770528.600776343,0,in_leg,,,,,pt interaction,1,pt_BL11_DN,0.0,spatial,5,"education,home,leisure,pt interaction,shop"
22654,6:17:34,car_agent_58,walk,walk,308143.01,2770426.5,0,in_leg,,,,,home,0,5707,0.0,spatial,3,"car interaction,home,shop"
22656,6:17:36,car_agent_58,walk,walk,308142.9606516019,2770423.7279381366,0,in_leg,,,,,car interaction,1,5707,0.0,spatial,3,"car interaction,home,shop"
22666,6:17:46,car_agent_73,walk,walk,308143.01,2770426.5,0,in_leg,,,,,home,0,5707,0.0,spatial,2,"home,leisure"
22668,6:17:48,pt_transfer_agent_21,walk,walk,304980.94786666665,2770513.5428,0,in_leg,,,,,home,0,131549,0.01593628803676139,spatial,4,"education,home,leisure,work"
22681,6:18:01,car_agent_73,walk,walk,308134.2958571429,2770413.076,0,in_leg,,,,,home,0,5707,0.016004376330784848,spatial,2,"home,leisure"
22683,6:18:03,pt_transfer_agent_21,walk,walk,304965.04573333333,2770514.5856,0,in_leg,,,,,home,0,131549,0.03187257607352278,spatial,4,"education,home,leisure,work"
22696,6:18:16,car_agent_73,walk,walk,308125.5817142857,2770399.652,0,in_leg,,,,,home,0,5707,0.03200875266160139,spatial,2,"home,leisure"
22698,6:18:18,pt_transfer_agent_21,walk,walk,304949.14359999995,2770515.6284,0,in_leg,,,,,home,0,131549,0.04780886411034225,spatial,4,"education,home,leisure,work"
22711,6:18:31,car_agent_73,walk,walk,308116.8675714286,2770386.228,0,in_leg,,,,,home,0,5707,0.04801312899199565,spatial,2,"home,leisure"
22713,6:18:33,pt_transfer_agent_21,walk,walk,304933.24146666663,2770516.6712,0,in_leg,,,,,home,0,131549,0.06374515214713411,spatial,4,"education,home,leisure,work"
22726,6:18:46,car_agent_73,walk,walk,308108.1534285714,2770372.804,0,in_leg,,,,,home,0,5707,0.0640175053228122,spatial,2,"home,leisure"
22728,6:18:48,pt_transfer_agent_21,walk,walk,304917.3393333333,2770517.714,0,in_leg,,,,,home,0,131549,0.0796814401838955,spatial,4,"education,home,leisure,work"
22731,6:18:51,car_agent_70,walk,walk,303763.41,2771719.82,0,in_leg,,,,,home,0,102932,0.0,spatial,3,"home,leisure,pt interaction"
22732,6:18:52,car_agent_70,walk,walk,303763.41540546075,2771719.823223702,0,in_leg,,,,,pt interaction,1,pt_O08_DN,0.0,spatial,3,"home,leisure,pt interaction"
22737,6:18:57,car_agent_52,walk,walk,305544.29,2770487.68,0,in_leg,,,,,home,0,62785,0.0,spatial,3,"car interaction,education,home"
22741,6:19:01,car_agent_73,walk,walk,308099.4392857143,2770359.38,0,in_leg,,,,,home,0,5707,0.08002188165359705,spatial,2,"home,leisure"
22742,6:19:02,car_agent_52,walk,walk,305544.43104231555,2770493.0390018015,0,in_leg,,,,,car interaction,1,62785,0.0,spatial,3,"car interaction,education,home"
22742,6:19:02,car_agent_52,walk,walk,305544.43104231555,2770493.0390018015,2,in_leg,,,,,car interaction,1,62785,0.0,spatial,3,"car interaction,education,home"
22742,6:19:02,pt_transfer_agent_21,walk,walk,304901.4372,2770518.7568,0,in_leg,,,,,home,0,131549,0.09561772822065688,spatial,4,"education,home,leisure,work"
22747,6:19:07,car_agent_52,walk,walk,305544.29,2770487.68,2,in_leg,,,,,home,0,62785,0.0,spatial,3,"car interaction,education,home"
22756,6:19:16,car_agent_73,walk,walk,308090.7251428572,2770345.956,0,in_leg,,,,,home,0,5707,0.0960262579843819,spatial,2,"home,leisure"
22757,6:19:17,pt_transfer_agent_21,walk,walk,304885.53506666666,2770519.7996,0,in_leg,,,,,home,0,131549,0.11155401625741829,spatial,4,"education,home,leisure,work"
22771,6:19:31,car_agent_73,walk,walk,308082.011,2770332.532,0,in_leg,,,,,home,0,5707,0.11203063431480785,spatial,2,"home,leisure"
22772,6:19:32,pt_transfer_agent_21,walk,walk,304869.63293333334,2770520.8424,0,in_leg,,,,,home,0,131549,0.12749030429417968,spatial,4,"education,home,leisure,work"
22779,6:19:39,car_agent_62,walk,walk,296356.46,2766793.71,0,in_leg,,,,,home,0,142529,0.0,spatial,5,"education,home,leisure,pt interaction,work"
22780,6:19:40,car_agent_62,walk,walk,296356.4617399499,2766793.710940271,0,in_leg,,,,,pt interaction,1,pt_BL06_UP,0.0,spatial,5,"education,home,leisure,pt interaction,work"
22786,6:19:46,car_agent_73,walk,walk,308073.2968571429,2770319.108,0,in_leg,,,,,home,0,5707,0.1280350106455927,spatial,2,"home,leisure"
22787,6:19:47,pt_transfer_agent_21,walk,walk,304853.73079999996,2770521.8852,0,in_leg,,,,,home,0,131549,0.14342659233099914,spatial,4,"education,home,leisure,work"
22801,6:20:01,car_agent_73,walk,walk,308064.5827142857,2770305.684,0,in_leg,,,,,home,0,5707,0.14403938697640925,spatial,2,"home,leisure"
22802,6:20:02,pt_transfer_agent_21,walk,walk,304837.82866666664,2770522.928,0,in_leg,,,,,home,0,131549,0.15936288036776053,spatial,4,"education,home,leisure,work"
22815,6:20:15,car_agent_70,subway,pt,303763.41540546075,2771719.823223702,1,in_leg,,Orange,389_2235_DN,subway,pt interaction,1,pt_O08_DN,0.0,spatial,3,"home,leisure,pt interaction"
22816,6:20:16,car_agent_73,walk,walk,308055.8685714286,2770292.26,0,in_leg,,,,,home,0,5707,0.1600437633071941,spatial,2,"home,leisure"
22817,6:20:17,pt_transfer_agent_21,walk,walk,304821.9265333333,2770523.9708,0,in_leg,,,,,home,0,131549,0.17529916840452192,spatial,4,"education,home,leisure,work"
22829,6:20:29,car_agent_70,subway,pt,303767.492735709,2771606.9119872493,1,in_leg,,Orange,389_2235_DN,subway,home,0,102932,0.11298180417284055,spatial,3,"home,leisure,pt interaction"
22831,6:20:31,car_agent_73,walk,walk,308047.15442857146,2770278.836,0,in_leg,,,,,home,0,5707,0.1760481396375884,spatial,2,"home,leisure"
22832,6:20:32,pt_transfer_agent_21,walk,walk,304806.0244,2770525.0136,0,in_leg,,,,,home,0,131549,0.19123545644131376,spatial,4,"education,home,leisure,work"
22843,6:20:43,car_agent_70,subway,pt,303771.57006595726,2771494.0007507964,1,in_leg,,Orange,389_2235_DN,subway,home,0,102932,0.22596663467695285,spatial,3,"home,leisure,pt interaction"
22846,6:20:46,car_agent_73,walk,walk,308038.4402857143,2770265.412,0,in_leg,,,,,home,0,5707,0.1920525159684049,spatial,2,"home,leisure"
22847,6:20:47,pt_transfer_agent_21,walk,walk,304790.1222666667,2770526.0564,0,in_leg,,,,,home,0,131549,0.20717174447807515,spatial,4,"education,home,leisure,work"
22857,6:20:57,car_agent_70,subway,pt,303775.6473962055,2771381.0895143435,1,in_leg,,Orange,389_2235_DN,subway,home,0,102932,0.3389514652259869,spatial,3,"home,leisure,pt interaction"
22861,6:21:01,car_agent_73,walk,walk,308029.72614285717,2770251.988,0,in_leg,,,,,home,0,5707,0.20805689229918975,spatial,2,"home,leisure"
22862,6:21:02,pt_transfer_agent_21,walk,walk,304774.2201333333,2770527.0992,0,in_leg,,,,,home,0,131549,0.22310803251489464,spatial,4,"education,home,leisure,work"
22865,6:21:05,pt_transfer_agent_28,walk,walk,308143.01,2770426.5,0,in_leg,,,,,home,0,5707,0.0,spatial,4,"education,home,pt interaction,shop"
22866,6:21:06,pt_transfer_agent_28,walk,walk,308143.0114224102,2770426.500366562,0,in_leg,,,,,pt interaction,1,pt_BL19_DN,0.0,spatial,4,"education,home,pt interaction,shop"
22871,6:21:11,car_agent_70,subway,pt,303779.7247264538,2771268.1782778907,1,in_leg,,Orange,389_2235_DN,subway,home,0,102932,0.45193629578625116,spatial,3,"home,leisure,pt interaction"
22876,6:21:16,car_agent_73,walk,walk,308021.012,2770238.564,0,in_leg,,,,,home,0,5707,0.2240612686300063,spatial,2,"home,leisure"
22877,6:21:17,pt_transfer_agent_21,walk,walk,304758.31799999997,2770528.142,0,in_leg,,,,,home,0,131549,0.23904432055165603,spatial,4,"education,home,leisure,work"
