time_s,time,person_id,mode,mode_original,x,y,leg_index,status,vehicleRefId,pt_transitLineId,pt_transitRouteId,pt_transportMode,activity_type,activity_sequence,activity_link,activity_dist_km,activity_match_type,activity_count,activity_types
23400,6:30:00,pt_transfer_agent_37,walk,walk,307533.02,2769486.82,0,in_leg,null,,,,home,0,142285,0.0,spatial,5,"home,leisure,pt interaction,shop,work"
23404,6:30:04,pt_transfer_agent_37,walk,walk,307549.50621621625,2769512.2167567564,0,in_leg,null,,,,home,0,142285,0.030278549814703667,spatial,5,"home,leisure,pt interaction,shop,work"
23408,6:30:08,pt_transfer_agent_37,walk,walk,307565.9924324324,2769537.6135135135,0,in_leg,null,,,,home,0,142285,0.06055709962976622,spatial,5,"home,leisure,pt interaction,shop,work"
23412,6:30:12,pt_transfer_agent_37,walk,walk,307582.47864864866,2769563.01027027,0,in_leg,null,,,,home,0,142285,0.0908356494444699,spatial,5,"home,leisure,pt interaction,shop,work"
23416,6:30:16,pt_transfer_agent_37,walk,walk,307598.9648648649,2769588.407027027,0,in_leg,null,,,,home,0,142285,0.12111419925956413,spatial,5,"home,leisure,pt interaction,shop,work"
23420,6:30:20,pt_transfer_agent_37,walk,walk,307615.4510810811,2769613.8037837837,0,in_leg,null,,,,home,0,142285,0.1513927490742678,spatial,5,"home,leisure,pt interaction,shop,work"
23424,6:30:24,pt_transfer_agent_37,walk,walk,307631.9372972973,2769639.2005405403,0,in_leg,null,,,,home,0,142285,0.1816712988889398,spatial,5,"home,leisure,pt interaction,shop,work"
23428,6:30:28,pt_transfer_agent_37,walk,walk,307648.4235135135,2769664.5972972973,0,in_leg,null,,,,home,0,142285,0.21194984870403402,spatial,5,"home,leisure,pt interaction,shop,work"
23432,6:30:32,pt_transfer_agent_37,walk,walk,307664.90972972976,2769689.994054054,0,in_leg,null,,,,home,0,142285,0.2422283985187377,spatial,5,"home,leisure,pt interaction,shop,work"
23436,6:30:36,pt_transfer_agent_37,walk,walk,307681.395945946,2769715.3908108105,0,in_leg,null,,,,home,0,142285,0.27250694833344136,spatial,5,"home,leisure,pt interaction,shop,work"
23440,6:30:40,pt_transfer_agent_37,walk,walk,307697.88216216216,2769740.7875675675,0,in_leg,null,,,,home,0,142285,0.3027854981485039,spatial,5,"home,leisure,pt interaction,shop,work"
23444,6:30:44,pt_transfer_agent_37,walk,walk,307714.3683783784,2769766.184324324,0,in_leg,null,,,,home,0,142285,0.3330640479632076,spatial,5,"home,leisure,pt interaction,shop,work"
23448,6:30:48,pt_transfer_agent_37,walk,walk,307730.8545945946,2769791.581081081,0,in_leg,null,,,,home,0,142285,0.36334259777830186,spatial,5,"home,leisure,pt interaction,shop,work"
23452,6:30:52,pt_transfer_agent_37,walk,walk,307747.3408108108,2769816.9778378378,0,in_leg,null,,,,home,0,142285,0.39362114759297384,spatial,5,"home,leisure,pt interaction,shop,work"
23456,6:30:56,pt_transfer_agent_37,walk,walk,307763.82702702703,2769842.3745945944,0,in_leg,null,,,,home,0,142285,0.42389969740767747,spatial,5,"home,leisure,pt interaction,shop,work"
23460,6:31:00,pt_transfer_agent_37,walk,walk,307780.31324324326,2769867.7713513514,0,in_leg,null,,,,home,0,142285,0.4541782472227717,spatial,5,"home,leisure,pt interaction,shop,work"
23464,6:31:04,pt_transfer_agent_37,walk,walk,307796.7994594595,2769893.168108108,0,in_leg,null,,,,home,0,142285,0.4844567970374754,spatial,5,"home,leisure,pt interaction,shop,work"
23468,6:31:08,pt_transfer_agent_37,walk,walk,307813.28567567567,2769918.5648648646,0,in_leg,null,,,,,,,,,5,"home,leisure,pt interaction,shop,work"
23472,6:31:12,pt_transfer_agent_37,walk,walk,307829.7718918919,2769943.9616216216,0,in_leg,null,,,,,,,,,5,"home,leisure,pt interaction,shop,work"
23476,6:31:16,pt_transfer_agent_37,walk,walk,307846.25810810813,2769969.358378378,0,in_leg,null,,,,,,,,,5,"home,leisure,pt interaction,shop,work"
23480,6:31:20,pt_transfer_agent_37,walk,walk,307862.74432432436,2769994.7551351353,0,in_leg,null,,,,,,,,,5,"home,leisure,pt interaction,shop,work"
23484,6:31:24,pt_transfer_agent_37,walk,walk,307879.23054054054,2770020.151891892,0,in_leg,null,,,,work,1,5707,0.4844567970374754,spatial,5,"home,leisure,pt interaction,shop,work"
23488,6:31:28,pt_transfer_agent_37,walk,walk,307895.71675675677,2770045.5486486484,0,in_leg,null,,,,work,1,5707,0.4541782472227717,spatial,5,"home,leisure,pt interaction,shop,work"
23492,6:31:32,pt_transfer_agent_37,walk,walk,307912.202972973,2770070.9454054055,0,in_leg,null,,,,work,1,5707,0.42389969740767747,spatial,5,"home,leisure,pt interaction,shop,work"
23496,6:31:36,pt_transfer_agent_37,walk,walk,307928.68918918923,2770096.342162162,0,in_leg,null,,,,work,1,5707,0.39362114759297384,spatial,5,"home,leisure,pt interaction,shop,work"
23500,6:31:40,pt_transfer_agent_37,walk,walk,307945.1754054054,2770121.7389189187,0,in_leg,null,,,,work,1,5707,0.36334259777830186,spatial,5,"home,leisure,pt interaction,shop,work"
23504,6:31:44,pt_transfer_agent_37,walk,walk,307961.66162162164,2770147.1356756757,0,in_leg,null,,,,work,1,5707,0.3330640479632076,spatial,5,"home,leisure,pt interaction,shop,work"
23508,6:31:48,pt_transfer_agent_37,walk,walk,307978.14783783787,2770172.5324324323,0,in_leg,null,,,,work,1,5707,0.3027854981485039,spatial,5,"home,leisure,pt interaction,shop,work"
23512,6:31:52,pt_transfer_agent_37,walk,walk,307994.63405405404,2770197.9291891893,0,in_leg,null,,,,work,1,5707,0.27250694833344136,spatial,5,"home,leisure,pt interaction,shop,work"
23516,6:31:56,pt_transfer_agent_37,walk,walk,308011.1202702703,2770223.325945946,0,in_leg,null,,,,work,1,5707,0.2422283985187377,spatial,5,"home,leisure,pt interaction,shop,work"
23520,6:32:00,pt_transfer_agent_37,walk,walk,308027.6064864865,2770248.7227027025,0,in_leg,null,,,,work,1,5707,0.21194984870403402,spatial,5,"home,leisure,pt interaction,shop,work"
23524,6:32:04,pt_transfer_agent_37,walk,walk,308044.09270270274,2770274.1194594596,0,in_leg,null,,,,work,1,5707,0.1816712988889398,spatial,5,"home,leisure,pt interaction,shop,work"
23528,6:32:08,pt_transfer_agent_37,walk,walk,308060.5789189189,2770299.516216216,0,in_leg,null,,,,work,1,5707,0.1513927490742678,spatial,5,"home,leisure,pt interaction,shop,work"
23532,6:32:12,pt_transfer_agent_37,walk,walk,308077.06513513514,2770324.9129729727,0,in_leg,null,,,,work,1,5707,0.12111419925956413,spatial,5,"home,leisure,pt interaction,shop,work"
23536,6:32:16,pt_transfer_agent_37,walk,walk,308093.5513513514,2770350.30972973,0,in_leg,null,,,,work,1,5707,0.0908356494444699,spatial,5,"home,leisure,pt interaction,shop,work"
23540,6:32:20,pt_transfer_agent_37,walk,walk,308110.0375675676,2770375.7064864864,0,in_leg,null,,,,work,1,5707,0.06055709962976622,spatial,5,"home,leisure,pt interaction,shop,work"
23544,6:32:24,pt_transfer_agent_37,walk,walk,308126.5237837838,2770401.1032432434,0,in_leg,null,,,,work,1,5707,0.030278549814703667,spatial,5,"home,leisure,pt interaction,shop,work"
23548,6:32:28,pt_transfer_agent_37,walk,walk,308143.01,2770426.5,0,in_leg,null,,,,work,1,5707,0.0,spatial,5,"home,leisure,pt interaction,shop,work"
26100,7:15:00,walk_agent_98,walk,walk,303804.19,2770590.71,0,in_leg,null,,,,home,0,130880,0.0,spatial,4,"home,leisure,shop,work"
26104,7:15:04,walk_agent_98,walk,walk,303866.9615789474,2770586.5936842104,0,in_leg,null,,,,home,0,130880,0.0629064001451789,spatial,4,"home,leisure,shop,work"
26108,7:15:08,walk_agent_98,walk,walk,303929.73315789475,2770582.477368421,0,in_leg,null,,,,home,0,130880,0.1258128002903578,spatial,4,"home,leisure,shop,work"
26112,7:15:12,walk_agent_98,walk,walk,303992.5047368421,2770578.3610526314,0,in_leg,null,,,,home,0,130880,0.18871920043553672,spatial,4,"home,leisure,shop,work"
26115,7:15:15,walk_agent_98,walk,walk,304055.2763157895,2770574.244736842,0,in_leg,null,,,,home,0,130880,0.2516256005807156,spatial,4,"home,leisure,shop,work"
26119,7:15:19,walk_agent_98,walk,walk,304118.0478947368,2770570.128421053,0,in_leg,null,,,,home,0,130880,0.31453200072580595,spatial,4,"home,leisure,shop,work"
26123,7:15:23,walk_agent_98,walk,walk,304180.8194736842,2770566.0121052633,0,in_leg,null,,,,shop,2,157074,0.37533939107020287,spatial,4,"home,leisure,shop,work"
26127,7:15:27,walk_agent_98,walk,walk,304243.59105263156,2770561.895789474,0,in_leg,null,,,,shop,2,157074,0.32153787025535124,spatial,4,"home,leisure,shop,work"
26131,7:15:31,walk_agent_98,walk,walk,304306.36263157893,2770557.7794736843,0,in_leg,null,,,,shop,2,157074,0.2716762335689198,spatial,4,"home,leisure,shop,work"
26135,7:15:35,walk_agent_98,walk,walk,304369.1342105263,2770553.6631578947,0,in_leg,null,,,,shop,2,157074,0.2283501261713952,spatial,4,"home,leisure,shop,work"
