time_s,time,person_id,mode,mode_original,x,y,leg_index,status,vehicleRefId,pt_transitLineId,pt_transitRouteId,pt_transportMode,activity_type,activity_sequence,activity_link,activity_dist_km,activity_match_type,activity_count,activity_types
63075,17:31:15,pt_transfer_agent_36,pt,pt,307533.0220279514,2769486.8212965312,8,in_leg,,Red,377_1221_DN,,pt interaction,1,pt_R02_UP,0.0,spatial,3,"home,pt interaction,work"
63075,17:31:15,pt_transfer_agent_36,walk,walk,307533.0220279514,2769486.8212965312,9,in_leg,,,,,pt interaction,1,pt_R02_UP,0.0,spatial,3,"home,pt interaction,work"
63076,17:31:16,pt_agent_16,pt,pt,303774.5160458073,2771443.5904120565,4,in_leg,,Green,183_6441_DN,,work,3,102932,0.2764527618035231,spatial,3,"home,pt interaction,work"
63076,17:31:16,pt_transfer_agent_36,walk,walk,307533.02,2769486.82,9,in_leg,,,,,home,0,142285,0.0,spatial,3,"home,pt interaction,work"
63077,17:31:17,pt_transfer_agent_31,pt,pt,302748.3041198621,2768483.0780954235,8,in_leg,,Orange,389_1287_DN,,,,,,,3,"home,pt interaction,work"
63079,17:31:19,pt_transfer_agent_35,pt,pt,302323.19884368475,2767696.2085016766,8,in_leg,,Orange,389_1287_DN,,,,,,,3,"home,pt interaction,work"
63081,17:31:21,pt_agent_16,pt,pt,303775.25608849706,2771425.1748912805,4,in_leg,,Green,183_6441_DN,,work,3,102932,0.2948831461866244,spatial,3,"home,pt interaction,work"
63082,17:31:22,pt_transfer_agent_31,pt,pt,302735.42747854406,2768457.375256841,8,in_leg,,Orange,389_1287_DN,,,,,,,3,"home,pt interaction,work"
63084,17:31:24,pt_transfer_agent_35,pt,pt,302311.28761457367,2767673.9128989507,8,in_leg,,Orange,389_1287_DN,,,,,,,3,"home,pt interaction,work"
63086,17:31:26,pt_agent_16,pt,pt,303775.99613118684,2771406.759370504,4,in_leg,,Green,183_6441_DN,,work,3,102932,0.3133135305705978,spatial,3,"home,pt interaction,work"
63087,17:31:27,pt_transfer_agent_31,pt,pt,302722.550837226,2768431.672418259,8,in_leg,,Orange,389_1287_DN,,,,,,,3,"home,pt interaction,work"
63089,17:31:29,pt_transfer_agent_35,pt,pt,302299.37638546264,2767651.617296225,8,in_leg,,Orange,389_1287_DN,,,,,,,3,"home,pt interaction,work"
63091,17:31:31,pt_agent_16,pt,pt,303776.7361738766,2771388.3438497274,4,in_leg,,Green,183_6441_DN,,work,3,102932,0.3317439149549101,spatial,3,"home,pt interaction,work"
63092,17:31:32,pt_transfer_agent_31,pt,pt,302709.6741959079,2768405.9695796766,8,in_leg,,Orange,389_1287_DN,,,,,,,3,"home,pt interaction,work"
63094,17:31:34,pt_transfer_agent_35,pt,pt,302287.46515635157,2767629.321693499,8,in_leg,,Orange,389_1287_DN,,,,,,,3,"home,pt interaction,work"
