time_s,time,person_id,mode,mode_original,x,y,leg_index,status,vehicleRefId,pt_transitLineId,pt_transitRouteId,pt_transportMode,activity_type,activity_sequence,activity_link,activity_dist_km,activity_match_type,activity_count,activity_types
22517,6:15:17,pt_agent_03,walk,walk,300488.79,2769778.54,0,in_leg,,,,,home,0,119734,0.0,spatial,4,"education,home,shop,work"
22528,6:15:28,pt_agent_14,walk,walk,306784.31,2769959.91,0,in_leg,,,,,home,0,50252,0.0,spatial,5,"home,leisure,pt interaction,shop,work"
22564,6:16:04,car_agent_60,walk,walk,305795.35,2770702.2,0,in_leg,,,,,home,0,78792,0.0,spatial,4,"car interaction,education,home,work"
22564,6:16:04,car_agent_60,walk,walk,305795.3500298177,2770702.2012074203,0,in_leg,,,,,car interaction,1,78792,0.0,spatial,4,"car interaction,education,home,work"
22565,6:16:05,pt_agent_02,walk,walk,296356.46,2766793.71,0,in_leg,,,,,home,0,142529,0.0,spatial,4,"home,leisure,pt interaction,shop"
22566,6:16:06,pt_agent_02,walk,walk,296356.4617399499,2766793.710940271,0,in_leg,,,,,pt interaction,1,pt_BL06_UP,0.0,spatial,4,"home,leisure,pt interaction,shop"
22567,6:16:07,pt_agent_03,walk,walk,300542.14186440676,2769780.0770338983,0,in_leg,,,,,home,0,119734,0.053374000308052776,spatial,4,"education,home,shop,work"
22577,6:16:17,pt_agent_14,walk,walk,306811.3559050449,2770004.7399408463,0,in_leg,,,,,home,0,50252,0.05235651416939239,spatial,5,"home,leisure,pt interaction,shop,work"
22617,6:16:57,pt_agent_03,walk,walk,300595.49372881354,2769781.6140677966,0,in_leg,,,,,home,0,119734,0.10674800061610555,spatial,4,"education,home,shop,work"
22626,6:17:06,pt_agent_14,walk,walk,306838.40181008977,2770049.5698816925,0,in_leg,,,,,home,0,50252,0.10471302833878478,spatial,5,"home,leisure,pt interaction,shop,work"
22656,6:17:36,car_agent_59,walk,walk,306784.31,2769959.91,0,in_leg,,,,,home,0,50252,0.0,spatial,4,"home,pt interaction,shop,work"
