pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
car interaction---car interaction	33	31	8	9	2	0	0	0	0	0	0	0	0
car interaction---education	15	0	0	0	0	0	0	0	0	0	0	0	0
car interaction---home	24	0	0	0	0	0	2	0	0	0	0	0	1
car interaction---leisure	9	0	0	0	0	0	1	0	0	0	0	0	0
car interaction---shop	13	0	0	0	0	0	1	0	0	0	0	0	1
car interaction---work	14	0	0	0	0	0	1	0	0	0	0	0	1
education---car interaction	15	0	0	0	0	0	0	0	0	0	0	0	0
education---home	1	0	0	0	0	0	0	0	0	0	0	0	1
education---leisure	0	0	0	1	0	0	0	0	0	0	0	0	0
education---motorcycle interaction	10	0	0	0	0	0	0	0	0	0	0	0	1
education---pt interaction	16	0	1	0	0	0	0	0	0	0	0	0	0
education---shop	0	0	0	0	0	0	1	0	0	0	0	0	1
education---work	0	0	0	0	0	0	0	0	0	0	0	0	2
home---car interaction	25	0	0	0	0	0	2	0	0	0	0	0	3
home---education	1	0	0	0	0	0	0	0	0	0	0	0	2
home---leisure	2	0	0	0	1	0	0	0	1	0	0	1	2
home---motorcycle interaction	22	0	2	0	0	1	3	0	0	0	0	0	2
home---pt interaction	37	2	3	0	0	0	0	1	0	0	0	0	0
home---shop	1	0	1	0	1	1	0	0	0	0	0	0	0
home---work	0	0	0	1	0	0	0	0	0	0	0	0	2
leisure---car interaction	9	0	0	0	0	0	1	0	0	0	0	0	0
leisure---home	0	0	0	1	0	0	0	0	1	0	1	0	2
leisure---motorcycle interaction	16	0	0	4	0	0	1	0	0	0	0	0	1
leisure---pt interaction	22	6	4	0	0	0	0	0	0	0	0	0	0
leisure---shop	2	0	0	0	1	0	0	0	0	0	0	0	1
leisure---work	0	0	0	1	0	0	0	0	0	0	0	0	1
motorcycle interaction---education	10	0	0	0	0	0	0	0	0	0	0	0	1
motorcycle interaction---home	18	0	2	0	0	1	3	0	0	0	0	0	2
motorcycle interaction---leisure	16	0	0	4	0	0	1	0	0	0	0	0	1
motorcycle interaction---motorcycle interaction	33	39	13	9	0	0	0	0	0	0	0	0	0
motorcycle interaction---shop	12	0	0	0	0	0	0	0	0	0	0	0	0
motorcycle interaction---work	21	1	0	0	0	0	0	0	0	0	0	0	1
pt interaction---education	15	1	1	0	0	0	0	0	0	0	0	0	0
pt interaction---home	35	6	4	0	0	0	0	1	0	0	0	0	0
pt interaction---leisure	22	4	3	1	0	0	0	0	0	0	0	0	0
pt interaction---pt interaction	35	48	76	17	15	12	11	6	2	1	0	0	0
pt interaction---shop	21	3	1	0	0	0	0	0	0	0	0	0	0
pt interaction---work	23	5	1	2	0	0	0	0	0	0	0	0	0
shop---car interaction	12	0	0	0	0	0	1	0	0	0	0	0	1
shop---education	1	0	0	0	0	0	0	0	0	0	0	0	1
shop---home	0	0	0	0	1	0	0	0	0	0	0	0	1
shop---leisure	1	0	0	1	0	0	0	1	0	0	0	0	0
shop---motorcycle interaction	13	0	0	0	0	0	0	0	0	0	0	0	0
shop---pt interaction	23	4	3	0	0	0	0	0	0	0	0	0	0
shop---work	0	0	0	0	0	1	0	0	0	0	0	1	0
work---car interaction	15	0	0	0	0	0	1	0	0	0	0	0	1
work---education	0	0	0	0	0	0	0	0	0	0	0	0	2
work---home	0	0	0	0	0	0	0	1	1	0	0	0	2
work---leisure	0	0	0	0	0	0	2	0	0	0	0	0	0
work---motorcycle interaction	21	1	0	0	0	0	0	0	0	0	0	0	1
work---pt interaction	22	5	0	0	0	0	0	0	0	0	0	0	0
work---shop	1	1	0	1	0	0	0	0	0	0	0	0	1

average leg duration: 624.6926523297491 seconds = 00:10:24
