pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
car interaction---car interaction	33	34	20	10	0	1	0	0	0	0	0	0	0
car interaction---education	14	0	0	0	0	0	0	0	0	0	0	0	0
car interaction---home	24	0	1	0	0	0	3	0	0	0	0	0	4
car interaction---leisure	14	0	0	2	0	0	1	0	0	0	0	0	2
car interaction---shop	15	0	0	0	0	0	2	0	0	0	0	0	1
car interaction---work	15	0	0	0	0	0	0	0	0	0	0	0	0
education---car interaction	14	0	0	0	0	0	0	0	0	0	0	0	0
education---home	1	0	0	0	0	0	0	1	0	0	0	0	1
education---motorcycle interaction	6	0	0	0	0	0	0	0	0	0	0	0	0
education---pt interaction	22	1	2	0	0	0	0	0	0	0	0	0	0
education---shop	0	0	0	0	0	0	1	0	0	0	0	0	1
education---work	0	0	0	0	0	0	0	0	1	1	0	0	0
home---car interaction	25	0	1	0	0	0	3	0	0	0	0	0	4
home---education	0	1	0	0	0	0	0	0	0	0	0	0	1
home---leisure	3	0	0	0	0	0	1	0	1	0	0	1	2
home---motorcycle interaction	10	0	1	0	0	1	2	0	0	0	0	0	0
home---pt interaction	42	5	2	0	0	0	0	1	0	0	0	0	0
home---shop	1	0	0	0	1	0	0	0	0	0	0	1	2
home---work	0	0	0	1	0	1	0	0	0	0	1	0	5
leisure---car interaction	16	0	0	2	0	0	1	0	0	0	0	0	3
leisure---education	0	0	0	0	0	0	0	0	0	0	0	0	1
leisure---home	0	0	0	1	0	0	0	0	1	0	1	0	2
leisure---motorcycle interaction	11	0	0	1	0	0	0	0	0	0	0	0	0
leisure---pt interaction	20	8	3	0	0	0	0	0	0	0	0	0	0
leisure---shop	1	0	0	0	1	0	0	0	0	0	0	0	1
leisure---work	0	0	0	1	0	0	0	0	0	0	1	0	0
motorcycle interaction---education	5	0	0	0	0	0	0	0	0	0	0	0	0
motorcycle interaction---home	12	0	1	0	0	1	2	0	0	0	0	0	0
motorcycle interaction---leisure	11	0	0	1	0	0	0	0	0	0	0	0	0
motorcycle interaction---motorcycle interaction	20	20	8	3	2	0	0	0	0	0	0	0	0
motorcycle interaction---shop	6	0	0	0	0	0	0	0	0	0	0	0	2
motorcycle interaction---work	10	1	0	0	0	0	0	0	0	0	0	0	1
pt interaction---education	23	1	1	0	0	0	0	0	0	0	0	0	0
pt interaction---home	36	8	3	0	0	0	0	1	0	0	0	0	0
pt interaction---leisure	20	6	2	2	0	0	0	0	0	0	0	0	0
pt interaction---pt interaction	47	56	92	15	17	7	9	6	6	1	1	0	0
pt interaction---shop	20	6	1	0	0	0	0	0	0	0	0	0	0
pt interaction---work	29	8	1	1	0	0	0	0	0	0	0	0	0
shop---car interaction	16	0	0	0	0	0	2	0	0	0	0	0	0
shop---education	1	0	0	1	0	0	0	0	0	0	0	0	1
shop---home	0	0	0	0	0	0	0	0	0	0	0	0	3
shop---leisure	1	0	0	1	0	0	0	1	0	0	0	0	1
shop---motorcycle interaction	7	0	0	0	0	0	0	0	0	0	0	0	2
shop---pt interaction	21	6	3	0	0	0	0	0	0	0	0	0	0
shop---work	0	0	0	0	0	1	0	0	0	0	0	0	0
work---car interaction	15	0	0	0	0	0	0	0	0	0	0	0	0
work---education	0	0	1	0	0	0	0	0	0	0	0	0	1
work---home	0	1	0	0	0	2	0	1	1	1	1	0	1
work---leisure	0	0	0	0	0	0	1	0	0	1	0	0	1
work---motorcycle interaction	11	1	0	0	0	0	0	0	0	0	0	0	1
work---pt interaction	26	7	0	0	0	0	0	0	0	0	0	0	0
work---shop	2	1	0	1	0	0	0	0	0	0	0	0	1

average leg duration: 685.4176313446127 seconds = 00:11:25
