stop_id,stop_name,stop_lat,stop_lon,zone_id,location_type,parent_station
THB270352,磚廠,25.168397,121.680388,THB270352,0,
THB270359,松山機場,25.063393,121.552067,THB270359,0,
THB270370,南港,25.05515589,121.6135964,THB270370,0,
THB270379,厚德里,25.06857,121.64076,THB270379,0,
THB270382,忠孝里,25.0648192,121.64217,THB270382,0,
THB270385,活力社區,25.06608,121.6722,THB270385,0,
THB270391,美崙,25.18462423,121.6865563,THB270391,0,
THB270412,捷運松江南京站,25.05199,121.53264,THB270412,0,
THB270424,景美里,25.17212,121.684242,THB270424,0,
THB270449,萬里海水浴場,25.18044,121.68925,THB270449,0,
THB270450,萬里橋頭,25.176039,121.688052,THB270450,0,
THB270468,翡翠灣,25.186073,121.683767,THB270468,0,
THB270469,翡翠灣,25.18685663,121.6837809,THB270469,0,
THB270478,樟樹國小(樟樹一路),25.06685,121.64252,THB270478,0,
THB270518,華山文創園區,25.04397,121.5275,THB270518,0,
THB270525,磚廠,25.168227,121.680356,THB270525,0,
THB270537,藍天麗地社區,25.15457,121.69672,THB270537,0,
THB270546,南昌街口,25.0662317518449,121.662788092945,THB270546,0,
THB270574,堵南里,25.078132,121.691834,THB270574,0,
THB270579,懷生國中,25.04153,121.541233,THB270579,0,
THB270639,監理站,25.088181,121.697633,THB270639,0,
THB270668,藍天麗地社區,25.15412034,121.6972057,THB270668,0,
THB270701,大同路口,25.06143,121.49484,THB270701,0,
THB270702,大同路口,25.061286,121.494433,THB270702,0,
THB270761,基隆市界,25.075439,121.685412,THB270761,0,
THB270767,民權中山路口,25.06266,121.52224,THB270767,0,
THB270768,民權中山路口,25.06284,121.52286,THB270768,0,
THB270769,民權吉林路口,25.06265096,121.5291696,THB270769,0,
THB270770,民權吉林路口,25.06257,121.5293,THB270770,0,
THB270779,富信飯店,25.05588,121.63212,THB270779,0,
THB270785,汐止農會,25.0633122,121.655986,THB270785,0,
THB270812,臺北市立美術館,25.06997,121.52309,THB270812,0,
THB270814,遠東世界中心,25.06063,121.64655,THB270814,0,
THB270821,聯合報總部,25.060769,121.641867,THB270821,0,
THB270822,聯合報總部,25.060692,121.64172,THB270822,0,
THB270832,國泰醫院,25.071542,121.664956,THB270832,0,
THB270835,新北市界,25.16488,121.68562,THB270835,0,
