pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
car interaction---car interaction	32	32	9	9	2	1	0	0	0	0	0	0	0
car interaction---education	14	0	0	0	0	0	0	0	0	0	0	0	0
car interaction---home	26	0	0	0	0	0	1	0	0	0	0	0	0
car interaction---leisure	12	0	0	0	0	0	1	0	0	0	0	0	2
car interaction---shop	11	0	0	0	0	0	2	0	0	0	0	0	3
car interaction---work	11	0	0	0	0	0	1	0	0	0	0	0	1
education---car interaction	14	0	0	0	0	0	0	0	0	0	0	0	0
education---home	2	0	0	0	0	0	1	0	0	0	0	0	1
education---leisure	0	0	0	1	0	0	0	0	0	0	0	0	0
education---motorcycle interaction	1	0	0	0	0	0	0	0	0	0	0	0	0
education---pt interaction	19	1	3	0	0	0	0	0	0	0	0	0	0
education---shop	0	0	0	0	0	0	1	0	0	0	0	0	1
education---work	2	0	0	0	0	0	0	0	1	1	0	0	0
home---car interaction	33	0	0	0	0	0	1	0	0	0	0	0	2
home---education	0	1	0	0	0	0	0	0	0	0	0	0	2
home---leisure	2	0	0	0	1	0	0	0	1	0	0	1	3
home---motorcycle interaction	9	0	2	0	0	2	2	0	0	0	0	0	3
home---pt interaction	40	6	0	0	0	0	0	0	0	0	0	0	0
home---shop	1	0	0	0	1	0	0	0	0	0	0	0	2
home---work	0	0	1	0	0	0	0	1	0	0	0	0	3
leisure---car interaction	12	0	0	0	0	0	1	0	0	0	0	0	2
leisure---education	0	0	0	0	0	0	0	0	0	0	0	0	1
leisure---home	0	0	0	3	1	0	0	0	1	0	0	0	2
leisure---motorcycle interaction	10	0	0	4	0	0	2	0	0	0	0	0	0
leisure---pt interaction	21	4	4	0	0	0	0	0	0	0	0	0	0
leisure---shop	2	0	0	0	1	0	0	0	0	0	0	0	1
leisure---work	0	0	0	1	0	0	0	0	0	0	0	0	0
motorcycle interaction---education	1	0	0	0	0	0	0	0	0	0	0	0	0
motorcycle interaction---home	7	0	2	0	0	2	2	0	0	0	0	0	3
motorcycle interaction---leisure	10	0	0	4	0	0	2	0	0	0	0	0	0
motorcycle interaction---motorcycle interaction	10	19	11	9	0	0	0	0	0	0	0	0	0
motorcycle interaction---shop	1	0	0	0	0	0	0	0	0	0	0	0	0
motorcycle interaction---work	13	2	0	0	0	0	0	0	0	0	0	0	0
pt interaction---education	23	2	2	0	0	0	0	0	0	0	0	0	0
pt interaction---home	38	9	2	0	0	0	0	0	0	0	0	0	0
pt interaction---leisure	22	4	2	0	0	0	0	0	0	0	0	0	0
pt interaction---pt interaction	40	59	88	18	16	11	7	6	3	2	2	0	0
pt interaction---shop	23	6	3	0	0	0	0	0	0	0	0	0	0
pt interaction---work	31	5	2	0	0	0	0	0	0	0	0	0	0
shop---car interaction	11	0	0	0	0	0	2	0	0	0	0	0	3
shop---education	1	0	0	0	0	0	0	0	0	0	0	0	1
shop---home	0	0	0	1	0	0	0	0	0	1	0	0	1
shop---leisure	0	0	0	0	0	0	0	1	0	0	0	0	0
shop---motorcycle interaction	1	0	0	0	0	0	0	0	0	0	0	0	0
shop---pt interaction	25	9	5	0	0	0	0	0	0	0	0	0	0
shop---work	0	0	0	0	0	1	0	0	0	0	0	0	0
work---car interaction	10	0	0	0	0	0	1	0	0	0	0	0	1
work---education	0	0	0	0	0	0	0	0	0	0	0	1	0
work---home	0	0	0	0	0	0	0	1	0	1	0	0	2
work---leisure	0	0	0	0	2	1	0	0	0	0	0	0	1
work---motorcycle interaction	13	2	0	0	0	0	0	0	0	0	0	0	0
work---pt interaction	32	5	0	0	0	0	0	0	0	0	0	0	0
work---shop	2	1	0	0	0	0	0	1	0	0	0	0	0

average leg duration: 661.3206319702603 seconds = 00:11:01
