pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
car interaction---car interaction	31	32	6	8	2	1	0	0	0	0	0	0	0
car interaction---education	9	0	0	0	0	0	0	0	0	0	0	0	1
car interaction---home	24	0	0	0	0	0	0	0	0	0	0	0	2
car interaction---leisure	14	0	0	0	0	0	0	0	0	0	0	0	0
car interaction---shop	11	0	0	0	0	0	1	0	0	0	0	0	1
car interaction---work	15	0	0	0	0	0	1	0	0	0	0	0	1
education---car interaction	11	0	0	0	0	0	0	0	0	0	0	0	1
education---home	1	0	0	0	0	1	0	1	0	0	0	1	0
education---leisure	0	0	0	1	0	0	0	0	0	0	0	0	0
education---motorcycle interaction	6	0	0	0	0	0	0	0	0	0	0	0	0
education---pt interaction	17	2	3	0	0	0	0	0	0	0	0	0	0
education---shop	0	0	0	0	0	0	1	0	0	0	0	0	2
education---work	1	0	0	0	0	0	0	0	0	0	0	0	3
home---car interaction	23	0	0	0	0	0	1	0	0	0	0	0	2
home---education	2	0	0	0	0	1	0	0	0	0	0	1	1
home---leisure	3	0	0	0	1	0	0	0	1	0	0	1	1
home---motorcycle interaction	17	0	1	0	0	1	2	0	0	0	0	0	2
home---pt interaction	40	6	2	0	0	0	0	1	0	0	0	0	0
home---shop	1	0	1	0	0	0	0	0	0	0	1	1	1
home---work	0	0	1	0	0	0	0	1	0	0	0	0	3
leisure---car interaction	15	0	0	0	0	0	1	0	0	0	0	0	1
leisure---education	0	0	0	0	0	1	0	0	0	0	0	0	0
leisure---home	0	0	0	4	0	0	0	0	1	0	0	0	1
leisure---motorcycle interaction	13	0	0	1	0	0	0	0	0	0	0	0	1
leisure---pt interaction	21	8	4	0	0	0	0	0	0	0	0	0	0
leisure---shop	3	0	0	0	1	0	0	0	0	0	0	0	1
leisure---work	0	0	0	1	0	0	0	0	0	0	0	0	0
motorcycle interaction---education	8	0	0	0	0	0	0	0	0	0	0	0	0
motorcycle interaction---home	14	0	1	0	0	1	2	0	0	0	0	0	2
motorcycle interaction---leisure	13	0	0	1	0	0	0	0	0	0	0	0	1
motorcycle interaction---motorcycle interaction	21	31	12	5	2	0	0	0	0	0	0	0	0
motorcycle interaction---shop	9	0	0	0	0	0	1	0	0	0	0	0	1
motorcycle interaction---work	16	1	0	0	0	0	0	0	0	0	0	0	0
pt interaction---education	19	3	1	0	0	0	0	0	0	0	0	0	0
pt interaction---home	38	7	3	0	0	0	0	1	0	0	0	0	0
pt interaction---leisure	24	8	2	1	0	0	0	0	0	0	0	0	0
pt interaction---pt interaction	40	56	105	16	20	14	7	3	4	1	0	0	0
pt interaction---shop	20	3	0	0	0	0	0	0	0	0	0	0	0
pt interaction---work	24	8	1	1	0	0	0	0	0	0	0	0	0
shop---car interaction	12	0	0	0	0	0	1	0	0	0	0	0	0
shop---education	1	0	0	1	0	0	0	0	0	0	0	0	2
shop---home	0	1	0	1	0	0	0	0	0	1	0	0	1
shop---leisure	1	0	0	0	0	0	0	1	0	0	0	0	1
shop---motorcycle interaction	10	0	0	0	0	0	1	0	0	0	0	0	1
shop---pt interaction	22	5	2	0	0	0	0	0	0	0	0	0	0
shop---work	0	0	0	0	0	1	0	0	0	0	0	0	0
work---car interaction	15	0	0	0	0	0	0	0	0	0	0	0	1
work---education	0	0	0	0	0	0	0	0	0	0	0	0	1
work---home	0	0	0	0	0	0	0	1	1	0	0	0	2
work---leisure	0	0	0	0	1	0	0	0	0	0	1	0	1
work---motorcycle interaction	17	1	0	0	0	0	0	0	0	0	0	0	0
work---pt interaction	23	8	0	0	0	0	0	0	0	0	0	0	0
work---shop	2	1	0	0	0	0	0	1	0	0	0	0	2

average leg duration: 654.3478260869565 seconds = 00:10:54
