pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
car interaction---car interaction	31	22	8	10	4	0	0	0	0	0	0	0	0
car interaction---education	8	0	0	0	0	0	0	0	0	0	0	0	1
car interaction---home	22	0	1	0	0	0	1	0	0	0	0	0	2
car interaction---leisure	13	0	0	1	0	0	2	0	0	0	0	0	0
car interaction---shop	8	0	0	0	0	0	0	0	0	0	0	0	2
car interaction---work	13	0	0	0	0	0	1	0	0	0	0	0	0
education---car interaction	9	0	0	0	0	0	0	0	0	0	0	0	1
education---home	1	0	0	0	0	0	0	0	0	0	0	0	0
education---motorcycle interaction	9	0	0	0	0	0	0	0	0	0	0	0	0
education---pt interaction	20	1	3	0	0	0	0	0	0	0	0	0	0
education---shop	0	0	0	0	0	0	1	0	1	0	0	0	1
education---work	2	0	0	0	0	0	0	0	0	1	0	0	1
home---car interaction	22	0	1	0	0	0	1	0	0	0	0	0	4
home---education	1	0	0	1	0	0	0	0	0	0	0	0	2
home---leisure	3	0	0	0	0	0	0	0	1	0	0	1	1
home---motorcycle interaction	19	0	1	0	0	1	0	0	0	0	0	0	1
home---pt interaction	41	6	1	0	0	0	0	1	0	0	0	0	0
home---shop	1	0	1	0	1	0	0	0	0	0	0	0	0
home---work	0	0	0	0	0	0	1	1	0	0	1	0	5
leisure---car interaction	14	0	0	1	0	0	3	0	0	0	0	0	1
leisure---home	1	0	0	2	1	1	0	0	1	0	0	0	3
leisure---motorcycle interaction	13	0	0	1	0	0	0	0	0	0	0	0	1
leisure---pt interaction	21	4	2	0	0	0	0	0	0	0	0	0	0
leisure---shop	2	0	0	0	1	0	0	0	0	1	0	0	1
leisure---work	0	0	0	1	0	0	0	0	0	0	0	0	0
motorcycle interaction---education	11	0	0	0	0	0	0	0	0	0	0	0	0
motorcycle interaction---home	17	0	1	0	0	1	0	0	0	0	0	0	1
motorcycle interaction---leisure	12	0	0	1	0	0	0	0	0	0	0	0	1
motorcycle interaction---motorcycle interaction	24	30	8	7	0	0	0	0	0	0	0	0	0
motorcycle interaction---shop	8	0	0	0	0	0	2	0	0	0	0	0	0
motorcycle interaction---work	12	1	0	0	0	0	0	0	0	0	0	0	1
pt interaction---education	24	1	1	0	0	0	0	0	0	0	0	0	0
pt interaction---home	40	7	1	0	0	0	0	1	0	0	0	0	0
pt interaction---leisure	22	5	2	1	0	0	0	0	0	0	0	0	0
pt interaction---pt interaction	38	53	90	19	16	12	9	7	4	1	1	0	0
pt interaction---shop	24	5	1	0	0	0	0	0	0	0	0	0	0
pt interaction---work	28	6	2	1	0	0	0	0	0	0	0	0	0
shop---car interaction	8	0	0	0	0	0	0	0	0	0	0	0	1
shop---education	0	0	0	0	0	0	0	0	0	0	0	0	1
shop---home	1	0	0	1	0	1	0	0	0	0	0	0	1
shop---leisure	1	0	0	1	0	0	0	1	0	0	0	1	1
shop---motorcycle interaction	8	0	0	0	0	0	2	0	0	0	0	0	0
shop---pt interaction	25	7	3	0	0	0	0	0	0	0	0	0	0
shop---work	0	0	0	0	0	1	0	0	0	0	0	0	0
work---car interaction	13	0	0	0	0	0	0	0	0	0	0	0	0
work---home	0	0	0	0	0	0	0	1	0	0	1	0	3
work---leisure	0	0	0	0	1	0	0	0	0	0	0	0	4
work---motorcycle interaction	13	1	0	0	0	0	0	0	0	0	0	0	1
work---pt interaction	31	6	0	0	0	0	0	0	0	0	0	0	0
work---shop	1	1	0	1	0	0	0	0	0	0	0	0	1

average leg duration: 641.0299727520436 seconds = 00:10:41
